species,pokedex,number
811,blueberry,228
812,national,812
812,galar,3
812,blueberry,229
813,national,813
813,galar,4
813,blueberry,230
814,national,814
814,galar,5
814,blueberry,231
815,national,815
815,galar,6
815,blueberry,232
816,national,816
816,galar,7
816,blueberry,233
817,national,817
817,galar,8
817,blueberry,234
818,national,818
818,galar,9
818,blueberry,235
819,national,819
819,galar,24
819,isle-of-armor,9
819,crown-tundra,5
819,paldea,29
819,kitakami,72
820,national,820
820,galar,25
820,isle-of-armor,10
820,crown-tundra,6
820,paldea,30
820,kitakami,73
821,national,821
821,galar,21
821,crown-tundra,163
821,paldea,40
821,hyperspace,73
822,national,822
822,galar,22
822,crown-tundra,164
822,paldea,41
822,hyperspace,74
823,national,823
823,galar,23
823,crown-tundra,165
823,paldea,42
823,hyperspace,75
823,champions,823
824,national,824
824,galar,10
824,isle-of-armor,14
825,national,825
825,galar,11
825,isle-of-armor,15
826,national,826
826,galar,12
826,isle-of-armor,16
827,national,827
827,galar,29
827,hyperspace,64
828,national,828
828,galar,30
828,hyperspace,65
829,national,829
829,galar,126
829,crown-tundra,166
830,national,830
830,galar,127
830,crown-tundra,167
831,national,831
831,galar,34
831,crown-tundra,3
832,national,832
832,galar,35
832,crown-tundra,4
833,national,833
833,galar,42
833,isle-of-armor,56
833,paldea,57
833,kitakami,183
834,national,834
834,galar,43
834,isle-of-armor,57
834,paldea,58
834,kitakami,184
835,national,835
835,galar,46
835,crown-tundra,155
836,national,836
836,galar,47
836,crown-tundra,156
837,national,837
837,galar,161
837,crown-tundra,176
837,paldea,91
838,national,838
838,galar,162
838,crown-tundra,177
838,paldea,92
839,national,839
839,galar,163
839,crown-tundra,178
839,paldea,93
840,national,840
840,galar,205
840,isle-of-armor,19
840,paldea,108
840,kitakami,33
841,national,841
841,galar,206
841,isle-of-armor,20
841,paldea,109
841,kitakami,34
841,champions,841
842,national,842
842,galar,207
842,isle-of-armor,21
842,paldea,110
842,kitakami,35
842,champions,842
843,national,843
843,galar,312
843,isle-of-armor,174
843,paldea,270
844,national,844
844,galar,313
844,isle-of-armor,175
844,paldea,271
844,champions,844
845,national,845
845,galar,309
845,isle-of-armor,93
845,kitakami,185
846,national,846
846,galar,180
846,isle-of-armor,96
846,paldea,136
846,kitakami,90
847,national,847
847,galar,181
847,isle-of-armor,97
847,paldea,137
847,kitakami,91
848,national,848
848,galar,310
848,paldea,198
848,hyperspace,102
849,national,849
849,galar,311
849,paldea,199
849,hyperspace,103
850,national,850
850,galar,159
850,crown-tundra,99
851,national,851
851,galar,160
851,crown-tundra,100
852,national,852
852,galar,351
852,isle-of-armor,129
852,hyperspace,66
853,national,853
853,galar,352
853,isle-of-armor,130
853,hyperspace,67
854,national,854
854,galar,335
854,crown-tundra,132
854,paldea,237
854,blueberry,127
855,national,855
855,galar,336
855,crown-tundra,133
855,paldea,238
855,blueberry,128
855,champions,855
856,national,856
856,galar,241
856,crown-tundra,40
856,paldea,282
856,kitakami,92
857,national,857
857,galar,242
857,crown-tundra,41
857,paldea,283
857,kitakami,93
858,national,858
858,galar,243
858,crown-tundra,42
858,paldea,284
858,kitakami,94
858,champions,858
859,national,859
859,galar,238
859,crown-tundra,37
859,paldea,285
859,kitakami,190
860,national,860
860,galar,239
860,crown-tundra,38
860,paldea,286
860,kitakami,191
861,national,861
861,galar,240
861,crown-tundra,39
861,paldea,287
861,kitakami,192
861,champions,861
862,national,862
862,galar,33
862,crown-tundra,73
863,national,863
863,galar,183
863,hyperspace,6
864,national,864
864,galar,237
865,national,865
865,galar,219
865,hyperspace,8
866,national,866
866,galar,366
866,crown-tundra,12
866,hyperspace,110
866,champions,866
867,national,867
867,galar,328
867,hyperspace,61
867,champions,867
868,national,868
868,galar,185
868,blueberry,42
869,national,869
869,galar,186
869,blueberry,43
869,champions,869
870,national,870
870,galar,345
870,paldea,300
870,lumiose-city,212
870,champions,870
871,national,871
871,galar,353
871,isle-of-armor,126
871,crown-tundra,158
871,paldea,321
872,national,872
872,galar,349
872,crown-tundra,1
872,paldea,350
873,national,873
873,galar,350
873,crown-tundra,2
873,paldea,351
874,national,874
874,galar,369
874,crown-tundra,89
874,paldea,319
875,national,875
875,galar,370
875,crown-tundra,90
875,paldea,320
876,national,876
876,galar,337
876,crown-tundra,171
876,paldea,241
876,kitakami,193
876,hyperspace,52
877,national,877
877,galar,344
877,isle-of-armor,104
877,crown-tundra,157
877,kitakami,95
877,hyperspace,70
877,champions,877
878,national,878
878,galar,302
878,crown-tundra,108
878,paldea,124
879,national,879
879,galar,303
879,crown-tundra,109
879,paldea,125
880,national,880
880,galar,374
881,national,881
881,galar,375
882,national,882
882,galar,376
883,national,883
883,galar,377
884,national,884
884,galar,371
884,blueberry,161
885,national,885
885,galar,395
885,crown-tundra,110
885,paldea,305
886,national,886
886,galar,396
886,crown-tundra,111
886,paldea,306
887,national,887
887,galar,397
887,crown-tundra,112
887,paldea,307
887,champions,887
888,national,888
888,galar,398
889,national,889
889,galar,399
890,national,890
890,galar,400
891,national,891
891,isle-of-armor,100
892,national,892
892,isle-of-armor,101
893,national,893
893,isle-of-armor,211
894,national,894
894,crown-tundra,200
895,national,895
895,crown-tundra,201
896,national,896
896,crown-tundra,208
897,national,897
897,crown-tundra,209
898,national,898
898,crown-tundra,210
899,national,899
899,hisui,50
899,champions,899
900,national,900
900,hisui,73
900,blueberry,21
900,hyperspace,69
900,champions,900
901,national,901
901,hisui,114
901,kitakami,196
902,national,902
902,hisui,167
902,kitakami,195
902,champions,902
903,national,903
903,hisui,203
903,champions,903
904,national,904
904,hisui,85
904,blueberry,147
904,hyperspace,38
904,champions,904
905,national,905
905,hisui,234
906,national,906
906,paldea,1
907,national,907
907,paldea,2
908,national,908
908,paldea,3
908,champions,908
909,national,909
909,paldea,4
910,national,910
910,paldea,5
911,national,911
911,paldea,6
911,champions,911
912,national,912
912,paldea,7
913,national,913
913,paldea,8
914,national,914
914,paldea,9
914,champions,914
915,national,915
915,paldea,10
916,national,916
916,paldea,11
917,national,917
917,paldea,12
918,national,918
918,paldea,13
919,national,919
919,paldea,14
920,national,920
920,paldea,15
921,national,921
921,paldea,22
922,national,922
922,paldea,23
923,national,923
923,paldea,24
924,national,924
924,paldea,71
924,kitakami,97
925,national,925
925,paldea,72
925,kitakami,98
925,champions,925
926,national,926
926,paldea,76
926,hyperspace,79
927,national,927
927,paldea,77
927,hyperspace,80
928,national,928
928,paldea,84
929,national,929
929,paldea,85
930,national,930
930,paldea,86
931,national,931
931,paldea,113
931,hyperspace,86
932,national,932
932,paldea,129
932,hyperspace,89
933,national,933
933,paldea,130
933,hyperspace,90
934,national,934
934,paldea,131
934,hyperspace,91
934,champions,934
935,national,935
935,paldea,165
935,hyperspace,97
936,national,936
936,paldea,166
936,hyperspace,98
936,champions,936
937,national,937
937,paldea,167
937,hyperspace,99
937,champions,937
938,national,938
938,paldea,170
939,national,939
939,paldea,171
939,champions,939
940,national,940
940,paldea,177
941,national,941
941,paldea,178
942,national,942
942,paldea,196
942,hyperspace,100
943,national,943
943,paldea,197
943,hyperspace,101
944,national,944
944,paldea,202
944,hyperspace,104
945,national,945
945,paldea,203
945,hyperspace,105
946,national,946
946,paldea,242
947,national,947
947,paldea,243
948,national,948
948,paldea,244
948,kitakami,74
949,national,949
949,paldea,245
949,kitakami,75
950,national,950
950,paldea,249
951,national,951
951,paldea,250
951,hyperspace,14
952,national,952
952,paldea,251
952,hyperspace,15
952,champions,952
953,national,953
953,paldea,254
953,blueberry,30
954,national,954
954,paldea,255
954,blueberry,31
955,national,955
955,paldea,263
956,national,956
956,paldea,264
956,champions,956
957,national,957
957,paldea,279
957,hyperspace,16
958,national,958
958,paldea,280
958,hyperspace,17
959,national,959
959,paldea,281
959,hyperspace,18
959,champions,959
960,national,960
960,paldea,288
961,national,961
961,paldea,289
962,national,962
962,paldea,290
962,kitakami,134
963,national,963
963,paldea,291
964,national,964
964,paldea,292
964,champions,964
965,national,965
965,paldea,293
966,national,966
966,paldea,294
967,national,967
967,paldea,295
967,hyperspace,19
968,national,968
968,paldea,296
968,kitakami,96
968,champions,968
969,national,969
969,paldea,308
969,kitakami,156
969,hyperspace,20
970,national,970
970,paldea,309
970,kitakami,157
970,hyperspace,21
970,champions,970
971,national,971
971,paldea,311
971,hyperspace,23
972,national,972
972,paldea,312
972,hyperspace,24
972,champions,972
973,national,973
973,paldea,346
973,hyperspace,28
974,national,974
974,paldea,361
975,national,975
975,paldea,362
976,national,976
976,paldea,373
977,national,977
977,paldea,374
977,hyperspace,30
978,national,978
978,paldea,375
978,hyperspace,31
979,national,979
979,paldea,160
979,kitakami,101
979,hyperspace,3
979,champions,979
980,national,980
980,paldea,54
981,national,981
981,paldea,193
981,blueberry,26
981,champions,981
982,national,982
982,paldea,189
982,kitakami,161
983,national,983
983,paldea,369
983,kitakami,188
983,champions,983
984,national,984
984,paldea,376
985,national,985
985,paldea,377
986,national,986
986,paldea,378
987,national,987
987,paldea,379
988,national,988
988,paldea,380
989,national,989
989,paldea,381
990,national,990
990,paldea,382
991,national,991
991,paldea,383
992,national,992
992,paldea,384
993,national,993
993,paldea,385
994,national,994
994,paldea,386
995,national,995
995,paldea,387
996,national,996
996,paldea,388
996,hyperspace,32
997,national,997
997,paldea,389
997,hyperspace,33
998,national,998
998,paldea,390
998,hyperspace,34
999,national,999
999,paldea,391
999,hyperspace,35
1000,national,1000
1000,paldea,392
1000,hyperspace,36
1000,champions,1000
1001,national,1001
1001,paldea,393
1002,national,1002
1002,paldea,394
1003,national,1003
1003,paldea,395
1004,national,1004
1004,paldea,396
1005,national,1005
1005,paldea,397
1006,national,1006
1006,paldea,398
1007,national,1007
1007,paldea,399
1008,national,1008
1008,paldea,400
1009,national,1009
1009,blueberry,241
1010,national,1010
1010,blueberry,242
1011,national,1011
1011,kitakami,36
1012,national,1012
1012,kitakami,76
1013,national,1013
1013,kitakami,77
1013,champions,1013
1014,national,1014
1014,kitakami,197
1015,national,1015
1015,kitakami,198
1016,national,1016
1016,kitakami,199
1017,national,1017
1017,kitakami,200
1018,national,1018
1018,blueberry,162
1018,champions,1018
1019,national,1019
1019,blueberry,163
1019,champions,1019
1020,national,1020
1020,blueberry,236
1021,national,1021
1021,blueberry,237
1022,national,1022
1022,blueberry,239
1023,national,1023
1023,blueberry,238
1024,national,1024
1024,blueberry,240
1025,national,1025
1025,blueberry,243
