identifier,id,region,name_fr,subtitle_fr,name_de,subtitle_de,name_en,subtitle_en,name_ja_hrkt,subtitle_ja_hrkt,name_ko,subtitle_ko,name_es,subtitle_es,name_it,subtitle_it,name_ja,subtitle_ja,name_es_419,subtitle_es_419,name_zh_hant,subtitle_zh_hant,name_zh_hans,subtitle_zh_hans
cottonsedge-prairie,970,hisui,Lande Herbacoton,,Wollgraswiese,,Cottonsedge Prairie,,,,,,,,,,,,,,,,,
crossing-slope,971,hisui,Coteau du Passage,,Übergangshang,,Crossing Slope,,,,,,,,,,,,,,,,,
deadwood-haunt,972,hisui,Rive des Revenants,,Schauriger Welkwald,,Deadwood Haunt,,,,,,,,,,,,,,,,,
deertrack-heights,973,hisui,Plateau Cer-Mont,,Geweihanhöhe,,Deertrack Heights,,,,,,,,,,,,,,,,,
deertrack-path,974,hisui,Sentier Cer-Mont,,Geweihbergweg,,Deertrack Path,,,,,,,,,,,,,,,,,
diamond-heath,975,hisui,Lisière du Hameau,,Diamant-Ebene,,Diamond Heath,,,,,,,,,,,,,,,,,
diamond-settlement,976,hisui,Hameau Diamant,,Diamant-Siedlung,,Diamond Settlement,,,,,,,,,,,,,,,,,
droning-meadow,977,hisui,Champ Bourdonne,,Surrende Felder,,Droning Meadow,,,,,,,,,,,,,,,,,
fabled-spring,978,hisui,Source Féérique,,Feenweiher,,Fabled Spring,,,,,,,,,,,,,,,,,
firespit-island,979,hisui,Île Crache-Feu,,Feuerspei-Insel,,Firespit Island,,,,,,,,,,,,,,,,,
floaro-gardens,980,hisui,Champ Flora,,Flora-Rodefläche,,Floaro Gardens,,,,,,,,,,,,,,,,,
gapejaw-bog,981,hisui,Marais Bouchebée,,Großmaulmoor,,Gapejaw Bog,,,,,,,,,,,,,,,,,
ginkgo-landing,982,hisui,Place Ginkgo,,Ginkgo-Strand,,Ginkgo Landing,,,,,,,,,,,,,,,,,
glacier-terrace,983,hisui,Terrasse du Glacier,,Gletscherstufen,,Glacier Terrace,,,,,,,,,,,,,,,,,
golden-lowlands,984,hisui,Plaine d'Or,,Güldene Felder,,Golden Lowlands,,,,,,,,,,,,,,,,,
grandtree-arena,985,hisui,Arène du Grand Arbre,,Baumriesenkampffeld,,Grandtree Arena,,,,,,,,,,,,,,,,,
grueling-grove,986,hisui,Bocage Agité,,Strapazenhain,,Grueling Grove,,,,,,,,,,,,,,,,,
hearts-crag,987,hisui,Rocher Esprit,,Geistesfelsen,,Heart's Crag,,,,,,,,,,,,,,,,,
heavenward-lookout,988,hisui,Hauts de l'Humilité,,Sakralplateau,,Heavenward Lookout,,,,,,,,,,,,,,,,,
heights-camp,989,hisui,Bivouac de la Friche,,Anhöhenbasis,,Heights Base Camp,,,,,,,,,,,,,,,,,
hideaway-bay,990,hisui,Crique Paisible,,Versteckte Bucht,,Hideaway Bay,,,,,,,,,,,,,,,,,
holm-of-trials,991,hisui,Île de l’Épreuve,,Prüfungsbarre,,Holm of Trials,,,,,,,,,,,,,,,,,
horseshoe-plains,992,hisui,Val Ferrache,,Hufeisenwiesen,,Horseshoe Plains,,,,,,,,,,,,,,,,,
ice-column-chamber,993,hisui,Chambre des Piliers,,Eissäulenkammer,,Ice Column Chamber,,,,,,,,,,,,,,,,,
icebound-falls,994,hisui,Chute d'Oglacé,,Firnfälle,,Icebound Falls,,,,,,,,,,,,,,,,,
icepeak-arena,995,hisui,Arène de l'Iceberg,,Eisgipfelkampffeld,,Icepeak Arena,,,,,,,,,,,,,,,,,
icepeak-cavern,996,hisui,Souterrain de Givre,,Eisgipfelhöhle,,Icepeak Cavern,,,,,,,,,,,,,,,,,
islespy-shore,997,hisui,Plage Long-des-Îles,,Inselblickufer,,Islespy Shore,,,,,,,,,,,,,,,,,
jubilife-village,998,hisui,Rusti-Cité,,Jubeldorf,,Jubilife Village,,,,,,,,,,,,,,,,,
hisui-lake-acuity,999,hisui,Lac Savoir,,See der Stärke,,Lake Acuity,,,,,,,,,,,,,,,,,
hisui-lake-valor,1000,hisui,Lac Courage,,See der Kühnheit,,Lake Valor,,,,,,,,,,,,,,,,,
hisui-lake-verity,1001,hisui,Lac Vérité,,See der Wahrheit,,Lake Verity,,,,,,,,,,,,,,,,,
lonely-spring,1002,hisui,Source Reculée,,Einsame Quelle,,Lonely Spring,,,,,,,,,,,,,,,,,
lunkers-lair,1003,hisui,Arche Poissigrand,,Großfischfelsen,,Lunker's Lair,,,,,,,,,,,,,,,,,
molten-arena,1004,hisui,Arène de la Lave,,Lavakampffeld,,Molten Arena,,,,,,,,,,,,,,,,,
moonview-arena,1005,hisui,Arène de la Lune,,Mondgrußkampffeld,,Moonview Arena,,,,,,,,,,,,,,,,,
natures-pantry,1006,hisui,Cellier Champêtre,,Waldesküche,,Nature's Pantry,,,,,,,,,,,,,,,,,
obsidian-falls,1007,hisui,Chute d'Obsidienne,,Obsidian-Wasserfall,,Obsidian Falls,,,,,,,,,,,,,,,,,
oreburrow-tunnel,1008,hisui,Tunnel de Fer,,Erztunnel,,Oreburrow Tunnel,,,,,,,,,,,,,,,,,
pearl-settlement,1009,hisui,Hameau Perle,,Perl-Siedlung,,Pearl Settlement,,,,,,,,,,,,,,,,,
primeval-grotto,1010,hisui,Grotte Préhistorique,,Urzeitliche Höhle,,Primeval Grotto,,,,,,,,,,,,,,,,,
ramanas-island,1011,hisui,Île Rosa Rugosa,,Hamanasu-Insel,,Ramanas Island,,,,,,,,,,,,,,,,,
sacred-plaza,1012,hisui,Parvis des Prières,,Platz der Huldigung,,Sacred Plaza,,,,,,,,,,,,,,,,,
sands-reach,1013,hisui,Main de Sable,,Sandfinger,,Sand's Reach,,,,,,,,,,,,,,,,,
sandgem-flats,1014,hisui,Plaine Littorella,,Sandgemmenheide,,Sandgem Flats,,,,,,,,,,,,,,,,,
scarlet-bog,1015,hisui,Marais Carlate,,Purpurrotes Moor,,Scarlet Bog,,,,,,,,,,,,,,,,,
seagrass-haven,1016,hisui,Havre des Algues,,Seegrasidyll,,Seagrass Haven,,,,,,,,,,,,,,,,,
seaside-hollow,1017,hisui,Creux du Cap,,Kleine Meeresgrotte,,Seaside Hollow,,,,,,,,,,,,,,,,,
shrouded-ruins,1018,hisui,Ruines Brumeuses,,Nebelruinen,,Shrouded Ruins,,,,,,,,,,,,,,,,,
sludge-mound,1019,hisui,Plateau Tourbeux,,Schlammplateau,,Sludge Mound,,,,,,,,,,,,,,,,,
snowfall-hot-spring,1020,hisui,Source Panora-Neige,,Schneeblicktherme,,Snowfall Hot Spring,,,,,,,,,,,,,,,,,
hisui-snowpoint-temple,1021,hisui,Temple de Frimapic,,Blizzach-Tempel,,Snowpoint Temple,,,,,,,,,,,,,,,,,
hisui-solaceon-ruins,1022,hisui,Ruines de Bonville,,Trostu-Ruinen,,Solaceon Ruins,,,,,,,,,,,,,,,,,
sonorous-path,1023,hisui,Sentier des Pèlerins,,Pilgerpfad,,Sonorous Path,,,,,,,,,,,,,,,,,
space-time-distortion,1024,hisui,Distorsion Spatio-Temporelle,,Raum-Zeit-Verzerrung,,Space-time distortion,,,,,,,,,,,,,,,,,
hisui-spring-path,1025,hisui,Chemin de la Source,,Quellenpfad,,Spring Path,,,,,,,,,,,,,,,,,
stonetooth-rows,1026,hisui,Col Pierlevé,,Steinplattenpass,,Stonetooth Rows,,,,,,,,,,,,,,,,,
temple-of-sinnoh,1027,hisui,Temple de Sinnoh,,Sinnoh-Tempel,,Temple of Sinnoh,,,,,,,,,,,,,,,,,
the-heartwood,1028,hisui,Forêt Lointaine,,Innerwald,,The Heartwood,,,,,,,,,,,,,,,,,
tidewater-dam,1029,hisui,Digue de l'Estuaire,,Mündungsdamm,,Tidewater Dam,,,,,,,,,,,,,,,,,
tombolo-walk,1030,hisui,Presqu'île Tombolo,,Tombolo-Weg,,Tombolo Walk,,,,,,,,,,,,,,,,,
tranquility-cove,1031,hisui,Baie Sérénité,,Stilles Binnenmeer,,Tranquility Cove,,,,,,,,,,,,,,,,,
hisui-turnback-cave,1032,hisui,Grotte du Retour,,Höhle der Umkehr,,Turnback Cave,,,,,,,,,,,,,,,,,
ursas-ring,1033,hisui,Arène Ursa,,Prankenplatz,,Ursa's Ring,,,,,,,,,,,,,,,,,
veilstone-cape,1034,hisui,Cap du Voile,,Schleierkap,,Veilstone Cape,,,,,,,,,,,,,,,,,
hisui-wayward-cave,1035,hisui,Grotte des Égarés,,Bizarre Höhle,,Wayward Cave,,,,,,,,,,,,,,,,,
wayward-wood,1036,hisui,Forêt des Égarés,,Wirrwald,,Wayward Wood,,,,,,,,,,,,,,,,,
whiteout-valley,1037,hisui,Vallée Enneigée,,Blizzardtal,,Whiteout Valley,,,,,,,,,,,,,,,,,
windbreak-stand,1038,hisui,Bois Brise-Vent,,Windbruchwald,,Windbreak Stand,,,,,,,,,,,,,,,,,
windswept-run,1039,hisui,Rive Filevent,,Windpassage,,Windswept Run,,,,,,,,,,,,,,,,,
worn-bridge,1040,hisui,Pont Rocheux,,Felsenbrücke,,Worn Bridge,,,,,,,,,,,,,,,,,
giants-cap,1041,galar,Coiffe du Géant,,Hut des Giganten,,Giant's Cap,,,,,,,,,,,,,,,,,
hauoli-city,1042,alola,Ekaeka,,Hauholi City,,Hau'oli City,,,,,,,,,,,,,,,,,
verdant-cavern,1043,alola,Grotte Verdoyante,,Vegetationshöhle,,Verdant Cavern,,,,,,,,,,,,,,,,,
thrifty-megamart,1044,alola,Rue du Dôme Royal,,Avenue Royale,,Royal Avenue,,,,,,,,,,,,,,,,,
malie-city,1045,alola,Malié,,Malihe City,,Malie City,,,,,,,,,,,,,,,,,
dividing-peak-tunnel,1046,alola,Tunnel Perce-Mont,,Spaltberg-Tunnel,,Dividing Peak Tunnel,,,,,,,,,,,,,,,,,
heahea-beach,1047,alola,Plage d'Ho'ohale,,Kantai-Strand,,Heahea Beach,,,,,,,,,,,,,,,,,
sandy-cave,1048,alola,Grotte de la Plage,,Sandhöhle,,Sandy Cave,,,,,,,,,,,,,,,,,
ulaula-beach,1049,alola,Plage d'Ula-Ula,,Strand von Ula-Ula,,Ula'ula Beach,,,,,,,,,,,,,,,,,
ultra-megalopolis,1050,alola,Ultra-Mégalopole,,Ultrametropolis,,Ultra Megalopolis,,,,,,,,,,,,,,,,,
ultra-space-wilds,1051,alola,Ultra-Dimension Zéro,,Ultradimension Zero,,Ultra Space Wilds,,,,,,,,,,,,,,,,,
poke-pelago,1052,alola,Poké Loisir,,Pokémon-Resort,,Poké Pelago,,,,,,,,,,,,,,,,,
team-rockets-castle,1053,alola,Château Rocket,,Rocket-Schloss,,Team Rocket's Castle,,,,,,,,,,,,,,,,,
roaming-unova,1054,unova,Unys (Sillonnant),,Einall (wandernd),,Unova (Roaming),,,,,,,,,,,,,,,,,
mossdeep-space-center,1055,hoenn,Centre Spatial d'Algatia,,Moosbach City Raumfahrtzentrum,,Mossdeep Space Center,,,,,,,,,,,,,,,,,
roaming-kalos,1056,kalos,Kalos (Sillonnant),,Kalos (wandernd),,Kalos (Roaming),,,,,,,,,,,,,,,,,
uva-academy,1057,paldea,Académie Raisin,,Trauben-Akademie,,Uva Academy,,,,,,,,,,,,,,,,,
apple-hills,1058,paldea,Coteau Pommes,,Apfelhügel,,Apple Hills,,,,,,,,,,,,,,,,,
chilling-waterhead,1059,paldea,Grotte Douche Froide,,Kaltwasserkarst,,Chilling Waterhead,,,,,,,,,,,,,,,,,
crystal-pool,1060,paldea,Lac Cristallin,,Kristallsee,,Crystal Pool,,,,,,,,,,,,,,,,,
dreaded-den,1061,paldea,Antre Interdit,,Schreckenshöhle,,Dreaded Den,,,,,,,,,,,,,,,,,
fellhorn-gorge,1062,paldea,Gorge de la Corne,,Hornschlucht,,Fellhorn Gorge,,,,,,,,,,,,,,,,,
infernal-pass,1063,paldea,Val Infernal,,Infernopass,,Infernal Pass,,,,,,,,,,,,,,,,,
kitakami-hall,1064,paldea,Septemplion,,Kitakami-Kulturzentrum,,Kitakami Hall,,,,,,,,,,,,,,,,,
kitakami-road,1065,paldea,Route de Septentria,,Kitakami-Straße,,Kitakami Road,,,,,,,,,,,,,,,,,
kitakami-wilds,1066,paldea,Terres Vierges de Septentria,,Wildnis von Kitakami,,Kitakami Wilds,,,,,,,,,,,,,,,,,
loyalty-plaza,1067,paldea,Parc Adorami,,Gefährten-Platz,,Loyalty Plaza,,,,,,,,,,,,,,,,,
mossfell-confluence,1068,paldea,Rives du Confluent,,Mündungsufer,,Mossfell Confluence,,,,,,,,,,,,,,,,,
mossui-town,1069,paldea,Jaderaude,,Midoriya,,Mossui Town,,,,,,,,,,,,,,,,,
oni-mountain,1070,paldea,Mont Strueux,,Oniyama,,Oni Mountain,,,,,,,,,,,,,,,,,
onis-maw,1071,paldea,Gueule du Monstre,,Rachen des Oni,,Oni's Maw,,,,,,,,,,,,,,,,,
paradise-barrens,1072,paldea,Lande de la Quiétude,,Paradiesebene,,Paradise Barrens,,,,,,,,,,,,,,,,,
revelers-road,1073,paldea,Sentier de la Liesse,,Pfad des Tanzes,,Reveler's Road,,,,,,,,,,,,,,,,,
timeless-woods,1074,paldea,Forêt Ternelle,,Immerwald,,Timeless Woods,,,,,,,,,,,,,,,,,
wistful-fields,1075,paldea,Plaine des Glycines,,Wisterienfelder,,Wistful Fields,,,,,,,,,,,,,,,,,
canyon-biome,1076,paldea,Zone Canyon,,Canyon-Areal,,Canyon Biome,,,,,,,,,,,,,,,,,
canyon-plaza,1077,paldea,Poste Canyon,,Canyon-Platz,,Canyon Plaza,,,,,,,,,,,,,,,,,
central-plaza,1078,paldea,Poste Central,,Zentralplatz,,Central Plaza,,,,,,,,,,,,,,,,,
chargestone-cavern,1079,paldea,Caverne Électrolithe,,Elektrolithgrotte,,Chargestone Cavern,,,,,,,,,,,,,,,,,
coastal-biome,1080,paldea,Zone Côtière,,Küsten-Areal,,Coastal Biome,,,,,,,,,,,,,,,,,
coastal-plaza,1081,paldea,Poste Côtier,,Küsten-Platz,,Coastal Plaza,,,,,,,,,,,,,,,,,
league-club-room,1082,paldea,Club de la Ligue,,Liga-AG Raum,,League Club Room,,,,,,,,,,,,,,,,,
polar-biome,1083,paldea,Zone Polaire,,Polar-Areal,,Polar Biome,,,,,,,,,,,,,,,,,
polar-plaza,1084,paldea,Poste Polaire,,Polar-Platz,,Polar Plaza,,,,,,,,,,,,,,,,,
savanna-biome,1085,paldea,Zone Savane,,Savannen-Areal,,Savanna Biome,,,,,,,,,,,,,,,,,
savanna-plaza,1086,paldea,Poste Savane,,Savannen-Platz,,Savanna Plaza,,,,,,,,,,,,,,,,,
torchlit-labyrinth,1087,paldea,Dédale des Torches,,Fackellabyrinth,,Torchlit Labyrinth,,,,,,,,,,,,,,,,,
hoenn-pokemart,1088,hoenn,,,,,,,,,,,,,,,,,,,,,,
hoenn-pokecenter,1089,hoenn,,,,,,,,,,,,,,,,,,,,,,
kanto-pokemart,1090,kanto,,,,,,,,,,,,,,,,,,,,,,
kanto-pokecenter,1091,kanto,,,,,,,,,,,,,,,,,,,,,,
sinnoh-pokemart,1092,sinnoh,,,,,,,,,,,,,,,,,,,,,,
johto-pokemart,1093,johto,,,,,,,,,,,,,,,,,,,,,,
mirage-island,1094,hoenn,,,,,,,,,,,,,,,,,,,,,,
outskirt-stand,1095,orre,,,,,Outskirt Stand,,,,,,,,,,,,,,,,,
phenac-city,1096,orre,,,,,Phenac City,,,,,,,,,,,,,,,,,
snagem-hideout,1097,orre,,,,,Snagem Hideout,,,,,,,,,,,,,,,,,
shadow-pokemon-lab,1098,orre,,,,,Shadow Pokémon Lab,,,,,,,,,,,,,,,,,
pyrite-town,1099,orre,,,,,Pyrite Town,,,,,,,,,,,,,,,,,
pyrite-bldg,1100,orre,,,,,Pyrite Bldg,,,,,,,,,,,,,,,,,
pyrite-cave,1101,orre,,,,,Pyrite Cave,,,,,,,,,,,,,,,,,
realgam-tower,1102,orre,,,,,Realgam Tower,,,,,,,,,,,,,,,,,
agate-village,1103,orre,,,,,Agate Village,,,,,,,,,,,,,,,,,
the-under,1104,orre,,,,,The Under,,,,,,,,,,,,,,,,,
mt-battle,1105,orre,,,,,Mt. Battle,,,,,,,,,,,,,,,,,
pokemon-hq-lab,1106,orre,,,,,Pokemon Hq Lab,,,,,,,,,,,,,,,,,
gateon-port,1107,orre,,,,,Gateon Port,,,,,,,,,,,,,,,,,
cipher-lab,1108,orre,,,,,Cipher Lab,,,,,,,,,,,,,,,,,
pokespot,1109,orre,,,,,Pokespot,,,,,,,,,,,,,,,,,
onbs,1110,orre,,,,,ONBS,,,,,,,,,,,,,,,,,
cipher-key-lair,1111,orre,,,,,Cipher Key Lair,,,,,,,,,,,,,,,,,
citadark-isle,1112,orre,,,,,Citadark Isle,,,,,,,,,,,,,,,,,
kanto-underground-path,1113,kanto,,,,,Kanto Underground Path,,,,,,,,,,,,,,,,,
energy-plant,1114,galar,,,,,Energy Plant,,,,,,,,,,,,,,,,,
meetup-spot,1115,galar,,,,,Meetup Spot,,,,,,,,,,,,,,,,,
isle-of-armor-caves,1116,galar,,,,,Random caves across the Isle of Armor,,,,,,,,,,,,,,,,,
roaming-galar-wild-area,1117,galar,,,,,Roaming Galar Wild Areas,,,,,,,,,,,,,,,,,
roaming-isle-of-armor,1118,galar,,,,,Roaming the Isle of Armor,,,,,,,,,,,,,,,,,
roaming-crown-tundra,1119,galar,,,,,Roaming the Crown Tundra,,,,,,,,,,,,,,,,,
galar-wild-area-max-dens,1120,galar,,,,,Max Dens in the Galar Wild Area,,,,,,,,,,,,,,,,,
kalos-berry-fields,1121,kalos,,,Kalos Berry Fields,,,,,,,,,,,,,,,,,,,
