item,generation,game_index
dynamax-crystal-gem2286,8,1495
dynamax-crystal-gem2286,9,1495
dynamax-crystal-gem2484,8,1496
dynamax-crystal-gem2484,9,1496
dynamax-crystal-gem2930,8,1497
dynamax-crystal-gem2930,9,1497
dynamax-crystal-peg8775,8,1498
dynamax-crystal-peg8775,9,1498
dynamax-crystal-peg8781,8,1499
dynamax-crystal-peg8781,9,1499
dynamax-crystal-peg39,8,1500
dynamax-crystal-peg39,9,1500
dynamax-crystal-peg8308,8,1501
dynamax-crystal-peg8308,9,1501
dynamax-crystal-peg8650,8,1502
dynamax-crystal-peg8650,9,1502
dynamax-crystal-peg8634,8,1503
dynamax-crystal-peg8634,9,1503
dynamax-crystal-peg8684,8,1504
dynamax-crystal-peg8684,9,1504
dynamax-crystal-peg8450,8,1505
dynamax-crystal-peg8450,9,1505
dynamax-crystal-peg8880,8,1506
dynamax-crystal-peg8880,9,1506
dynamax-crystal-peg8905,8,1507
dynamax-crystal-peg8905,9,1507
dynamax-crystal-oph6556,8,1508
dynamax-crystal-oph6556,9,1508
dynamax-crystal-oph6378,8,1509
dynamax-crystal-oph6378,9,1509
dynamax-crystal-oph6603,8,1510
dynamax-crystal-oph6603,9,1510
dynamax-crystal-oph6149,8,1511
dynamax-crystal-oph6149,9,1511
dynamax-crystal-oph6056,8,1512
dynamax-crystal-oph6056,9,1512
dynamax-crystal-oph6075,8,1513
dynamax-crystal-oph6075,9,1513
dynamax-crystal-ser5854,8,1514
dynamax-crystal-ser5854,9,1514
dynamax-crystal-ser7141,8,1515
dynamax-crystal-ser7141,9,1515
dynamax-crystal-ser5879,8,1516
dynamax-crystal-ser5879,9,1516
dynamax-crystal-her6406,8,1517
dynamax-crystal-her6406,9,1517
dynamax-crystal-her6148,8,1518
dynamax-crystal-her6148,9,1518
dynamax-crystal-her6410,8,1519
dynamax-crystal-her6410,9,1519
dynamax-crystal-her6526,8,1520
dynamax-crystal-her6526,9,1520
dynamax-crystal-her6117,8,1521
dynamax-crystal-her6117,9,1521
dynamax-crystal-her6008,8,1522
dynamax-crystal-her6008,9,1522
dynamax-crystal-per936,8,1523
dynamax-crystal-per936,9,1523
dynamax-crystal-per1017,8,1524
dynamax-crystal-per1017,9,1524
dynamax-crystal-per1131,8,1525
dynamax-crystal-per1131,9,1525
dynamax-crystal-per1228,8,1526
dynamax-crystal-per1228,9,1526
dynamax-crystal-per834,8,1527
dynamax-crystal-per834,9,1527
dynamax-crystal-per941,8,1528
dynamax-crystal-per941,9,1528
dynamax-crystal-phe99,8,1529
dynamax-crystal-phe99,9,1529
dynamax-crystal-phe338,8,1530
dynamax-crystal-phe338,9,1530
dynamax-crystal-vel3634,8,1531
dynamax-crystal-vel3634,9,1531
dynamax-crystal-vel3485,8,1532
dynamax-crystal-vel3485,9,1532
dynamax-crystal-vel3734,8,1533
dynamax-crystal-vel3734,9,1533
dynamax-crystal-aqr8232,8,1534
dynamax-crystal-aqr8232,9,1534
dynamax-crystal-aqr8414,8,1535
dynamax-crystal-aqr8414,9,1535
dynamax-crystal-aqr8709,8,1536
dynamax-crystal-aqr8709,9,1536
dynamax-crystal-aqr8518,8,1537
dynamax-crystal-aqr8518,9,1537
dynamax-crystal-aqr7950,8,1538
dynamax-crystal-aqr7950,9,1538
dynamax-crystal-aqr8499,8,1539
dynamax-crystal-aqr8499,9,1539
dynamax-crystal-aqr8610,8,1540
dynamax-crystal-aqr8610,9,1540
dynamax-crystal-aqr8264,8,1541
dynamax-crystal-aqr8264,9,1541
dynamax-crystal-cru4853,8,1542
dynamax-crystal-cru4853,9,1542
dynamax-crystal-cru4730,8,1543
dynamax-crystal-cru4730,9,1543
dynamax-crystal-cru4763,8,1544
dynamax-crystal-cru4763,9,1544
dynamax-crystal-cru4700,8,1545
dynamax-crystal-cru4700,9,1545
dynamax-crystal-cru4656,8,1546
dynamax-crystal-cru4656,9,1546
dynamax-crystal-psa8728,8,1547
dynamax-crystal-psa8728,9,1547
dynamax-crystal-tra6217,8,1548
dynamax-crystal-tra6217,9,1548
dynamax-crystal-cap7776,8,1549
dynamax-crystal-cap7776,9,1549
dynamax-crystal-cap7754,8,1550
dynamax-crystal-cap7754,9,1550
dynamax-crystal-cap8278,8,1551
dynamax-crystal-cap8278,9,1551
dynamax-crystal-cap8322,8,1552
dynamax-crystal-cap8322,9,1552
dynamax-crystal-cap7773,8,1553
dynamax-crystal-cap7773,9,1553
dynamax-crystal-sge7479,8,1554
dynamax-crystal-sge7479,9,1554
dynamax-crystal-car2326,8,1555
dynamax-crystal-car2326,9,1555
dynamax-crystal-car3685,8,1556
dynamax-crystal-car3685,9,1556
dynamax-crystal-car3307,8,1557
dynamax-crystal-car3307,9,1557
dynamax-crystal-car3699,8,1558
dynamax-crystal-car3699,9,1558
dynamax-crystal-dra5744,8,1559
dynamax-crystal-dra5744,9,1559
dynamax-crystal-dra5291,8,1560
dynamax-crystal-dra5291,9,1560
dynamax-crystal-dra6705,8,1561
dynamax-crystal-dra6705,9,1561
dynamax-crystal-dra6536,8,1562
dynamax-crystal-dra6536,9,1562
dynamax-crystal-dra7310,8,1563
dynamax-crystal-dra7310,9,1563
dynamax-crystal-dra6688,8,1564
dynamax-crystal-dra6688,9,1564
dynamax-crystal-dra4434,8,1565
dynamax-crystal-dra4434,9,1565
dynamax-crystal-dra6370,8,1566
dynamax-crystal-dra6370,9,1566
dynamax-crystal-dra7462,8,1567
dynamax-crystal-dra7462,9,1567
dynamax-crystal-dra6396,8,1568
dynamax-crystal-dra6396,9,1568
dynamax-crystal-dra6132,8,1569
dynamax-crystal-dra6132,9,1569
dynamax-crystal-dra6636,8,1570
dynamax-crystal-dra6636,9,1570
dynamax-crystal-cvn4915,8,1571
dynamax-crystal-cvn4915,9,1571
dynamax-crystal-cvn4785,8,1572
dynamax-crystal-cvn4785,9,1572
dynamax-crystal-cvn4846,8,1573
dynamax-crystal-cvn4846,9,1573
dynamax-crystal-aql7595,8,1574
dynamax-crystal-aql7595,9,1574
dynamax-crystal-aql7557,8,1575
dynamax-crystal-aql7557,9,1575
dynamax-crystal-aql7525,8,1576
dynamax-crystal-aql7525,9,1576
dynamax-crystal-aql7602,8,1577
dynamax-crystal-aql7602,9,1577
dynamax-crystal-aql7235,8,1578
dynamax-crystal-aql7235,9,1578
max-honey,8,1579
max-honey,9,1579
max-mushrooms,8,1580
max-mushrooms,9,1580
galarica-twig,8,1581
galarica-twig,9,1581
galarica-cuff,8,1582
galarica-cuff,9,1582
style-card,8,1583
style-card,9,1583
armor-pass,8,1584
armor-pass,9,1584
rotom-bike--sparkling-white,8,1585
rotom-bike--sparkling-white,9,1585
rotom-bike--glistening-black,8,1586
rotom-bike--glistening-black,9,1586
exp-charm,8,1587
exp-charm,9,1587
armorite-ore,8,1588
armorite-ore,9,1588
mark-charm,8,1589
mark-charm,9,1589
reins-of-unity--merge,8,1590
reins-of-unity--merge,9,1590
reins-of-unity--split,8,1591
reins-of-unity--split,9,1591
galarica-wreath,8,1592
galarica-wreath,9,1592
legendary-clue-1,8,1593
legendary-clue-1,9,1593
legendary-clue-2,8,1594
legendary-clue-2,9,1594
legendary-clue-3,8,1595
legendary-clue-3,9,1595
legendary-clue-question,8,1596
legendary-clue-question,9,1596
crown-pass,8,1597
crown-pass,9,1597
wooden-crown,8,1598
wooden-crown,9,1598
radiant-petal,8,1599
radiant-petal,9,1599
white-mane-hair,8,1600
white-mane-hair,9,1600
black-mane-hair,8,1601
black-mane-hair,9,1601
iceroot-carrot,8,1602
iceroot-carrot,9,1602
shaderoot-carrot,8,1603
shaderoot-carrot,9,1603
dynite-ore,8,1604
dynite-ore,9,1604
carrot-seeds,8,1605
carrot-seeds,9,1605
ability-patch,8,1606
ability-patch,9,1606
reins-of-unity,8,1607
reins-of-unity,9,1607
adamant-crystal,8,1777
adamant-crystal,9,1777
lustrous-globe,8,1778
lustrous-globe,9,1778
griseous-core,8,1779
griseous-core,9,1779
blank-plate,8,1780
blank-plate,9,1780
strange-ball,8,1785
legend-plate,8,1828
legend-plate,9,1828
rotom-phone,9,1829
sandwich,9,1830
koraidons-poke-ball,9,1831
miraidons-poke-ball,9,1832
tera-orb,9,1833
scarlet-book,9,1834
violet-book,9,1835
kofus-wallet,9,1836
tiny-bamboo-shoot,9,1842
big-bamboo-shoot,9,1843
scroll-of-darkness,9,1857
scroll-of-waters,9,1858
malicious-armor,9,1861
normal-tera-shard,9,1862
fire-tera-shard,9,1863
water-tera-shard,9,1864
electric-tera-shard,9,1865
grass-tera-shard,9,1866
ice-tera-shard,9,1867
fighting-tera-shard,9,1868
poison-tera-shard,9,1869
ground-tera-shard,9,1870
flying-tera-shard,9,1871
psychic-tera-shard,9,1872
bug-tera-shard,9,1873
rock-tera-shard,9,1874
ghost-tera-shard,9,1875
dragon-tera-shard,9,1876
dark-tera-shard,9,1877
steel-tera-shard,9,1878
fairy-tera-shard,9,1879
booster-energy,9,1880
ability-shield,9,1881
clear-amulet,9,1882
mirror-herb,9,1883
punching-glove,9,1884
covert-cloak,9,1885
loaded-dice,9,1886
baguette,9,1888
mayonnaise,9,1889
ketchup,9,1890
mustard,9,1891
butter,9,1892
peanut-butter,9,1893
chili-sauce,9,1894
salt,9,1895
pepper,9,1896
yogurt,9,1897
whipped-cream,9,1898
cream-cheese,9,1899
jam,9,1900
marmalade,9,1901
olive-oil,9,1902
vinegar,9,1903
sweet-herba-mystica,9,1904
salty-herba-mystica,9,1905
sour-herba-mystica,9,1906
bitter-herba-mystica,9,1907
spicy-herba-mystica,9,1908
lettuce,9,1909
tomato,9,1910
cherry-tomatoes,9,1911
cucumber,9,1912
pickle,9,1913
onion,9,1914
red-onion,9,1915
green-bell-pepper,9,1916
red-bell-pepper,9,1917
yellow-bell-pepper,9,1918
avocado,9,1919
bacon,9,1920
ham,9,1921
prosciutto,9,1922
chorizo,9,1923
herbed-sausage,9,1924
hamburger,9,1925
klawf-stick,9,1926
smoked-fillet,9,1927
fried-fillet,9,1928
egg,9,1929
potato-tortilla,9,1930
tofu,9,1931
rice,9,1932
noodles,9,1933
potato-salad,9,1934
cheese,9,1935
banana,9,1936
strawberry,9,1937
apple,9,1938
kiwi,9,1939
pineapple,9,1940
jalapeno,9,1941
horseradish,9,1942
curry-powder,9,1943
wasabi,9,1944
watercress,9,1945
basil,9,1946
venonat-fang,9,1956
diglett-dirt,9,1957
meowth-fur,9,1958
psyduck-down,9,1959
mankey-fur,9,1960
growlithe-fur,9,1961
slowpoke-claw,9,1962
magnemite-screw,9,1963
grimer-toxin,9,1964
shellder-pearl,9,1965
gastly-gas,9,1966
drowzee-fur,9,1967
voltorb-sparks,9,1968
scyther-claw,9,1969
tauros-hair,9,1970
magikarp-scales,9,1971
ditto-goo,9,1972
eevee-fur,9,1973
dratini-scales,9,1974
pichu-fur,9,1975
igglybuff-fluff,9,1976
mareep-wool,9,1977
hoppip-leaf,9,1978
sunkern-leaf,9,1979
murkrow-bauble,9,1980
misdreavus-tears,9,1981
girafarig-fur,9,1982
pineco-husk,9,1983
dunsparce-scales,9,1984
qwilfish-spines,9,1985
heracross-claw,9,1986
sneasel-claw,9,1987
teddiursa-claw,9,1988
delibird-parcel,9,1989
houndour-fang,9,1990
phanpy-nail,9,1991
stantler-hair,9,1992
larvitar-claw,9,1993
wingull-feather,9,1994
ralts-dust,9,1995
surskit-syrup,9,1996
shroomish-spores,9,1997
slakoth-fur,9,1998
makuhita-sweat,9,1999
azurill-fur,9,2000
sableye-gem,9,2001
meditite-sweat,9,2002
gulpin-mucus,9,2003
numel-lava,9,2004
torkoal-coal,9,2005
spoink-pearl,9,2006
cacnea-needle,9,2007
swablu-fluff,9,2008
zangoose-claw,9,2009
seviper-fang,9,2010
barboach-slime,9,2011
shuppet-scrap,9,2012
tropius-leaf,9,2013
snorunt-fur,9,2014
luvdisc-scales,9,2015
bagon-scales,9,2016
starly-feather,9,2017
kricketot-shell,9,2018
shinx-fang,9,2019
combee-honey,9,2020
pachirisu-fur,9,2021
buizel-fur,9,2022
shellos-mucus,9,2023
drifloon-gas,9,2024
stunky-fur,9,2025
bronzor-fragment,9,2026
bonsly-tears,9,2027
happiny-dust,9,2028
spiritomb-fragment,9,2029
gible-scales,9,2030
riolu-fur,9,2031
hippopotas-sand,9,2032
croagunk-poison,9,2033
finneon-scales,9,2034
snover-berries,9,2035
rotom-sparks,9,2036
petilil-leaf,9,2037
basculin-fang,9,2038
sandile-claw,9,2039
zorua-fur,9,2040
gothita-eyelash,9,2041
deerling-hair,9,2042
foongus-spores,9,2043
alomomola-mucus,9,2044
tynamo-slime,9,2045
axew-scales,9,2046
cubchoo-fur,9,2047
cryogonal-ice,9,2048
pawniard-blade,9,2049
rufflet-feather,9,2050
deino-scales,9,2051
larvesta-fuzz,9,2052
fletchling-feather,9,2053
scatterbug-powder,9,2054
litleo-tuft,9,2055
flabebe-pollen,9,2056
skiddo-leaf,9,2057
skrelp-kelp,9,2058
clauncher-claw,9,2059
hawlucha-down,9,2060
dedenne-fur,9,2061
goomy-goo,9,2062
klefki-key,9,2063
bergmite-ice,9,2064
noibat-fur,9,2065
yungoos-fur,9,2066
crabrawler-shell,9,2067
oricorio-feather,9,2068
rockruff-rock,9,2069
mareanie-spike,9,2070
mudbray-mud,9,2071
fomantis-leaf,9,2072
salandit-gas,9,2073
bounsweet-sweat,9,2074
oranguru-fur,9,2075
passimian-fur,9,2076
sandygast-sand,9,2077
komala-claw,9,2078
mimikyu-scrap,9,2079
bruxish-tooth,9,2080
chewtle-claw,9,2081
skwovet-fur,9,2082
arrokuda-scales,9,2083
rookidee-feather,9,2084
toxel-sparks,9,2085
falinks-sweat,9,2086
cufant-tarnish,9,2087
rolycoly-coal,9,2088
silicobra-sand,9,2089
indeedee-fur,9,2090
pincurchin-spines,9,2091
snom-thread,9,2092
impidimp-hair,9,2093
applin-juice,9,2094
sinistea-chip,9,2095
hatenna-dust,9,2096
stonjourner-stone,9,2097
eiscue-down,9,2098
dreepy-powder,9,2099
lechonk-hair,9,2103
tarountula-thread,9,2104
nymble-claw,9,2105
rellor-mud,9,2106
greavard-wax,9,2107
flittle-down,9,2108
wiglett-sand,9,2109
dondozo-whisker,9,2110
veluza-fillet,9,2111
finizen-mucus,9,2112
smoliv-oil,9,2113
capsakid-seed,9,2114
tadbulb-mucus,9,2115
varoom-fume,9,2116
orthworm-tarnish,9,2117
tandemaus-fur,9,2118
cetoddle-grease,9,2119
frigibax-scales,9,2120
tatsugiri-scales,9,2121
cyclizar-scales,9,2122
pawmi-fur,9,2123
wattrel-feather,9,2126
bombirdier-feather,9,2127
squawkabilly-feather,9,2128
flamigo-down,9,2129
klawf-claw,9,2130
nacli-salt,9,2131
glimmet-crystal,9,2132
shroodle-ink,9,2133
fidough-fur,9,2134
maschiff-fang,9,2135
bramblin-twig,9,2136
gimmighoul-coin,9,2137
tinkatink-hair,9,2156
charcadet-soot,9,2157
toedscool-flaps,9,2158
wooper-slime,9,2159
tm101,9,2161
tm102,9,2162
tm103,9,2163
tm104,9,2164
tm105,9,2165
tm106,9,2166
tm107,9,2167
tm108,9,2168
tm109,9,2169
tm110,9,2170
tm111,9,2171
tm112,9,2172
tm113,9,2173
tm114,9,2174
tm115,9,2175
tm116,9,2176
tm117,9,2177
tm118,9,2178
tm119,9,2179
tm120,9,2180
tm121,9,2181
tm122,9,2182
tm123,9,2183
tm124,9,2184
tm125,9,2185
tm126,9,2186
tm127,9,2187
tm128,9,2188
tm129,9,2189
tm130,9,2190
tm131,9,2191
tm132,9,2192
tm133,9,2193
tm134,9,2194
tm135,9,2195
tm136,9,2196
tm137,9,2197
tm138,9,2198
tm139,9,2199
tm140,9,2200
tm141,9,2201
tm142,9,2202
tm143,9,2203
tm144,9,2204
tm145,9,2205
tm146,9,2206
tm147,9,2207
tm148,9,2208
tm149,9,2209
tm150,9,2210
tm151,9,2211
tm152,9,2212
tm153,9,2213
tm154,9,2214
tm155,9,2215
tm156,9,2216
tm157,9,2217
tm158,9,2218
tm159,9,2219
tm160,9,2220
tm161,9,2221
tm162,9,2222
tm163,9,2223
tm164,9,2224
tm165,9,2225
tm166,9,2226
tm167,9,2227
tm168,9,2228
tm169,9,2229
tm170,9,2230
tm171,9,2231
picnic-set,9,2311
academy-bottle,9,2313
polka-dot-bottle,9,2315
striped-bottle,9,2316
diamond-bottle,9,2317
academy-cup,9,2318
striped-cup,9,2320
polka-dot-cup,9,2321
flower-pattern-cup,9,2322
academy-tablecloth,9,2323
whimsical-tablecloth,9,2325
leafy-tablecloth,9,2326
spooky-tablecloth,9,2327
academy-ball,9,2329
marill-ball,9,2331
yarn-ball,9,2332
cyber-ball,9,2333
gold-pick,9,2334
silver-pick,9,2335
red-flag-pick,9,2336
blue-flag-pick,9,2337
pika-pika-pick,9,2338
winking-pika-pick,9,2339
vee-vee-pick,9,2340
smiling-vee-pick,9,2341
blue-poke-ball-pick,9,2342
auspicious-armor,9,2344
leaders-crest,9,2345
pink-bottle,9,2348
blue-bottle,9,2349
yellow-bottle,9,2350
steel-bottle-r,9,2351
steel-bottle-y,9,2352
steel-bottle-b,9,2353
silver-bottle,9,2354
barred-cup,9,2355
diamond-pattern-cup,9,2356
fire-pattern-cup,9,2357
pink-cup,9,2358
blue-cup,9,2359
yellow-cup,9,2360
pikachu-cup,9,2361
eevee-cup,9,2362
slowpoke-cup,9,2363
silver-cup,9,2364
exercise-ball,9,2365
plaid-tablecloth-y,9,2366
plaid-tablecloth-b,9,2367
plaid-tablecloth-r,9,2368
bw-grass-tablecloth,9,2369
battle-tablecloth,9,2370
monstrous-tablecloth,9,2371
striped-tablecloth,9,2372
diamond-tablecloth,9,2373
polka-dot-tablecloth,9,2374
lilac-tablecloth,9,2375
mint-tablecloth,9,2376
peach-tablecloth,9,2377
yellow-tablecloth,9,2378
blue-tablecloth,9,2379
pink-tablecloth,9,2380
gold-bottle,9,2381
bronze-bottle,9,2382
gold-cup,9,2383
bronze-cup,9,2384
green-poke-ball-pick,9,2385
red-poke-ball-pick,9,2386
party-sparkler-pick,9,2387
heroic-sword-pick,9,2388
magical-star-pick,9,2389
magical-heart-pick,9,2390
parasol-pick,9,2391
blue-sky-flower-pick,9,2392
sunset-flower-pick,9,2393
sunrise-flower-pick,9,2394
blue-dish,9,2395
green-dish,9,2396
orange-dish,9,2397
red-dish,9,2398
white-dish,9,2399
yellow-dish,9,2400
roto-stick,9,2480
teal-style-card,9,2409
teal-mask,9,2405
glimmering-charm,9,2481
crystal-cluster,9,2410
fairy-feather,9,2401
wellspring-mask,9,2407
hearthflame-mask,9,2408
cornerstone-mask,9,2406
syrupy-apple,9,2402
unremarkable-teacup,9,2403
masterpiece-teacup,9,2404
health-mochi,9,2411
muscle-mochi,9,2412
resist-mochi,9,2413
genius-mochi,9,2414
clever-mochi,9,2415
swift-mochi,9,2416
fresh-start-mochi,9,2479
ekans-fang,9,2438
sandshrew-claw,9,2439
cleffa-fur,9,2440
vulpix-fur,9,2441
poliwag-slime,9,2442
bellsprout-vine,9,2443
geodude-fragment,9,2444
koffing-gas,9,2445
munchlax-fang,9,2446
sentret-fur,9,2447
hoothoot-feather,9,2448
spinarak-thread,9,2449
aipom-hair,9,2450
yanma-spike,9,2451
gligar-fang,9,2452
slugma-lava,9,2453
swinub-hair,9,2454
poochyena-fang,9,2455
lotad-leaf,9,2456
seedot-stem,9,2457
nosepass-fragment,9,2458
volbeat-fluid,9,2459
illumise-fluid,9,2460
corphish-shell,9,2461
feebas-scales,9,2462
duskull-fragment,9,2463
chingling-fragment,9,2464
timburr-sweat,9,2465
sewaddle-leaf,9,2466
ducklett-feather,9,2467
litwick-soot,9,2468
mienfoo-claw,9,2469
vullaby-feather,9,2470
carbink-jewel,9,2471
phantump-twig,9,2472
grubbin-thread,9,2473
cutiefly-powder,9,2474
jangmo-o-scales,9,2475
cramorant-down,9,2476
morpeko-snack,9,2477
poltchageist-powder,9,2478
linking-cord,8,1611
linking-cord,9,1611
tm172,9,2232
tm173,9,2233
tm174,9,2234
tm175,9,2235
tm176,9,2236
tm177,9,2237
tm178,9,2238
tm179,9,2239
tm180,9,2240
tm181,9,2241
tm182,9,2242
tm183,9,2243
tm184,9,2244
tm185,9,2245
tm186,9,2246
tm187,9,2247
tm188,9,2248
tm189,9,2249
tm190,9,2250
tm191,9,2251
tm192,9,2252
tm193,9,2253
tm194,9,2254
tm195,9,2255
tm196,9,2256
tm197,9,2257
tm198,9,2258
tm199,9,2259
tm200,9,2260
tm201,9,2261
tm202,9,2262
tm203,9,2263
tm204,9,2264
tm205,9,2265
tm206,9,2266
tm207,9,2267
tm208,9,2268
tm209,9,2269
tm210,9,2270
tm211,9,2271
tm212,9,2272
tm213,9,2273
tm214,9,2274
tm215,9,2275
tm216,9,2276
tm217,9,2277
tm218,9,2278
tm219,9,2279
tm220,9,2280
tm221,9,2281
tm222,9,2282
tm223,9,2283
tm224,9,2284
tm225,9,2285
tm226,9,2286
tm227,9,2287
tm228,9,2288
tm229,9,2289
lastrange-ball,8,1785
lastrange-ball,9,1785
lapoke-ball,8,1710
lapoke-ball,9,1710
lagreat-ball,8,1711
lagreat-ball,9,1711
laultra-ball,8,1712
laultra-ball,9,1712
laheavy-ball,8,1748
laheavy-ball,9,1748
laleaden-ball,8,1749
laleaden-ball,9,1749
lagigaton-ball,8,1750
lagigaton-ball,9,1750
lafeather-ball,8,1713
lafeather-ball,9,1713
lawing-ball,8,1746
lawing-ball,9,1746
lajet-ball,8,1747
lajet-ball,9,1747
laorigin-ball,8,1771
laorigin-ball,9,1771
black-augurite,8,1691
black-augurite,9,1691
peat-block,8,1692
peat-block,9,1692
