item,name_en,name_ja,name_ja_hrkt,name_ja_roma,name_fr,name_fr_fr,name_de,name_es,name_es_es,name_es_419,name_it,name_ko,name_ko_latn,name_zh_hant,name_zh_hans,name_zh_cmn,name_zh_yue,name_cs,name_pt_br,name_pt_pt,name_ca,name_da,name_fi,name_fr_ca,name_he,name_he_latn,name_hi,name_hi_latn,name_hu,name_id,name_ms,name_nl,name_no,name_pl,name_ru,name_ru_latn,name_sv,name_ta,name_ta_latn,name_te,name_te_latn,name_th,name_th_latn,name_tr,name_vi,name_zh_cmn_latn,name_zh_yue_latn
douse-drive,Douse Drive,アクアカセット,アクアカセット,Aqua Cassette,Module Aqua,,Aquamodul,HidroROM,,HidroROM,Idromodulo,아쿠아카세트,Aqua Cassette,水流卡帶,水流卡带,水流卡帶 / 水流卡带,水流卡帶,,Disco Hídrico,,,,,,,,,,,,,,,,,,,,,,,,,Su Sürücüsü,Đĩa nước,Shuǐliú Kǎdài,Séuilàuh Kāatdáai
shock-drive,Shock Drive,イナズマカセット,イナズマカセット,Inazuma Kasetto,Module Choc,,Blitzmodul,FulgoROM,,FulgoROM,Voltmodulo,번개카세트,Beongae Cassette,閃電卡帶,闪电卡带,閃電卡帶,閃電卡帶,,Disco Elétrico,,,,,,,,,,,,,,,,,,,,,,,,,Şok Sürücüsü,Đĩa điện,Shǎndiàn Kǎdài,Símdihn Kāatdáai
burn-drive,Burn Drive,ブレイズカセット,ブレイズカセット,Bureizu Kasetto,Module Pyro,,Flammenmodul,PiroROM,,PiroROM,Piromodulo,블레이즈카세트,Beulleijeu Kaseteu,火焰卡帶,火焰卡带,火焰卡帶 / 火焰卡带,火焰卡帶,,Disco Incendiante,,,,,,,,,,,,,,,,,,,,,,,,,Ateş Sürücüsü,Đĩa lửa,Huǒyàn Kǎdài,Fóyihm Kāatdáai
chill-drive,Chill Drive,フリーズカセット,フリーズカセット,Furīzu Kasetto,Module Cryo,,Gefriermodul,CrioROM,,CrioROM,Gelomodulo,프리즈카세트,Freeze Cassette,冰凍卡帶,冰冻卡带,冰凍卡帶 / 冰冻卡带,冰凍卡帶,,Disco Congelante,,,,,,,,,,,,,,,,,,,,,,,,,Buz Sürücüsü,Đĩa băng,Bīngdòng Kǎdài,Bīngdung Kāatdáai
sweet-heart,Sweet Heart,ハートスイーツ,ハートスイーツ,Hāto Suītsu,Chococœur,,Herzkonfekt,Corazón Dulce,,Corazón Dulce,Dolcecuore,하트스위트,Hateu Seuwiteu,心形甜點,心形甜点,心形甜點,心形甜點,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Xīnxíng Tiándiǎn,Sāmyìhng Tìhmdím
greet-mail,Greet Mail,はじめてメール,はじめてメール,Hajimete Mēru,Lettre Salut,,Grußbrief,Carta Inicial,,Carta Inicial,Messaggio Inizio,첫메일,Cheot Mail,初次郵件,初次邮件,初次郵件 / 初次邮件,初次郵件,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chūcì Yóujiàn,Chōchi Yàuhgín
favored-mail,Favored Mail,だいすきメール,だいすきメール,Daisuki Mēru,Lettre Fan,,Faiblebrief,Carta Favoritos,,Carta Favoritos,Messaggio TVB,애호메일,Aeho Mail,喜愛郵件,喜爱邮件,喜愛郵件 / 喜爱邮件,喜愛郵件,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Xǐ'ài Yóujiàn,Héi'oi Yàuhgín
rsvp-mail,RSVP Mail,おさそいメール,おさそいメール,Osasoi Mēru,Lettre Invit,,Einladebrief,Carta Invitar,,Carta Invitar,Messaggio Invito,권유메일,Gwonyu Mail,邀請郵件,邀请邮件,邀請郵件,邀請郵件,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yāoqǐng Yóujiàn,Yīuchíng Yàuhgín
thanks-mail,Thanks Mail,かんしゃメール,かんしゃメール,Kansha Mēru,Lettre Merci,,Dankesbrief,Carta Gracias,,Carta Gracias,Messaggio Grazie,감사메일,Gamsa Mail,感謝郵件,感谢邮件,感謝郵件 / 感谢邮件,感謝郵件,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gǎnxiè Yóujiàn,Gámjeh Yàuhgín
inquiry-mail,Inquiry Mail,しつもんメール,しつもんメール,Shitsumon Mēru,Lettre Demande,,Fragebrief,Carta Pregunta,,Carta Pregunta,Messaggio Chiedi,질문메일,Jilmun Mail,詢問郵件,询问邮件,詢問郵件 / 询问邮件,詢問郵件,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Xúnwèn Yóujiàn,Sēunmahn Yàuhgín
like-mail,Like Mail,おすすめメール,おすすめメール,Osusume Mēru,Lettre Avis,,Insiderbrief,Carta Gustos,,Carta Gustos,Mess. Sugg.,추천메일,Chucheon Mail,推薦郵件,推荐邮件,推薦郵件 / 推荐邮件,推薦郵件,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tuījiàn Yóujiàn,Tēuijin Yàuhgín
reply-mail,Reply Mail,おかえしメール,おかえしメール,Okaeshi Mēru,Lettre Réponse,,Rückbrief,Carta Respuesta,,Carta Respuesta,Mess. Risp.,답장메일,Dapjang Mail,回覆郵件,回复邮件,回覆郵件 / 回复邮件,回覆郵件,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Huífù Yóujiàn,Wùihfūk Yàuhgín
bridge-mail-s,Bridge Mail S,ブリッジメールＳ,ブリッジメールＳ,,Lettre Pont S,,Brückbrief H,Carta Puente S,,Carta Puente S,Mess. Frec.,브리지메일S,,橋梁郵件Ｓ,桥梁邮件Ｓ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bridge-mail-d,Bridge Mail D,ブリッジメールＨ,ブリッジメールＨ,,Lettre Pont Y,,Brückbrief M,Carta Puente F,,Carta Puente F,Mess. Libec.,브리지메일M,,橋梁郵件Ｈ,桥梁邮件Ｈ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bridge-mail-t,Bridge Mail T,ブリッジメールＣ,ブリッジメールＣ,,Lettre Pont F,,Brückbrief Z,Carta Puente A,,Carta Puente A,Mess. Prop.,브리지메일C,,橋梁郵件Ｃ,桥梁邮件Ｃ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bridge-mail-v,Bridge Mail V,ブリッジメールＶ,ブリッジメールＶ,,Lettre Pont H,,Brückbrief D,Carta Puente V,,Carta Puente V,Mess. Vill.,브리지메일V,,橋梁郵件Ｖ,桥梁邮件Ｖ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bridge-mail-m,Bridge Mail M,ブリッジメールＷ,ブリッジメールＷ,,Lettre Pont I,,Brückbrief W,Carta Puente P,,Carta Puente P,Mess. Merav.,브리지메일W,,橋梁郵件Ｗ,桥梁邮件Ｗ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prism-scale,Prism Scale,きれいなウロコ,きれいなウロコ,Kirei na Uroko,Bel’Écaille,,Schönschuppe,Escama Bella,,Escama Bella,Squama Bella,고운비늘,Goun Bineul,美麗鱗片,美丽鳞片,美麗鱗片 / 美丽鳞片,美麗鱗片,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Měilì Línpiàn,Méihlaih Lèuhnpin
eviolite,Eviolite,しんかのきせき,しんかのきせき,Shinka no Kiseki,Évoluroc,,Evolith,Mineral Evol,Mineral Evolutivo,Mineral Evol,Evolcondensa,진화의휘석,Jinhwa-ui Hwiseok,進化奇石,进化奇石,進化奇石 / 进化奇石,進化奇石,,Eviolite,,,,,,,,,,,,,,,,Уменьшение,Umen'sheniye,,,,,,,,,,Jìnhuà Qíshí,Jeunfa Kèihsehk
float-stone,Float Stone,かるいし,かるいし,Karui Ishi,Pierrallégée,,Leichtstein,Piedra Pómez,,Piedra Pómez,Pietralieve,가벼운돌,Gabyeoun Dol,輕石,轻石,輕石 / 轻石,輕石,,Pedra Flutuante,,,,,,,,,,,,,,,,Камень Лёгкости,Kamen' Lyogkosti,,,,,,,,,,Qīngshí,Hīngsehk
rocky-helmet,Rocky Helmet,ゴツゴツメット,ゴツゴツメット,Gotsugotsu Metto,Casque Brut,,Beulenhelm,Casco Dentado,,Casco Dentado,Bitorzolelmo,울퉁불퉁멧,Ultungbultung-Met,凸凸頭盔,凸凸头盔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
air-balloon,Air Balloon,ふうせん,ふうせん,Fūsen,Ballon,,Luftballon,Globo Helio,Globo Helio,Globo Helio,Palloncino,풍선,Pungseon,氣球,气球,,,,Balão de Ar,,,,,,,,,,,,,,,,,,,,,,,ลูกโป่ง,Lukpong,,,,
red-card,Red Card,レッドカード,レッドカード,Red Card,Carton Rouge,,Rote Karte,Tarjeta Roja,,Tarjeta Roja,Cartelrosso,레드카드,Red Card,紅牌,红牌,紅牌 / 红牌,紅牌,,Cartão Vermelho,,,,,,,,,,,,,,,,,,,,,,,,,,,Hóngpái,Hùhngpàaih
ring-target,Ring Target,ねらいのまと,ねらいのまと,Nerai no Mato,Point de Mire,,Zielscheibe,Blanco,,Blanco,Facilsaglio,겨냥표적,Gyeonyang Pyojeok,標靶,标靶,標靶 / 标靶,標靶,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biāobǎ,Bīubá
binding-band,Binding Band,しめつけバンド,しめつけバンド,,Bande Étreinte,,Klammerband,Banda Atadura,,Banda Atadura,Legafascia,조임밴드,Joim Band,緊綁束帶,紧绑束带,緊綁束帶 / 紧绑束带,緊綁束帶,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jǐnbǎng Shùdài,Gánbóng Chūkdaai
absorb-bulb,Absorb Bulb,きゅうこん,きゅうこん,,Bulbe,,Knolle,Tubérculo,,Tubérculo,Bulbo,구근,Gugeun,球根,球根,球根,球根,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qiúgēn,Kàuhgān
cell-battery,Cell Battery,じゅうでんち,じゅうでんち,Jūdenchi,Pile,,Akku,Pila,,Pila,Ricaripila,충전지,Chungjeonji,充電電池,充电电池,充電電池 / 充电电池,充電電池,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chōngdiàn Diànchí,Chūngdihn Dihnchìh
eject-button,Eject Button,だっしゅつボタン,だっしゅつボタン,Dasshutsu Botan,Bouton Fuite,,Fluchtknopf,Botón Escape,Botón Escape,Botón Escape,Pulsantefuga,탈출버튼,Talchul Button,逃脫按鍵,逃脱按键,逃脫按鍵 / 逃脱按键,逃脫按鍵,,Botão de Fuga,,,,,,,,,,,,,,,,,,,,,,,,,,,Táotuō Ànjiàn,Tòuhtyut Ongihn
fire-gem,Fire Gem,ほのおのジュエル,ほのおのジュエル,Honō no Jueru,Joyau Feu,,Feuerjuwel,Gema Fuego,,Gema Fuego,Bijoufuoco,불꽃주얼,Bulkkot Jewel,火之寶石,火之宝石,火之寶石 / 火之宝石,火之寶石,,Gema de Fogo,Joia Fogo,,,Tulijalokivi,,,,,,,,,,,Klejnot Ognia,,,,,,,,,,,,Huǒ zhī Bǎoshí,Fó jī Bóusehk
water-gem,Water Gem,みずのジュエル,みずのジュエル,Mizu no Jueru,Joyau Eau,,Wasserjuwel,Gema Agua,,Gema Agua,Bijouacqua,물주얼,Mul Jewel,水之寶石,水之宝石,水之寶石,水之寶石,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shuǐ zhī Bǎoshí,Séui jī Bóusehk
electric-gem,Electric Gem,でんきのジュエル,でんきのジュエル,Denki no Jueru,Joyau Électrik,,Elektrojuwel,Gema Eléctrica,Gema Eléctrico,Gema Eléctrica,Bijouelettro,전기주얼,Jeongi Jewel,電之寶石,电之宝石,電之寶石 / 电之宝石,電之寶石,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diàn zhī Bǎoshí,Dihn jī Bóusehk
grass-gem,Grass Gem,くさのジュエル,くさのジュエル,Kusa no Jueru,Joyau Plante,,Pflanzenjuwel,Gema Planta,,Gema Planta,Bijouerba,풀주얼,Pul Jewel,草之寶石,草之宝石,草之寶石 / 草之宝石,草之寶石,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cǎo zhī Bǎoshí,Chóu jī Bóusehk
ice-gem,Ice Gem,こおりのジュエル,こおりのジュエル,Kōri no Jueru,Joyau Glace,,Eisjuwel,Gema Hielo,,Gema Hielo,Bijoughiaccio,얼음주얼,Eoreum Jewel,冰之寶石,冰之宝石,冰之寶石,冰之寶石,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bīng zhī Bǎoshí,Bīng jī Bóusehk
fighting-gem,Fighting Gem,かくとうジュエル,かくとうジュエル,Kakutō Jueru,Joyau Combat,,Kampfjuwel,Gema Lucha,Gema Lucha,Gema Lucha,Bijoulotta,격투주얼,Gyeoktu Jewel,格鬥寶石,格斗宝石,格鬥寶石 / 格斗宝石,格鬥寶石,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gédòu Bǎoshí,Gaakdau Bóusehk
poison-gem,Poison Gem,どくのジュエル,どくのジュエル,Doku no Jueru,Joyau Poison,,Giftjuwel,Gema Veneno,,Gema Veneno,Bijouveleno,독주얼,Dok Jewel,毒之寶石,毒之宝石,毒之寶石 / 毒之宝石,毒之寶石,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dú zhī Bǎoshí,Duhk jī Bóusehk
ground-gem,Ground Gem,じめんのジュエル,じめんのジュエル,Jimen no Jueru,Joyau Sol,,Bodenjuwel,Gema Tierra,,Gema Tierra,Bijouterra,땅주얼,Ttang Jewel,地面寶石,地面宝石,地面寶石 / 地面宝石,地面寶石,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dìmiàn Bǎoshí,Deihmín Bóusehk
flying-gem,Flying Gem,ひこうのジュエル,ひこうのジュエル,Hikō no Jueru,Joyau Vol,,Flugjuwel,Gema Voladora,Gema Volador,Gema Voladora,Bijouvolante,비행주얼,Bihaeng Jewel,飛行寶石,飞行宝石,飛行寶石 / 飞行宝石,飛行寶石,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fēixíng Bǎoshí,Fēihàhng Bóusehk
psychic-gem,Psychic Gem,エスパージュエル,エスパージュエル,Esper Jewel,Joyau Psy,,Psychojuwel,Gema Psíquica,Gema Psíquico,Gema Psíquica,Bijoupsico,에스퍼주얼,Esper Jewel,超能力寶石,超能力宝石,超能力寶石 / 超能力宝石,超能力寶石,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chāonénglì Bǎoshí,Chīunàhnglihk Bóusehk
bug-gem,Bug Gem,むしのジュエル,むしのジュエル,Mushi no Jueru,Joyau Insecte,,Käferjuwel,Gema Bicho,Gema Bicho,Gema Bicho,Bijoucoleottero,벌레주얼,Beolle Jewel,蟲之寶石,虫之宝石,蟲之寶石 / 虫之宝石,蟲之寶石,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chóng zhī Bǎoshí,Chùhng jī Bóusehk
rock-gem,Rock Gem,いわのジュエル,いわのジュエル,Iwa no Jueru,Joyau Roche,,Gesteinsjuwel,Gema Roca,,Gema Roca,Bijouroccia,바위주얼,Bawi Jewel,岩石寶石,岩石宝石,岩石寶石 / 岩石宝石,岩石寶石,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yánshí Bǎoshí,Ngàahmsehk Bóusehk
ghost-gem,Ghost Gem,ゴーストジュエル,ゴーストジュエル,Ghost Jewel,Joyau Spectre,,Geisterjuwel,Gema Fantasma,,Gema Fantasma,Bijouspettro,고스트주얼,Ghost Jewel,幽靈寶石,幽灵宝石,幽靈寶石 / 幽灵宝石,幽靈寶石,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yōulíng Bǎoshí,Yāulìhng Bóusehk
dark-gem,Dark Gem,あくのジュエル,あくのジュエル,Aku no Jueru,Joyau Ténèbres,,Unlichtjuwel,Gema Siniestra,Gema Siniestro,Gema Siniestra,Bijoubuio,악주얼,Ak Jewel,惡之寶石,恶之宝石,惡之寶石,惡之寶石,,,,,,,,,,,,,,,,,,,,,,,,,,,,,È zhī Bǎoshí,Ok jī Bóusehk
steel-gem,Steel Gem,はがねのジュエル,はがねのジュエル,Hagane no Jueru,Joyau Acier,,Stahljuwel,Gema Acero,,Gema Acero,Bijouacciaio,강철주얼,Gangcheol Jewel,鋼之寶石,钢之宝石,鋼之寶石 / 钢之宝石,鋼之寶石,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gāng zhī Bǎoshí,Gong jī Bóusehk
health-wing,Health Feather,たいりょくのハネ,たいりょくのハネ,Tairyoku no Hane,Plume Santé,,Heilfeder,Pluma Vigor,,Pluma Vigor,Piumsalute,체력깃털,Cheryeok Nalgae,體力之羽,体力之羽,體力之羽 / 体力之羽,體力之羽,,,,,,Terveyssulka,,,,,,,,,,,Pióro Zdrowia,,,,,,,,,,,,Tǐlì zhī Yǔ,Táilihk jī Yúh
muscle-wing,Muscle Feather,きんりょくのハネ,きんりょくのハネ,Kinryoku no Hane,Plume Force,,Kraftfeder,Pluma Músculo,,Pluma Músculo,Piumpotenza,근력깃털,Geunryeok Nalgae,肌力之羽,肌力之羽,肌力之羽,肌力之羽,,,,,,Voimasulka,,,,,,,,,,,Pióro Mięśni,,,,,,,,,,,,Jīlì zhī Yǔ,Gēilihk jī Yúh
resist-wing,Resist Feather,ていこうのハネ,ていこうのハネ,,Plume Armure,,Abwehrfeder,Pluma Aguante,,Pluma Aguante,Piumtutela,저항력깃털,Jeohangryeok Nalgae,抵抗之羽,抵抗之羽,抵抗之羽,抵抗之羽,,,,,,Vastasulka,,,,,,,,,,,Pióro Odporności,,,,,,,,,,,Lông Vũ Phản Kháng,Dǐkàng zhī Yǔ,Dáikong jī Yúh
genius-wing,Genius Feather,ちりょくのハネ,ちりょくのハネ,Chiryoku no Hane,Plume Esprit,,Geniefeder,Pluma Intelecto,,Pluma Intelecto,Piumingegno,지력깃털,Jiryeok Nalgae,智力之羽,智力之羽,智力之羽,智力之羽,,,,,,Nerosulka,,,,,,,,,,,Pióro Geniuszu,,,,,,,,,,,,Zhìlì zhī Yǔ,Jilihk jī Yúh
clever-wing,Clever Feather,せいしんのハネ,せいしんのハネ,Seishin no Hane,Plume Mental,,Espritfeder,Pluma Mente,,Pluma Mente,Piumintuito,정신력깃털,Jeongsinryeok Nalgae,精神之羽,精神之羽,精神之羽,精神之羽,,,,,,Älysulka,,,,,,,,,,,Pióro Sprytu,,,,,,,,,,,,Jīngshén zhī Yǔ,Jīngsàhn jī Yúh
swift-wing,Swift Feather,しゅんぱつのハネ,しゅんぱつのハネ,Shunpattsu no Hane,Plume Sprint,,Flinkfeder,Pluma Ímpetu,,Pluma Ímpetu,Piumreazione,순발력깃털,Sunballyeok Nalgae,瞬發之羽,瞬发之羽,瞬發之羽 / 瞬发之羽,瞬發之羽,,,,,,Vauhtisulka,,,,,,,,,,,Pióro Zwinności,,,,,,,,,,,,Shùnfā zhī Yǔ,Seunfaat jī Yúh
pretty-wing,Pretty Feather,きれいなハネ,きれいなハネ,Kirei na Hane,Jolie Plume,,Prachtfeder,Pluma Bella,,Pluma Bella,Piumabella,고운깃털,Goun Nalgae,美麗之羽,美丽之羽,美麗之羽 / 美丽之羽,美麗之羽,,,,,,Nättisulka,,,,,,,,,,,Pióro Urody,,,,,,,,,,,,Měilì zhī Yǔ,Méihlaih jī Yúh
cover-fossil,Cover Fossil,ふたのカセキ,ふたのカセキ,Futa no Kaseki,Fossile Plaque,,Schildfossil,Fósil Tapa,Fósil Tapa,Fósil Tapa,Fossiltappo,덮개화석,Deopgae Hwaseok,背蓋化石,背盖化石,背蓋化石 / 背盖化石,背蓋化石,,Fóssil Casca,Fóssil Capa,,,,,,,,,,,,,,,Ископаемый Панцирь,Iskopayemyy Pantsir',,,,,,,,,,Bèigài Huàshí,Buigoi Fasehk
plume-fossil,Plume Fossil,はねのカセキ,はねのカセキ,Hane no Kaseki,Fossile Plume,,Federfossil,Fósil Pluma,,Fósil Pluma,Fossilpiuma,깃털화석,Git'teol Hwaseok,羽毛化石,羽毛化石,羽毛化石,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yǔmáo Huàshí,
liberty-pass,Liberty Pass,リバティチケット,リバティチケット,Liberty Ticket,Passe Liberté,Pass Liberté,Gartenpass,Tarjeta Libertad,,Tarjeta Libertad,Liberticket,리버티티켓,Liberty Ticket,自由船票,自由船票,自由船票,自由船票,,Passe Liberdade,,,Frihedspass,,,,,,,,,,Vrijheidspas,,,,,Frihetspass,,,,,,,,Vé Liberty,Zìyóu Chuánpiào,Jihyàuh Syùhnpiu
pass-orb,Pass Orb,デルダマ,デルダマ,,Offrisphère,,Transferorb,Regalosfera,Regalosfera,Regalosfera,Passabilia,딜구슬,Dil Guseul,釋出之玉,释出之玉,釋出之玉 / 释出之玉,釋出之玉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shìchū zhī Yù,Sīkchēut jī Yúk
dream-ball,Dream Ball,ドリームボール,ドリームボール,Dream Ball,Rêve Ball,,Traumball,Ensueño Ball,Ensueño Ball,Ensueño Ball,Dream Ball,드림볼,Dream Ball,夢境球,梦境球,夢境球 / 梦境球,夢境球,,Bola Onírica,,,,,,,,,,,Bola Dream,,,,,,,,,,,,,,,,Mèngjìng Qiú,Muhnggíng Kàuh
poke-toy,Poké Toy,ポケじゃらし,ポケじゃらし,Poké Jarashi,Poké Plumet,,Pokéwedel,Pokéseñuelo,,Pokéseñuelo,Pokégingillo,포켓풀,Poké Pul,寶可尾草,宝可尾草,寶可尾草 / 宝可尾草,寶可尾草,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bǎokě Wěicǎo,Bóuhó Méihchóu
prop-case,Prop Case,グッズケース,グッズケース,Guzzu Kēsu,Boîte Parure,,Deko-Box,Neceser,,Neceser,Portagadget,굿즈케이스,Goods Case,物品箱,物品箱,物品箱,物品箱,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hộp phụ kiện,Wùpǐn Xiāng,Mahtbán Sēung
dragon-skull,Dragon Skull,ドラゴンのホネ,ドラゴンのホネ,Dragon Bone,Crâne Dragon,,Drakoschädel,Cráneo Dragón,Cráneo de Dragón,Cráneo Dragón,Teschio,드래곤의뼈,Dragon-ui Ppyeo,龍之骨,龙之骨,龍之骨 / 龙之骨,龍之骨,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bộ xương rồng,Lóng zhī Gǔ,Lùhng jī Gwāt
balm-mushroom,Balm Mushroom,かおるキノコ,かおるキノコ,Kaoru Kinoko,Champi Suave,,Duftpilz,Seta Aroma,Seta Aroma,Seta Aroma,Profumfungo,향기버섯,Hyanggi Beoseot,芳香蘑菇,芳香蘑菇,芳香蘑菇,芳香蘑菇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fāngxiāng Mógū,Fōnghēung Mòhgū
big-nugget,Big Nugget,でかいきんのたま,でかいきんのたま,Dekai Kin no Tama,Maxi Pépite,,Riesennugget,Maxipepita,Maxipepita de Oro,Maxipepita,Granpepita,큰금구슬,Keun Geum Guseul,巨大金珠,巨大金珠,巨大金珠,巨大金珠,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jùdà Jīnzhū,Geuihdaaih Gāmjyū
pearl-string,Pearl String,おだんごしんじゅ,おだんごしんじゅ,Pearl Dango,Perle Triple,,Triperle,Sarta Perlas,Sarta de Perlas,Sarta Perlas,Trittiperla,경단진주,Gyeongdan Jinju,丸子珍珠,丸子珍珠,丸子珍珠,丸子珍珠,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wánzi Zhēnzhū,Yùhnjí Jānjyū
comet-shard,Comet Shard,すいせいのかけら,すいせいのかけら,Suisei no Kakera,Morceau Comète,,Kometstück,Fragmento Cometa,,Fragmento Cometa,Pezzo Cometa,혜성조각,Hyeseong Jogak,彗星碎片,彗星碎片,彗星碎片,彗星碎片,,Caco de Cometa,,,,,,,,,,,,,,,,,,,,,,,,,,,Huìxīng Suìpiàn,Seuihsīng Seuipín
relic-copper,Relic Copper,こだいのどうか,こだいのどうか,Kodai no Dōka,Vieux Sou,,Alter Heller,Real Cobre,Real de Cobre,Real Cobre,Soldantico,고대의동화,Godae-ui Donghwa,古代銅幣,古代铜币,古代銅幣 / 古代铜币,古代銅幣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gǔdài Tóngbì,Gúdoih Tùhngbaih
relic-silver,Relic Silver,こだいのぎんか,こだいのぎんか,,Vieil Écu,,Alter Taler,Real Plata,Real de Plata,Real Plata,Ducatantico,고대의은화,Godae-ui Eunhwa,古代銀幣,古代银币,古代銀幣 / 古代银币,古代銀幣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gǔdài Yínbì,Gúdoih Ngàhnbaih
relic-gold,Relic Gold,こだいのきんか,こだいのきんか,Kodai no Kinka,Vieux Ducat,,Alter Dukat,Real Oro,Real de Oro,Real Oro,Doblonantico,고대의금화,Godae-ui Geumhwa,古代金幣,古代金币,古代金幣 / 古代金币,古代金幣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gǔdài Jīnbì,Gúdoih Gāmbaih
relic-vase,Relic Vase,こだいのツボ,こだいのツボ,Kodai no Tsubo,Vieux Vase,,Alte Vase,Ánfora,Ánfora Antigua,Ánfora,Vasantico,고대의항아리,Godae-ui Hang'ari,古代之壺,古代之壶,古代之壺 / 古代之壶,古代之壺,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gǔdài zhī Hú,Gúdoih jī Wùh
relic-band,Relic Band,こだいのうでわ,こだいのうでわ,Kodai no Udewa,Vieux Bijou,,Alter Reif,Brazal,Brazal Antiguo,Brazal,Bracciantico,고대의팔찌,Godae-ui Paljji,古代手鐲,古代手镯,古代手鐲 / 古代手镯,古代手鐲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gǔdài Shǒuzhuó,Gúdoih Sáujuhk
relic-statue,Relic Statue,こだいのせきぞう,こだいのせきぞう,,Vieux Santon,,Alte Statue,Efigie Antigua,Efigie Antigua,Efigie Antigua,Statuantica,고대의석상,Godae-ui Seoksang,古代石像,古代石像,古代石像,古代石像,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gǔdài Shíxiàng,Gúdoih Sehkjeuhng
relic-crown,Relic Crown,こだいのおうかん,こだいのおうかん,Kodai no Ōkan,Vieux Tortil,,Alte Krone,Corona Antigua,Corona Antigua,Corona Antigua,Coronantica,고대의왕관,Godae-ui Wanggwan,古代王冠,古代王冠,古代王冠,古代王冠,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gǔdài Wángguàn,Gúdoih Wòhnggūn
casteliacone,Casteliacone,ヒウンアイス,ヒウンアイス,Hiun Ice Cream,Glace Volute,,Stratos-Eis,Porcehelado,Porcehelado,Porcehelado,Conostropoli,구름아이스,Gureum Ice,飛雲冰淇淋,飞云冰淇淋,飛雲冰淇淋 / 飞云冰淇淋,飛雲冰淇淋,,Sorvete de Castelia,,,,,,,,,,,,,,,,,,,,,,,,,,Kem Hiun,Fēiyún Bīngqílín,Fēiwàhn Bīngkèihlàhm
dire-hit-2,Dire Hit 2,クリティカット２,クリティカット２,Criticut 2,Muscle 2,,Angriffplus2,Crítico X 2,,Crítico X 2,Supercolpo 2,크리티컬커터2,,要害攻擊２,要害攻击２,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x-speed-2,X Speed 2,スピーダー２,スピーダー２,Speeder 2,Vitesse 2,,X-Initiative 2,Velocidad X 2,,Velocidad X 2,Velocità X-2,스피드업2,,速度強化２,速度强化２,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x-sp-atk-2,X Sp. Atk 2,ＳＰアップ２,ＳＰアップ２,Special Up 2,Atq. Spé. 2,,X-Sp.-Ang. 2,At. Esp. X 2,,At. Esp. X 2,Att. Sp. X-2,스페셜업2,,特攻強化２,特攻强化２,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
