pokemon,form,version_group,versions,location_area,method,levels,rate_overall,trade_for,note,rate_night,rate_morning,rate_day
illumise,illumise,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,grassland-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
illumise,illumise,brilliant-diamond-shining-pearl,brilliant-diamond,route-229-sinnoh,walking-tall-grass,50,10%,,,,,
illumise,illumise,brilliant-diamond-shining-pearl,shining-pearl,route-229-sinnoh,walking-tall-grass,50,5%,,,,,
illumise,illumise,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,stargleam-cavern,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
illumise,illumise,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,sunlit-cavern,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
jigglypuff,jigglypuff,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,trophy-garden,mr-backlot,"16, 18",5%,,Added after obtaining the National PokéDex,,,
jirachi,jirachi,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,floaroma-town,npc-gift,5,one,,Can only be obtained if the Nintendo Switch has save data for {SWSH;GAME;sword-shield},,,
kabuto,kabuto,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,oreburgh-mining-museum,revive,1,one,,{Dome Fossil;ITEM;dome-fossil},,,
kadabra,kadabra,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,dazzling-cave,walking-around,25 - 63,varies,,Added after obtaining TM97 (Defog),,,
kadabra,kadabra,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-215-sinnoh,walking-tall-grass,20 - 22,15%,,,,,
kadabra,kadabra,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,stargleam-cavern,walking-around,25 - 63,varies,,Added after obtaining TM97 (Defog),,,
kadabra,kadabra,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,victory-road-sinnoh-2f,walking-around,45 - 47,25%,,,,,
kangaskhan,kangaskhan,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,great-marsh,walking-tall-grass,"22, 24, 26",10%,,"Post-National PokéDex, 1/32 selection chance",,,
kecleon,kecleon,brilliant-diamond-shining-pearl,brilliant-diamond,grassland-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
kecleon,kecleon,brilliant-diamond-shining-pearl,brilliant-diamond,riverbank-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
kecleon,kecleon,brilliant-diamond-shining-pearl,brilliant-diamond,route-210-sinnoh-northern-foggy-part,poke-radar,25 - 26,22%,,,,,
kecleon,kecleon,brilliant-diamond-shining-pearl,brilliant-diamond,still-water-cavern,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
kecleon,kecleon,brilliant-diamond-shining-pearl,brilliant-diamond,sunlit-cavern,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
kirlia,kirlia,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,dazzling-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
kirlia,kirlia,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-203-sinnoh,poke-radar,6,100%,,,,,
kirlia,kirlia,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-204-sinnoh-south,poke-radar,6,100%,,,,,
kirlia,kirlia,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,stargleam-cavern,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
krabby,krabby,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,dazzling-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
krabby,krabby,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-226-sinnoh,swarm,52,40%,,,,,
krabby,krabby,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,spacious-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
krabby,krabby,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,stargleam-cavern,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
kricketot,kricketot,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,grassland-cave,walking-around,16 - 63,varies,,,,,
kricketot,kricketot,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,riverbank-cave,walking-around,16 - 63,varies,,,,,
kricketot,kricketot,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-202-sinnoh,walking-tall-grass,3,,,,,10%,
kricketot,kricketot,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-202-sinnoh,walking-tall-grass,3 - 4,,,,10%,,
kricketot,kricketot,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-203-sinnoh,walking-tall-grass,4,,,,10%,10%,
kricketot,kricketot,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-204-sinnoh-south,walking-tall-grass,4,,,,10%,10%,
kricketot,kricketot,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-204-sinnoh-north,walking-tall-grass,6,,,,10%,10%,
kricketot,kricketot,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-206-sinnoh,walking-tall-grass,14,,,,,10%,
kricketot,kricketot,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-207-sinnoh,walking-tall-grass,6,,,,10%,10%,
kricketot,kricketot,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,spacious-cave,walking-around,16 - 63,varies,,,,,
kricketot,kricketot,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,still-water-cavern,walking-around,16 - 63,varies,,,,,
kricketot,kricketot,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,sunlit-cavern,walking-around,16 - 63,varies,,,,,
kricketune,kricketune,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-206-sinnoh,walking-tall-grass,14,,,,10%,,
kricketune,kricketune,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-206-sinnoh,walking-tall-grass,15,10%,,,,,
kricketune,kricketune,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-210-sinnoh-southern-part,walking-tall-grass,18,,,,20%,,
kricketune,kricketune,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-210-sinnoh-southern-part,walking-tall-grass,19,10%,,,,,
kricketune,kricketune,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-212-sinnoh-northern-area,walking-tall-grass,17 - 19,,,,30%,20%,10%
kricketune,kricketune,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-212-sinnoh-southern-area,walking-tall-grass,18,10%,,,,,
kricketune,kricketune,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-212-sinnoh-southern-area,walking-tall-grass,19,,,,20%,,
kricketune,kricketune,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-214-sinnoh,walking-tall-grass,23,,,,20%,,
kricketune,kricketune,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-214-sinnoh,walking-tall-grass,24,5%,,,,,
kricketune,kricketune,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-215-sinnoh,walking-tall-grass,20,10%,,,,,
kricketune,kricketune,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-215-sinnoh,walking-tall-grass,21 - 22,,,,20%,,
kricketune,kricketune,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,trophy-garden,walking-tall-grass,16,,,Added after obtaining the National PokéDex,20%,,
kricketune,kricketune,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,trophy-garden,walking-tall-grass,17,10%,,Added after obtaining the National PokéDex,,,
kricketune,kricketune,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,valor-lakefront,walking-tall-grass,21,,,,20%,,
kricketune,kricketune,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,valor-lakefront,walking-tall-grass,22,5%,,,,,
kyogre,kyogre,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,ramanas-park-oceanic-room,special-encounter,70,one,,Inser the {Oceanic Slate;ITEM;oceanic-slate} to battle.,,,
lairon,lairon,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,big-bluff-cavern,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
lairon,lairon,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,glacial-cavern,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
lairon,lairon,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,icy-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
lairon,lairon,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,rocky-cave,walking-around,16 - 63,varies,,Sandshrew,,,
lairon,lairon,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,whiteout-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
lanturn,lanturn,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,fountainspring-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
lanturn,lanturn,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,glacial-cavern,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
lanturn,lanturn,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,icy-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
lanturn,lanturn,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-220-sinnoh,fishing-super-rod,20 - 45,5%,,,,,
lapras,lapras,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,victory-road-sinnoh-1f-back-2,surfing,40 - 60,10%,,Area is only accessible after entering the Hall of Fame and obtaining the National Pokédex,,,
larvitar,larvitar,brilliant-diamond-shining-pearl,brilliant-diamond,big-bluff-cavern,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
larvitar,larvitar,brilliant-diamond-shining-pearl,brilliant-diamond,rocky-cave,walking-around,16 - 63,varies,,Sandshrew,,,
larvitar,larvitar,brilliant-diamond-shining-pearl,brilliant-diamond,route-207-sinnoh,poke-radar,6 - 7,22%,,,,,
latias,latias,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,ramanas-park-soul-room,special-encounter,70,one,,Inser the {Soul Slate;ITEM;soul-slate} to battle.,,,
latios,latios,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,ramanas-park-soul-room,special-encounter,70,one,,Inser the {Soul Slate;ITEM;soul-slate} to battle.,,,
ledian,ledian,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,bogsunk-cavern,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
ledian,ledian,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,fountainspring-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
ledian,ledian,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,grassland-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
ledian,ledian,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,riverbank-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
ledian,ledian,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-229-sinnoh,walking-tall-grass,52,,,,,20%,
ledian,ledian,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,still-water-cavern,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
ledian,ledian,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,sunlit-cavern,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
ledian,ledian,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,swampy-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
lickitung,lickitung,brilliant-diamond-shining-pearl,brilliant-diamond,bogsunk-cavern,walking-around,16 - 63,40%,,,,,
lickitung,lickitung,brilliant-diamond-shining-pearl,shining-pearl,bogsunk-cavern,walking-around,16 - 63,50%,,,,,
lickitung,lickitung,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,fountainspring-cave,walking-around,16 - 63,30%,,,,,
lickitung,lickitung,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,lake-valor-sinnoh,swarm,"34, 36",40%,,,,,
lickitung,lickitung,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,riverbank-cave,walking-around,16 - 63,70%,,,,,
lickitung,lickitung,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,spacious-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
lickitung,lickitung,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,spacious-cave,walking-around,16 - 63,19%,,Added after obtaining the National PokéDex,,,
lickitung,lickitung,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,still-water-cavern,walking-around,16 - 63,70%,,Added after obtaining the National PokéDex,,,
lickitung,lickitung,brilliant-diamond-shining-pearl,brilliant-diamond,swampy-cave,walking-around,16 - 63,40%,,Added after obtaining the National PokéDex,,,
lickitung,lickitung,brilliant-diamond-shining-pearl,shining-pearl,swampy-cave,walking-around,16 - 63,50%,,Added after obtaining the National PokéDex,,,
lileep,lileep,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,oreburgh-mining-museum,revive,1,one,,{Root Fossil;ITEM;root-fossil},,,
lombre,lombre,brilliant-diamond-shining-pearl,shining-pearl,fountainspring-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
lombre,lombre,brilliant-diamond-shining-pearl,shining-pearl,grassland-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
lombre,lombre,brilliant-diamond-shining-pearl,shining-pearl,riverbank-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
lombre,lombre,brilliant-diamond-shining-pearl,shining-pearl,still-water-cavern,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
lombre,lombre,brilliant-diamond-shining-pearl,shining-pearl,sunlit-cavern,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
lotad,lotad,brilliant-diamond-shining-pearl,shining-pearl,fountainspring-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
lotad,lotad,brilliant-diamond-shining-pearl,shining-pearl,grassland-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
lotad,lotad,brilliant-diamond-shining-pearl,shining-pearl,riverbank-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
lotad,lotad,brilliant-diamond-shining-pearl,shining-pearl,still-water-cavern,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
lotad,lotad,brilliant-diamond-shining-pearl,shining-pearl,sunlit-cavern,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
loudred,loudred,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,mount-coronet-mountainside,poke-radar,39 - 40,22%,,,,,
lugia,lugia,brilliant-diamond-shining-pearl,shining-pearl,ramanas-park-squall-room,special-encounter,70,one,,Inser the {Squall Slate;ITEM;squall-slate} to battle.,,,
lumineon,lumineon,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,canalave-city,fishing-super-rod,20 - 50,45%,,,,,
lumineon,lumineon,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,fuego-ironworks,fishing-super-rod,20 - 50,45%,,,,,
lumineon,lumineon,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,iron-island-outside,fishing-super-rod,20 - 50,45%,,,,,
lumineon,lumineon,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-205-sinnoh-southern-part,fishing-super-rod,20 - 50,45%,,,,,
lumineon,lumineon,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-218-sinnoh,fishing-super-rod,20 - 50,45%,,,,,
lumineon,lumineon,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-219-sinnoh,fishing-super-rod,20 - 50,45%,,,,,
lumineon,lumineon,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-220-sinnoh,fishing-super-rod,30 - 40,15%,,,,,
lumineon,lumineon,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-221-sinnoh,fishing-super-rod,20 - 50,45%,,,,,
lumineon,lumineon,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,valley-windworks,fishing-super-rod,30 - 50,45%,,,,,
lunatone,lunatone,brilliant-diamond-shining-pearl,shining-pearl,dazzling-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
lunatone,lunatone,brilliant-diamond-shining-pearl,shining-pearl,riverbank-cave,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
lunatone,lunatone,brilliant-diamond-shining-pearl,shining-pearl,stargleam-cavern,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
lunatone,lunatone,brilliant-diamond-shining-pearl,shining-pearl,still-water-cavern,walking-around,16 - 63,varies,,Added after obtaining the National PokéDex,,,
luvdisc,luvdisc,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,pokemon-league-sinnoh,fishing-super-rod,20 - 30,15%,,,,,
luvdisc,luvdisc,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,route-224-sinnoh,fishing-super-rod,20 - 30,15%,,,,,
luxio,luxio,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,fuego-ironworks,walking-tall-grass,29,10%,,,,,
luxio,luxio,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,grassland-cave,walking-around,42 - 63,varies,,Added after earning the Icicle Badge,,,
luxio,luxio,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,spacious-cave,walking-around,42 - 63,varies,,Added after earning the Icicle Badge,,,
luxio,luxio,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,sunlit-cavern,walking-around,42 - 63,varies,,Added after earning the Icicle Badge,,,
luxio,luxio,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,whiteout-cave,walking-around,42 - 63,varies,,Added after earning the Icicle Badge,,,
machoke,machoke,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,acuity-lakefront,walking-tall-grass,35,,,,,10%,10%
machoke,machoke,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,acuity-lakefront,walking-tall-grass,36,,,,,10%,
machoke,machoke,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,grassland-cave,walking-around,25 - 63,varies,,Added after obtaining TM97 (Defog),,,
machoke,machoke,brilliant-diamond-shining-pearl,brilliant-diamond;shining-pearl,mount-coronet-b1f,walking-around,31,10%,,,,,
