item,generation,pocket,version_group,version
tm80,4,tms-and-hms,,
tm80,5,tms-and-hms,,
tm80,6,tms-and-hms,,
tm80,7,tms,sun-moon,
tm80,7,tms,ultra-sun-ultra-moon,
tm80,8,tms,,
tm80,9,tms,,
tm81,4,tms-and-hms,,
tm81,5,tms-and-hms,,
tm81,6,tms-and-hms,,
tm81,7,tms,sun-moon,
tm81,7,tms,ultra-sun-ultra-moon,
tm81,8,tms,,
tm81,9,tms,,
tm82,4,tms-and-hms,,
tm82,5,tms-and-hms,,
tm82,6,tms-and-hms,,
tm82,7,tms,sun-moon,
tm82,7,tms,ultra-sun-ultra-moon,
tm82,8,tms,sword-shield,
tm82,9,tms,scarlet-violet,
tm83,4,tms-and-hms,,
tm83,5,tms-and-hms,,
tm83,6,tms-and-hms,,
tm83,7,tms,sun-moon,
tm83,7,tms,ultra-sun-ultra-moon,
tm83,8,tms,,
tm83,9,tms,,
tm84,4,tms-and-hms,,
tm84,5,tms-and-hms,,
tm84,6,tms-and-hms,,
tm84,7,tms,sun-moon,
tm84,7,tms,ultra-sun-ultra-moon,
tm84,8,tms,,
tm84,9,tms,,
tm85,4,tms-and-hms,,
tm85,5,tms-and-hms,,
tm85,6,tms-and-hms,,
tm85,7,tms,sun-moon,
tm85,7,tms,ultra-sun-ultra-moon,
tm85,8,tms,,
tm85,9,tms,,
tm86,4,tms-and-hms,,
tm86,5,tms-and-hms,,
tm86,6,tms-and-hms,,
tm86,7,tms,sun-moon,
tm86,7,tms,ultra-sun-ultra-moon,
tm86,8,tms,,
tm86,9,tms,,
tm87,4,tms-and-hms,,
tm87,5,tms-and-hms,,
tm87,6,tms-and-hms,,
tm87,7,tms,sun-moon,
tm87,7,tms,ultra-sun-ultra-moon,
tm87,8,tms,sword-shield,
tm87,9,tms,scarlet-violet,
tm88,4,tms-and-hms,,
tm88,5,tms-and-hms,,
tm88,6,tms-and-hms,,
tm88,7,tms,sun-moon,
tm88,7,tms,ultra-sun-ultra-moon,
tm88,8,tms,sword-shield,
tm88,9,tms,scarlet-violet,
tm89,4,tms-and-hms,,
tm89,5,tms-and-hms,,
tm89,6,tms-and-hms,,
tm89,7,tms,sun-moon,
tm89,7,tms,ultra-sun-ultra-moon,
tm89,8,tms,,
tm89,9,tms,,
tm90,4,tms-and-hms,,
tm90,5,tms-and-hms,,
tm90,6,tms-and-hms,,
tm90,7,tms,sun-moon,
tm90,7,tms,ultra-sun-ultra-moon,
tm90,8,tms,,
tm90,9,tms,,
tm91,4,tms-and-hms,,
tm91,5,tms-and-hms,,
tm91,6,tms-and-hms,,
tm91,7,tms,sun-moon,
tm91,7,tms,ultra-sun-ultra-moon,
tm91,8,tms,,
tm91,9,tms,,
tm92,4,tms-and-hms,,
tm92,5,tms-and-hms,,
tm92,6,tms-and-hms,,
tm92,7,tms,sun-moon,
tm92,7,tms,ultra-sun-ultra-moon,
tm92,8,tms,,
tm92,9,tms,,
tm93,5,tms-and-hms,,
tm93,6,tms-and-hms,,
tm93,7,tms,sun-moon,
tm93,7,tms,ultra-sun-ultra-moon,
tm93,8,tms,,
tm93,9,tms,,
tm94,5,tms-and-hms,,
tm94,6,tms-and-hms,,
tm94,7,tms,sun-moon,
tm94,7,tms,ultra-sun-ultra-moon,
tm94,8,tms,,
tm94,9,tms,,
tm95,5,tms-and-hms,,
tm95,6,tms-and-hms,,
tm95,7,tms,sun-moon,
tm95,7,tms,ultra-sun-ultra-moon,
tm95,8,tms,,
tm95,9,tms,,
tm96,6,tms-and-hms,,
tm96,7,tms,sun-moon,
tm96,7,tms,ultra-sun-ultra-moon,
tm96,8,tms,,
tm96,9,tms,,
tm97,6,tms-and-hms,,
tm97,7,tms,sun-moon,
tm97,7,tms,ultra-sun-ultra-moon,
tm97,8,tms,,
tm97,9,tms,,
tm98,6,tms-and-hms,,
tm98,7,tms,sun-moon,
tm98,7,tms,ultra-sun-ultra-moon,
tm98,8,tms,,
tm98,9,tms,,
tm99,6,tms-and-hms,,
tm99,7,tms,sun-moon,
tm99,7,tms,ultra-sun-ultra-moon,
tm99,8,tms,,
tm99,9,tms,,
tm100,6,tms-and-hms,,
tm100,7,tms,sun-moon,
tm100,7,tms,ultra-sun-ultra-moon,
tm100,8,tms,,
tm100,9,tms,,
tm101,9,tms,,
tm102,9,tms,,
tm103,9,tms,,
tm104,9,tms,,
tm105,9,tms,,
tm106,9,tms,,
tm107,9,tms,,
tm108,9,tms,,
tm109,9,tms,,
tm110,9,tms,,
tm111,9,tms,,
tm112,9,tms,,
tm113,9,tms,,
tm114,9,tms,,
tm115,9,tms,,
tm116,9,tms,,
tm117,9,tms,,
tm118,9,tms,,
tm119,9,tms,,
tm120,9,tms,,
tm121,9,tms,,
tm122,9,tms,,
tm123,9,tms,,
tm124,9,tms,,
tm125,9,tms,,
tm126,9,tms,scarlet-violet,
tm127,9,tms,scarlet-violet,
tm128,9,tms,scarlet-violet,
tm129,9,tms,,
tm130,9,tms,,
tm131,9,tms,,
tm132,9,tms,,
tm133,9,tms,,
tm134,9,tms,scarlet-violet,
tm135,9,tms,,
tm136,9,tms,,
tm137,9,tms,,
tm138,9,tms,,
tm139,9,tms,,
tm140,9,tms,,
tm141,9,tms,scarlet-violet,
tm142,9,tms,,
tm143,9,tms,,
tm144,9,tms,,
tm145,9,tms,scarlet-violet,
tm146,9,tms,,
tm147,9,tms,,
tm148,9,tms,,
tm149,9,tms,,
tm150,9,tms,,
tm151,9,tms,,
tm152,9,tms,,
tm153,9,tms,,
tm154,9,tms,,
tm155,9,tms,,
tm156,9,tms,,
tm157,9,tms,,
tm158,9,tms,,
tm159,9,tms,,
tm160,9,tms,,
tm161,9,tms,scarlet-violet,
tm162,9,tms,scarlet-violet,
tm163,9,tms,,
tm164,9,tms,scarlet-violet,
tm165,9,tms,scarlet-violet,
tm166,9,tms,scarlet-violet,
tm167,9,tms,,
tm168,9,tms,,
tm169,9,tms,scarlet-violet,
tm170,9,tms,scarlet-violet,
tm171,9,tms,scarlet-violet,
tm172,9,tms,scarlet-violet,
tm173,9,tms,,
tm174,9,tms,scarlet-violet,
tm175,9,tms,,
tm176,9,tms,,
tm177,9,tms,scarlet-violet,
tm178,9,tms,,
tm179,9,tms,scarlet-violet,
tm180,9,tms,,
tm181,9,tms,scarlet-violet,
tm182,9,tms,scarlet-violet,
tm183,9,tms,scarlet-violet,
tm184,9,tms,scarlet-violet,
tm185,9,tms,,
tm186,9,tms,,
tm187,9,tms,,
tm188,9,tms,,
tm189,9,tms,scarlet-violet,
tm190,9,tms,,
tm191,9,tms,,
tm192,9,tms,,
tm193,9,tms,,
tm194,9,tms,,
tm195,9,tms,,
tm196,9,tms,,
tm197,9,tms,,
tm198,9,tms,,
tm199,9,tms,scarlet-violet,
tm200,9,tms,,
tm201,9,tms,,
tm202,9,tms,scarlet-violet,
tm203,9,tms,scarlet-violet,
tm204,9,tms,scarlet-violet,
tm205,9,tms,scarlet-violet,
tm206,9,tms,,
tm207,9,tms,scarlet-violet,
tm208,9,tms,scarlet-violet,
tm209,9,tms,scarlet-violet,
tm210,9,tms,scarlet-violet,
tm211,9,tms,scarlet-violet,
tm212,9,tms,scarlet-violet,
tm213,9,tms,,
tm214,9,tms,,
tm215,9,tms,scarlet-violet,
tm216,9,tms,,
tm217,9,tms,,
tm218,9,tms,,
tm219,9,tms,scarlet-violet,
tm220,9,tms,scarlet-violet,
tm221,9,tms,scarlet-violet,
tm222,9,tms,scarlet-violet,
tm223,9,tms,scarlet-violet,
tm224,9,tms,,
tm225,9,tms,scarlet-violet,
tm226,9,tms,,
tm227,9,tms,,
tm228,9,tms,scarlet-violet,
tm229,9,tms,scarlet-violet,
tmv-pass,6,key-items,,
tmv-pass,7,key-items,,
tofu,9,picnic-items,scarlet-violet,
tomato,9,picnic-items,,
tough-candy,7,candy-jar,,
tough-candy-l,7,candy-jar,lets-go-pikachu-lets-go-eevee,
tough-candy-xl,7,candy-jar,,
town-map,1,key-items,,
town-map,3,key-items,firered-leafgreen,
town-map,3,key-items,emerald,emerald
town-map,4,key-items,,
town-map,5,key-items,,
town-map,6,key-items,,
town-map,7,key-items,,
toxic-orb,4,items,,
toxic-orb,5,items,,
toxic-orb,6,items,,
toxic-orb,7,items,,
toxic-orb,8,items,,
toxic-orb,9,items,,
toxic-plate,4,items,,
toxic-plate,5,items,,
toxic-plate,6,items,,
toxic-plate,7,items,,
toxic-plate,8,items,brilliant-diamond-shining-pearl,
toxic-plate,9,items,,
tr00,8,tms,,
tr01,8,tms,,
tr02,8,tms,,
tr03,8,tms,,
tr04,8,tms,sword-shield,
tr05,8,tms,sword-shield,
tr06,8,tms,,
tr07,8,tms,sword-shield,
tr08,8,tms,,
tr09,8,tms,sword-shield,
tr10,8,tms,,
tr11,8,tms,,
tr12,8,tms,,
tr13,8,tms,,
tr14,8,tms,,
tr15,8,tms,,
tr16,8,tms,,
tr17,8,tms,sword-shield,
tr18,8,tms,,
tr19,8,tms,,
tr20,8,tms,,
tr21,8,tms,,
tr22,8,tms,,
tr23,8,tms,,
tr24,8,tms,,
tr25,8,tms,,
tr26,8,tms,,
tr27,8,tms,,
tr28,8,tms,,
tr29,8,tms,sword-shield,
tr30,8,tms,sword-shield,
tr31,8,tms,,
tr32,8,tms,sword-shield,
tr33,8,tms,,
tr34,8,tms,,
tr35,8,tms,,
tr36,8,tms,,
tr37,8,tms,,
tr38,8,tms,,
tr39,8,tms,,
tr40,8,tms,,
tr41,8,tms,,
tr42,8,tms,sword-shield,
tr43,8,tms,,
tr44,8,tms,,
tr45,8,tms,,
tr46,8,tms,,
tr47,8,tms,,
tr48,8,tms,sword-shield,
tr49,8,tms,,
tr50,8,tms,,
tr51,8,tms,,
tr52,8,tms,sword-shield,
tr53,8,tms,,
tr54,8,tms,,
tr55,8,tms,,
tr56,8,tms,,
tr57,8,tms,,
tr58,8,tms,,
tr59,8,tms,sword-shield,
tr60,8,tms,,
tr61,8,tms,sword-shield,
tr62,8,tms,,
tr63,8,tms,,
tr64,8,tms,,
tr65,8,tms,sword-shield,
tr66,8,tms,sword-shield,
tr67,8,tms,,
tr68,8,tms,,
tr69,8,tms,sword-shield,
tr70,8,tms,sword-shield,
tr71,8,tms,,
tr72,8,tms,,
tr73,8,tms,sword-shield,
tr74,8,tms,,
tr75,8,tms,sword-shield,
tr76,8,tms,,
tr77,8,tms,,
tr78,8,tms,,
tr79,8,tms,,
tr80,8,tms,,
tr81,8,tms,,
tr82,8,tms,,
tr83,8,tms,sword-shield,
tr84,8,tms,sword-shield,
tr85,8,tms,,
tr86,8,tms,sword-shield,
tr87,8,tms,sword-shield,
tr88,8,tms,,
tr89,8,tms,,
tr90,8,tms,sword-shield,
tr91,8,tms,sword-shield,
tr92,8,tms,sword-shield,
tr93,8,tms,,
tr94,8,tms,,
tr95,8,tms,sword-shield,
tr96,8,tms,sword-shield,
tr97,8,tms,sword-shield,
tr98,8,tms,,
tr99,8,tms,,
tri-pass,3,key-items,firered-leafgreen,
tri-pass,3,key-items,emerald,emerald
tropic-mail,3,items,,
tropical-shell,7,items,,
tumblestone,8,items,,
tunnel-mail,4,mail,,
twisted-spoon,2,items,,
twisted-spoon,3,items,,
twisted-spoon,4,items,,
twisted-spoon,5,items,,
twisted-spoon,6,items,,
twisted-spoon,7,items,,
twisted-spoon,8,items,,
twisted-spoon,9,items,,
tyranitarite,6,items,,
tyranitarite,7,items,,
ultra-ball,1,items,,
ultra-ball,2,poke-balls,,
ultra-ball,3,poke-balls,,
ultra-ball,4,poke-balls,,
ultra-ball,5,items,,
ultra-ball,6,items,,
ultra-ball,7,items,,
ultra-ball,8,poke-balls,,
ultra-ball,9,poke-balls,,
ultranecrozium-z--held,7,z-crystals,ultra-sun-ultra-moon,
unown-report,4,key-items,heartgold-soulsilver,
unown-report,5,key-items,,
unown-report,6,key-items,,
unown-report,7,key-items,,
unremarkable-teacup,9,items,scarlet-violet,
up-grade,2,items,,
up-grade,5,items,,
up-grade,8,items,sword-shield,
utility-umbrella,8,items,sword-shield,
utility-umbrella,9,items,scarlet-violet,
vee-vee-pick,9,picnic-items,scarlet-violet,
venonat-candy,7,candy-jar,lets-go-pikachu-lets-go-eevee,
venusaurite,6,items,,
venusaurite,7,items,,
vinegar,9,picnic-items,scarlet-violet,
violet-book,9,key-items,scarlet-violet,
virizion-treat,9,key-items,scarlet-violet,
voltorb-candy,7,candy-jar,lets-go-pikachu-lets-go-eevee,
vs-recorder,4,key-items,platinum,platinum
vs-recorder,4,key-items,heartgold-soulsilver,
vs-recorder,5,key-items,,
vs-recorder,6,key-items,,
vs-recorder,7,key-items,,
vs-seeker,3,key-items,firered-leafgreen,
vs-seeker,4,key-items,,
vs-seeker,5,key-items,,
vs-seeker,6,key-items,,
vs-seeker,7,key-items,,
vs-seeker,8,key-items,brilliant-diamond-shining-pearl,
vulpix-candy,7,candy-jar,lets-go-pikachu-lets-go-eevee,
wacan-berry,4,berries,,
wacan-berry,5,berries,,
wacan-berry,6,berries,,
wacan-berry,7,berries,,
wacan-berry,8,berries,,
wacan-berry,9,berries,,
wailmer-pail,3,key-items,,
wailmer-pail,6,key-items,omega-ruby-alpha-sapphire,
wailmer-pail,7,key-items,,
warding-charm,8,items,,
wasabi,9,picnic-items,scarlet-violet,
water-gem,5,items,,
water-gem,6,items,,
water-gem,7,items,,
water-memory,7,items,,
water-memory,8,items,sword-shield,
water-stone,1,items,,
water-stone,8,items,,
water-stone,9,items,,
water-tera-shard,9,items,scarlet-violet,
watercress,9,picnic-items,scarlet-violet,
waterium-z--held,7,z-crystals,,
watmel-berry,3,berries,ruby-sapphire,
watmel-berry,3,berries,emerald,emerald
watmel-berry,3,berry-pouch,firered-leafgreen,
watmel-berry,4,berries,,
watmel-berry,5,berries,,
watmel-berry,6,berries,,
watmel-berry,7,berries,,
watmel-berry,8,berries,,
wave-incense,4,items,,
wave-incense,5,items,,
wave-incense,6,items,,
wave-incense,7,items,,
wave-incense,8,items,sword-shield,
wave-mail,3,items,,
weakness-policy,6,items,,
weakness-policy,7,items,,
weakness-policy,8,items,,
weakness-policy,9,items,,
weedle-candy,7,candy-jar,lets-go-pikachu-lets-go-eevee,
wellspring-mask,9,items,scarlet-violet,
wepear-berry,3,berries,ruby-sapphire,
wepear-berry,3,berries,emerald,emerald
wepear-berry,3,berry-pouch,firered-leafgreen,
wepear-berry,4,berries,,
wepear-berry,5,berries,,
wepear-berry,6,berries,,
wepear-berry,7,berries,,
wepear-berry,8,berries,,
whimsical-chairs,9,picnic-items,scarlet-violet,
whimsical-tablecloth,9,picnic-items,scarlet-violet,
whipped-cream,9,picnic-items,,
whipped-dream,6,items,,
whipped-dream,7,items,,
whipped-dream,8,items,sword-shield,
white-apricorn,2,items,,
white-apricorn,4,items,heartgold-soulsilver,
white-apricorn,5,items,,
white-apricorn,6,items,,
white-apricorn,7,items,,
white-apricorn,8,items,,
white-apricorn,9,items,,
white-dish,9,picnic-items,scarlet-violet,
white-flute,3,items,,
white-flute,4,items,,
white-flute,5,items,,
white-flute,6,items,,
white-flute,7,items,,
white-herb,3,items,,
white-herb,4,items,,
white-herb,5,items,,
white-herb,8,items,,
white-herb,9,items,,
white-mane-hair,8,key-items,sword-shield,
wide-lens,4,items,,
wide-lens,5,held-items,,
wide-lens,6,items,,
wide-lens,7,items,,
wide-lens,8,items,,
wide-lens,9,items,,
wiki-berry,3,berries,ruby-sapphire,
wiki-berry,3,berries,emerald,emerald
wiki-berry,3,berry-pouch,firered-leafgreen,
wiki-berry,4,berries,,
winking-pika-pick,9,picnic-items,scarlet-violet,
wise-glasses,4,items,,
wise-glasses,5,items,,
wise-glasses,6,items,,
wise-glasses,7,items,,
wise-glasses,8,items,,
wise-glasses,9,items,,
wishing-chip,8,items,,
wishing-piece,8,items,sword-shield,
wishing-star,8,key-items,,
wood-mail,3,items,,
wooden-crown,8,key-items,sword-shield,
works-key,4,key-items,,
works-key,5,key-items,,
works-key,6,key-items,,
works-key,7,key-items,,
works-key,8,key-items,brilliant-diamond-shining-pearl,
x-accuracy,1,items,,
x-accuracy,2,items,,
x-accuracy,3,items,,
x-accuracy,4,battle-items,,
x-accuracy,5,items,,
x-accuracy,6,items,,
x-accuracy,7,items,,
x-accuracy,8,battle-items,,
x-accuracy,9,battle-items,,
x-accuracy-2,5,items,black-white,
x-accuracy-2,5,items,black-2-white-2,
x-accuracy-3,5,items,black-white,
x-accuracy-3,5,items,black-2-white-2,
x-accuracy-6,5,items,black-white,
x-accuracy-6,5,items,black-2-white-2,
x-attack,1,items,,
x-attack,2,items,,
x-attack,3,items,,
x-attack,4,battle-items,,
x-attack,5,items,,
x-attack,6,items,,
x-attack,7,items,,
x-attack,8,battle-items,,
x-attack,9,battle-items,,
x-attack-2,5,items,black-white,
x-attack-2,5,items,black-2-white-2,
x-attack-3,5,items,black-white,
x-attack-3,5,items,black-2-white-2,
x-attack-6,5,items,black-white,
x-attack-6,5,items,black-2-white-2,
x-defend-2,5,items,black-white,
x-defend-2,5,items,black-2-white-2,
x-defend-3,5,items,black-white,
x-defend-3,5,items,black-2-white-2,
x-defend-6,5,items,black-white,
x-defend-6,5,items,black-2-white-2,
x-defense,1,items,,
x-defense,2,items,,
x-defense,3,items,,
x-defense,4,battle-items,,
x-defense,5,items,,
x-defense,6,items,,
x-defense,7,items,,
x-defense,8,battle-items,,
x-defense,9,battle-items,,
x-sp-atk,1,items,,
x-sp-atk,2,items,,
x-sp-atk,3,items,,
x-sp-atk,4,battle-items,,
x-sp-atk,5,items,,
x-sp-atk,6,items,,
x-sp-atk,7,items,,
x-sp-atk,8,battle-items,,
x-sp-atk,9,battle-items,,
x-sp-atk-2,5,items,black-white,
x-sp-atk-2,5,items,black-2-white-2,
x-sp-atk-3,5,items,black-white,
x-sp-atk-3,5,items,black-2-white-2,
x-sp-atk-6,5,items,black-white,
x-sp-atk-6,5,items,black-2-white-2,
x-sp-def,4,battle-items,,
x-sp-def,5,items,,
x-sp-def,6,items,,
x-sp-def,7,items,,
x-sp-def,8,battle-items,,
x-sp-def,9,battle-items,,
x-sp-def-2,5,items,black-white,
x-sp-def-2,5,items,black-2-white-2,
x-sp-def-3,5,items,black-white,
x-sp-def-3,5,items,black-2-white-2,
x-sp-def-6,5,items,black-white,
x-sp-def-6,5,items,black-2-white-2,
x-speed,1,items,,
x-speed,2,items,,
x-speed,3,items,,
x-speed,4,battle-items,,
x-speed,5,items,,
x-speed,6,items,,
x-speed,7,items,,
x-speed,8,battle-items,,
x-speed,9,battle-items,,
x-speed-2,5,items,black-white,
x-speed-2,5,items,black-2-white-2,
x-speed-3,5,items,black-white,
x-speed-3,5,items,black-2-white-2,
x-speed-6,5,items,black-white,
x-speed-6,5,items,black-2-white-2,
xtransceiver,5,key-items,,
xtransceiver,6,key-items,,
xtransceiver,7,key-items,,
yache-berry,4,berries,,
yache-berry,5,berries,,
yache-berry,6,berries,,
yache-berry,7,berries,,
yache-berry,8,berries,,
yache-berry,9,berries,,
yarn-ball,9,picnic-items,scarlet-violet,
yellow-apricorn,2,items,,
yellow-apricorn,4,items,heartgold-soulsilver,
yellow-apricorn,5,items,,
yellow-apricorn,6,items,,
yellow-apricorn,7,items,,
yellow-apricorn,8,items,,
yellow-apricorn,9,items,,
yellow-bell-pepper,9,picnic-items,scarlet-violet,
yellow-bottle,9,picnic-items,scarlet-violet,
yellow-chairs,9,picnic-items,scarlet-violet,
yellow-cup,9,picnic-items,scarlet-violet,
yellow-dish,9,picnic-items,scarlet-violet,
yellow-flute,3,items,,
yellow-flute,4,battle-items,,
yellow-flute,5,items,,
yellow-flute,6,items,x-y,
yellow-flute,6,medicine,omega-ruby-alpha-sapphire,
yellow-flute,7,medicine,,
yellow-nectar,7,items,,
yellow-nectar,9,items,,
yellow-petal,7,key-items,ultra-sun-ultra-moon,
yellow-scarf,3,items,,
yellow-scarf,4,items,,
yellow-scarf,5,items,,
yellow-scarf,6,items,,
yellow-scarf,7,items,,
yellow-scarf,8,items,,
yellow-shard,3,items,,
yellow-shard,4,items,,
yellow-shard,5,items,,
yellow-shard,6,items,,
yellow-shard,7,items,,
yellow-shard,8,items,sword-shield,
yellow-tablecloth,9,picnic-items,scarlet-violet,
yogurt,9,picnic-items,scarlet-violet,
z-power-ring,7,key-items,ultra-sun-ultra-moon,
z-ring,7,key-items,sun-moon,
zap-plate,4,items,,
zap-plate,5,items,,
zap-plate,6,items,,
zap-plate,7,items,,
zap-plate,8,items,brilliant-diamond-shining-pearl,
zap-plate,9,items,,
zapdos-candy,7,candy-jar,lets-go-pikachu-lets-go-eevee,
zapdos-treat,9,key-items,scarlet-violet,
zekrom-treat,9,key-items,scarlet-violet,
zinc,3,items,,
zinc,4,medicine,,
zinc,5,medicine,,
zinc,6,medicine,,
zinc,7,medicine,,
zinc,8,items,,
zinc,9,items,,
zoom-lens,4,items,,
zoom-lens,5,items,,
zoom-lens,6,items,,
zoom-lens,7,items,,
zoom-lens,8,items,,
zoom-lens,9,items,,
zubat-candy,7,candy-jar,lets-go-pikachu-lets-go-eevee,
zygarde-cube,7,key-items,,
zygarde-cube,8,key-items,sword-shield,
