identifier,id,category,category_pokedb,cost,fling_power,fling_effect,introduced_generation,flags,is_consumable,is_holdable,is_field_usable,is_battle_usable,description,source
lost-item,478,plot-advancement,key-items,0,,,2,,0,0,0,0,A Poké Doll belonging to the Copycat that was lost and must be returned to her.,both
pass,479,plot-advancement,key-items,0,,,2,,0,0,0,0,A key item required to board the Magnet Train between Goldenrod City and Saffron City.,both
machine-part,480,plot-advancement,key-items,0,,,2,,0,0,1,0,An important machine part that was stolen from the Power Plant.,both
silver-wing,481,plot-advancement,,0,,,2,,,,,,,pokeapi
rainbow-wing,482,plot-advancement,,0,,,2,,,,,,,pokeapi
mystery-egg,483,plot-advancement,key-items,0,,,2,,0,0,0,0,An unusual Egg found by the Day-Care Couple and given to Mr. Pokémon.,both
gb-sounds,484,gameplay,key-items,0,,,4,,0,0,1,0,A music player that changes the background music to nostalgic chiptune-style arrangements.,both
tidal-bell,485,plot-advancement,key-items,0,,,4,,0,0,1,0,"An old-fashioned bell with a gentle, soothing sound that is associated with Lugia.",both
data-card-01,486,data-cards,misc-items,0,,,4,,0,0,0,0,A card that records Pokéathlon victories.,both
data-card-02,487,data-cards,misc-items,0,,,4,,0,0,0,0,A card that records Pokéathlon losses.,both
data-card-03,488,data-cards,misc-items,0,,,4,,0,0,0,0,A card that records how many times Pokémon dashed in the Pokéathlon.,both
data-card-04,489,data-cards,misc-items,0,,,4,,0,0,0,0,A card that records how many times Pokémon jumped in the Pokéathlon.,both
data-card-05,490,data-cards,misc-items,0,,,4,,0,0,0,0,A card that records Hurdle Dash victories.,both
data-card-06,491,data-cards,misc-items,0,,,4,,0,0,0,0,A card that records Relay Run victories.,both
data-card-07,492,data-cards,misc-items,0,,,4,,0,0,0,0,A card that records Pennant Capture victories.,both
data-card-08,493,data-cards,misc-items,0,,,4,,0,0,0,0,A card that records Block Smash victories.,both
data-card-09,494,data-cards,misc-items,0,,,4,,0,0,0,0,A card that records Disc Catch victories.,both
data-card-10,495,data-cards,misc-items,0,,,4,,0,0,0,0,A card that records Snow Throw victories.,both
data-card-11,496,data-cards,misc-items,0,,,4,,0,0,0,0,A card that records points scored by Pokémon in the Pokéathlon.,both
data-card-12,497,data-cards,misc-items,0,,,4,,0,0,0,0,A card that records Pokémon failures in the Pokéathlon.,both
data-card-13,498,data-cards,misc-items,0,,,4,,0,0,0,0,A card that records how many times Pokémon impeded themselves.,both
data-card-14,499,data-cards,misc-items,0,,,4,,0,0,0,0,A card that records how many times Pokémon tackled in the Pokéathlon.,both
data-card-15,500,data-cards,misc-items,0,,,4,,0,0,0,0,A card that records how many times Pokémon fell down in the Pokéathlon.,both
data-card-16,501,data-cards,misc-items,0,,,4,,0,0,0,0,A card that records Ring Drop victories.,both
data-card-17,502,data-cards,misc-items,0,,,4,,0,0,0,0,A card that records Lamp Jump victories.,both
data-card-18,503,data-cards,misc-items,0,,,4,,0,0,0,0,A card that records Circle Push victories.,both
data-card-19,504,data-cards,misc-items,0,,,4,,0,0,0,0,A card that records Link Pokéathlon victories.,both
data-card-20,505,data-cards,misc-items,0,,,4,,0,0,0,0,A card that records Link Pokéathlon losses.,both
data-card-21,506,data-cards,misc-items,0,,,4,,0,0,0,0,A card that records event victories in the Pokéathlon.,both
data-card-22,507,data-cards,misc-items,0,,,4,,0,0,0,0,A card that records event losses in the Pokéathlon.,both
data-card-23,508,data-cards,misc-items,0,,,4,,0,0,0,0,A card that records how many times Pokémon were switched in the Pokéathlon.,both
data-card-24,509,data-cards,misc-items,0,,,4,,0,0,0,0,A card that records Goal Roll victories.,both
data-card-25,510,data-cards,misc-items,0,,,4,,0,0,0,0,A card that records individual prizes won by Pokémon.,both
data-card-26,511,data-cards,misc-items,0,,,4,,0,0,0,0,A card that records how many times Pokémon were instructed.,both
data-card-27,512,data-cards,misc-items,0,,,4,,0,0,0,0,A card that records time spent in the Pokéathlon.,both
lock-capsule,513,unused,key-items,0,,,4,,0,0,0,0,A sturdy capsule that can only be opened with a special key.,both
photo-album,514,unused,key-items,0,,,4,,0,0,1,0,A nice album for storing photos taken during the adventure.,both
orange-mail,515,all-mail,mail,50,,,3,,0,1,0,0,A type of Mail that can be held by a Pokémon to store and send a written message.,both
harbor-mail,516,all-mail,mail,50,,,3,,0,1,0,0,A piece of Mail featuring a Wingull print that can be held by a Pokémon to store a written message.,both
glitter-mail,517,all-mail,mail,50,,,3,,0,1,0,0,A decorative piece of Mail that can be held by a Pokémon to store a written message.,both
mech-mail,518,all-mail,mail,50,,,3,,0,1,0,0,A piece of Mail featuring a Magnemite print that can hold a written message when given to a Pokémon.,both
wood-mail,519,all-mail,mail,50,,,3,,0,1,0,0,A type of Mail that can be held by a Pokémon to store a written message.,both
wave-mail,520,all-mail,mail,50,,,3,,0,1,0,0,A type of Mail that can hold a custom Easy Chat message and be carried by a Pokémon.,both
bead-mail,521,all-mail,mail,50,,,3,,0,1,0,0,A type of Mail that can be held by a Pokémon to store a written message and display a sketch of the holder.,both
shadow-mail,522,all-mail,mail,50,,,3,,0,1,0,0,A Duskull-print Mail that can be held by a Pokémon to store a written message.,both
tropic-mail,523,all-mail,mail,50,,,3,,0,1,0,0,A type of Mail that can hold a written message and be held by a Pokémon.,both
dream-mail,524,all-mail,mail,50,,,3,,0,1,0,0,A type of Mail that can be held by a Pokémon to store a custom written message.,both
fab-mail,525,all-mail,mail,50,,,3,,0,1,0,0,A type of Mail that allows the holder to carry a written message using the Easy Chat system.,both
retro-mail,526,all-mail,mail,0,,,3,,0,1,0,0,A piece of Mail that can hold a written message and be carried by a Pokémon.,both
mach-bike,527,gameplay,key-items,0,,,3,,0,0,1,0,A folding bicycle that more than doubles the player's movement speed.,both
acro-bike,528,gameplay,key-items,0,,,3,,0,0,1,0,A folding bicycle that allows the rider to perform tricks such as wheelies and bunny hops to reach special areas.,both
wailmer-pail,529,gameplay,key-items,0,,,3,,0,0,1,0,"A watering can fashioned after a Wailmer, used to water planted Berries to promote healthy growth.",both
devon-goods,530,plot-advancement,,0,,,3,,,,,,,pokeapi
soot-sack,531,gameplay,key-items,0,,,3,,0,0,1,0,A sack used to gather and hold volcanic ash.,both
pokeblock-case,532,gameplay,key-items,0,,,3,,0,0,1,0,A case used to store Pokéblocks made with a Berry Blender.,both
letter,533,plot-advancement,key-items,0,,,3,,0,0,0,0,"A letter from Mr. Stone addressed to his son, Steven.",both
eon-ticket,534,event-items,key-items,0,,,3,,0,0,1,0,A special ticket that allows travel to Southern Island.,both
scanner,535,plot-advancement,key-items,0,,,3,,0,0,0,0,A device found inside abandoned or submerged facilities that can be exchanged with Captain Stern for special items.,both
go-goggles,536,gameplay,key-items,0,,,3,,0,0,1,0,Protective goggles that allow the wearer to pass through harsh desert sandstorms.,both
meteorite,537,plot-advancement,key-items,0,,,3,,0,0,1,0,"A meteorite from space that can be exchanged for items, fed to Rayquaza to enable Mega Evolution, or used to change Deoxys's forms.",both
rm-1-key,538,plot-advancement,,0,,,3,,,,,,,pokeapi
rm-2-key,539,plot-advancement,,0,,,3,,,,,,,pokeapi
rm-4-key,540,plot-advancement,,0,,,3,,,,,,,pokeapi
rm-6-key,541,plot-advancement,,0,,,3,,,,,,,pokeapi
devon-scope,542,gameplay,key-items,0,,,3,,0,0,1,0,A special device made by Devon Corporation that signals the presence of any unseen Pokémon.,both
oaks-parcel,543,plot-advancement,,0,,,,,,,,,,pokeapi
poke-flute,544,plot-advancement,key-items,0,,,1,,0,0,1,1,A flute that plays a beautiful melody capable of waking sleeping Pokémon.,both
bike-voucher,545,plot-advancement,key-items,0,,,1,,0,0,0,0,A voucher that can be exchanged at the Bike Shop for a free Bicycle.,both
gold-teeth,546,plot-advancement,key-items,0,,,1,,0,0,0,0,A set of golden false teeth lost by the Safari Zone Warden.,both
lift-key,547,plot-advancement,key-items,0,,,1,,0,0,1,0,A key that operates the elevator in Team Rocket's Hideout.,both
silph-scope,548,plot-advancement,key-items,0,,,1,,0,0,1,0,A scope made by Silph Co. that allows the user to identify ghosts and see what cannot normally be seen.,both
fame-checker,549,gameplay,key-items,0,,,3,,0,0,1,0,A device that records and recalls information and quotes about famous people.,both
tm-case,550,gameplay,key-items,0,,,3,,0,0,0,0,A case that stores the Technical Machines and Hidden Machines collected by the player.,both
berry-pouch,551,gameplay,key-items,0,,,3,,0,0,0,0,A pouch that stores the Berries the player collects.,both
teachy-tv,552,gameplay,key-items,0,,,3,,0,0,1,0,A television set tuned to a program that teaches players basic gameplay concepts through tutorials.,both
tri-pass,553,plot-advancement,key-items,0,,,3,,0,0,1,0,A key pass that allows travel via the Seagallop ferries between the first three Sevii Islands.,both
rainbow-pass,554,plot-advancement,key-items,0,,,3,,0,0,1,0,A pass that allows ferry travel between Vermilion City and the Sevii Islands.,both
tea,555,plot-advancement,key-items,0,,,3,,0,0,1,0,Aromatic tea prepared by an old lady that can be given to guards to gain access to Saffron City.,both
mysticticket,556,event-items,,0,,,3,,,,,,,pokeapi
auroraticket,557,event-items,,0,,,3,,,,,,,pokeapi
powder-jar,558,gameplay,key-items,0,,,3,,0,0,0,0,A jar used to store Berry Powder produced by the Berry Crush minigame.,both
ruby,559,plot-advancement,key-items,0,,,3,,0,0,0,0,"An exquisitely beautiful, red-glowing gem that symbolizes passion and is used to repair the Pokémon Network Machine.",both
sapphire,560,plot-advancement,key-items,0,,,3,,0,0,0,0,A brilliant blue gemstone used to restore the Network Machine connection to the Hoenn region.,both
magma-emblem,561,plot-advancement,key-items,0,,,3,,0,0,1,0,A medal-like key item bearing Team Magma's mark that opens a hidden entrance to their hideout.,both
old-sea-map,562,event-items,key-items,0,,,3,,0,0,1,0,"An event-exclusive key item that allows travel to Faraway Island, where Mew can be encountered.",both
douse-drive,563,species-specific,held-items,0,70,,5,,0,1,1,1,A cassette held by Genesect that changes Techno Blast into a Water-type move.,both
shock-drive,564,species-specific,held-items,0,70,,5,,0,1,1,1,A cassette to be held by Genesect that changes Techno Blast into an Electric-type move.,both
burn-drive,565,species-specific,held-items,0,70,,5,,0,1,1,1,A cassette to be held by Genesect that changes Techno Blast into a Fire-type move.,both
chill-drive,566,species-specific,held-items,0,70,,5,,0,1,0,0,A cassette to be held by Genesect that changes its Techno Blast move to the Ice type.,both
sweet-heart,567,healing,medicine,3000,30,,5,,1,1,1,1,"A piece of very sweet, heart-shaped chocolate that restores a Pokémon’s HP.",both
greet-mail,568,all-mail,mail,50,,,5,,0,1,0,0,Stationery designed for introductory greetings that can be held by a Pokémon to deliver a written message.,both
favored-mail,569,all-mail,mail,50,,,5,,0,1,0,0,Stationery designed for writing about your favorite things that can be held by a Pokémon for delivery.,both
rsvp-mail,570,all-mail,mail,50,,,5,,0,1,0,0,Stationery designed for invitations that can be held by a Pokémon to deliver a written message.,both
thanks-mail,571,all-mail,mail,50,,,5,,0,1,0,0,Stationery designed for sending a thank-you message that can be held by a Pokémon for delivery.,both
inquiry-mail,572,all-mail,mail,50,,,5,,0,1,0,0,Stationery designed for writing questions that can be held by a Pokémon and delivered to another game.,both
like-mail,573,all-mail,mail,50,,,5,,0,1,0,0,Stationery designed for writing recommendations and sending messages when held by a Pokémon.,both
reply-mail,574,all-mail,mail,50,,,5,,0,1,0,0,Stationery designed for writing a reply that can be held by a Pokémon to deliver a written message.,both
bridge-mail-s,575,all-mail,,50,,,5,,,,,,,pokeapi
bridge-mail-d,576,all-mail,,50,,,5,,,,,,,pokeapi
bridge-mail-t,577,all-mail,,50,,,5,,,,,,,pokeapi
bridge-mail-v,578,all-mail,,50,,,5,,,,,,,pokeapi
bridge-mail-m,579,all-mail,,50,,,5,,,,,,,pokeapi
prism-scale,580,evolution,evolution-items,2000,30,,5,,1,1,0,0,A mysterious scale that allows Feebas to evolve into Milotic when traded while holding it.,both
eviolite,581,held-items,held-items,4000,40,,5,,0,1,0,0,A held item that boosts the Defense and Special Defense of a Pokémon that is not fully evolved.,both
float-stone,582,held-items,held-items,4000,30,,5,,0,1,0,0,A very light stone that reduces the weight of the Pokémon holding it.,both
rocky-helmet,583,held-items,held-items,4000,60,,5,,0,1,0,0,A held item that damages opposing Pokémon that make contact with the holder.,both
air-balloon,584,held-items,held-items,4000,10,,5,,0,1,0,1,"A held item that makes the holder float above the ground until it is hit, at which point it bursts.",both
red-card,585,held-items,held-items,4000,10,,5,,1,1,0,1,A consumable held item that forces an attacking Pokémon to switch out when the holder is hit by a damaging move.,both
