species,genus_en,genus_ja,genus_ja_hrkt,genus_fr,genus_de,genus_es,genus_es_419,genus_it,genus_ko,genus_zh_hant,genus_zh_hans
360,Bright Pokémon,ほがらかポケモン,ほがらかポケモン,Pokémon Ravi,Strahlekind-Pokémon,Pokémon Radiante,Pokémon Radiante,Pokémon Brillante,명랑포켓몬,開朗寶可夢,开朗宝可梦
361,Snow Hat Pokémon,ゆきかさポケモン,ゆきかさポケモン,Pokémon Capuche,Schneehut-Pokémon,Pokémon Gorro Nieve,Pokémon Gorro Nieve,Pokémon Cappelneve,눈우산포켓몬,雪笠寶可夢,雪笠宝可梦
362,Face Pokémon,がんめんポケモン,がんめんポケモン,Pokémon Face,Antlitz-Pokémon,Pokémon Cara,Pokémon Cara,Pokémon Tuttomuso,얼굴포켓몬,臉面寶可夢,脸面宝可梦
363,Clap Pokémon,てたたきポケモン,てたたきポケモン,Pokémon Clap Clap,Applaus-Pokémon,Pokémon Aplauso,Pokémon Aplauso,Pokémon Rotolante,손뼉포켓몬,拍手寶可夢,拍手宝可梦
364,Ball Roll Pokémon,たままわしポケモン,たままわしポケモン,Pokémon Roule Boule,Spielball-Pokémon,Pokémon Rodabola,Pokémon Rodabola,Pokémon Rotapalla,공돌리기포켓몬,滾球寶可夢,滚球宝可梦
365,Ice Break Pokémon,こおりわりポケモン,こおりわりポケモン,Pokémon Brise Glace,Eisbrecher-Pokémon,Pokémon Rompehielo,Pokémon Rompehielo,Pokémon Spaccagelo,얼음깨기포켓몬,破冰寶可夢,破冰宝可梦
366,Bivalve Pokémon,２まいがいポケモン,２まいがいポケモン,Pokémon Bivalve,Muschel,Pokémon Bivalvo,Pokémon Bivalvo,Pokémon Bivalve,두조개포켓몬,雙殼貝寶可夢,双壳贝宝可梦
367,Deep Sea Pokémon,しんかいポケモン,しんかいポケモン,Pokémon Abysse,Tiefsee,Pokémon Abisal,Pokémon Abisal,Pokémon Abissi,깊은바다포켓몬,深海寶可夢,深海宝可梦
368,South Sea Pokémon,なんかいポケモン,なんかいポケモン,Pokémon Mer du Sud,Südsee,Pokémon Mar del Sur,Pokémon Mar del Sur,Pokémon Sudmarino,남해포켓몬,南海寶可夢,南海宝可梦
369,Longevity Pokémon,ちょうじゅポケモン,ちょうじゅポケモン,Pokémon Longévité,Bestand-Pokémon,Pokémon Longevo,Pokémon Longevo,Pokémon Longevità,장수포켓몬,長壽寶可夢,长寿宝可梦
370,Rendezvous Pokémon,ランデブーポケモン,ランデブーポケモン,Pokémon Rendezvous,Rendezvous,Pokémon Cita,Pokémon Cita,Pokémon Rendezvous,랑데부포켓몬,相隨寶可夢,相随宝可梦
371,Rock Head Pokémon,いしあたまポケモン,いしあたまポケモン,Pokémon Tête de Roc,Steinhaupt-Pokémon,Pokémon Cabeza Roca,Pokémon Cabeza Roca,Pokémon Rocciotesta,돌머리포켓몬,堅硬腦袋寶可夢,坚硬脑袋宝可梦
372,Endurance Pokémon,にんたいポケモン,にんたいポケモン,Pokémon Endurant,Durchsteher-Pokémon,Pokémon Resistencia,Pokémon Resistencia,Pokémon Resistenza,인내포켓몬,耐力寶可夢,耐力宝可梦
373,Dragon Pokémon,ドラゴンポケモン,ドラゴンポケモン,Pokémon Dragon,Drachen-Pokémon,Pokémon Dragón,Pokémon Dragón,Pokémon Drago,드래곤포켓몬,龍寶可夢,龙宝可梦
374,Iron Ball Pokémon,てっきゅうポケモン,てっきゅうポケモン,Pokémon Boulefer,Eisenkugel-Pokémon,Pokémon Bola Hierro,Pokémon Bola Hierro,Pokémon Ferrosfera,철공포켓몬,鐵球寶可夢,铁球宝可梦
375,Iron Claw Pokémon,てつツメポケモン,てつツメポケモン,Pokémon Pincefer,Eisenklauen-Pokémon,Pokémon Garra Hierro,Pokémon Garra Hierro,Pokémon Ferrunghia,철발톱포켓몬,鐵爪寶可夢,铁爪宝可梦
376,Iron Leg Pokémon,てつあしポケモン,てつあしポケモン,Pokémon Pattefer,Eisenfuß-Pokémon,Pokémon Pata Hierro,Pokémon Pata Hierro,Pokémon Ferrarto,무쇠다리포켓몬,鐵足寶可夢,铁足宝可梦
377,Rock Peak Pokémon,いわやまポケモン,いわやまポケモン,Pokémon Pic Rocheux,Steingipfel-Pokémon,Pokémon Pico Roca,Pokémon Pico Roca,Pokémon Picco,바위산포켓몬,岩山寶可夢,岩山宝可梦
378,Iceberg Pokémon,ひょうざんポケモン,ひょうざんポケモン,Pokémon Iceberg,Eisberg-Pokémon,Pokémon Iceberg,Pokémon Iceberg,Pokémon Iceberg,빙산포켓몬,冰山寶可夢,冰山宝可梦
379,Iron Pokémon,くろがねポケモン,くろがねポケモン,Pokémon Fer,Eisen-Pokémon,Pokémon Hierro,Pokémon Hierro,Pokémon Ferro,쇠철포켓몬,黑金寶可夢,黑金宝可梦
380,Eon Pokémon,むげんポケモン,むげんポケモン,Pokémon Éon,Äon-Pokémon,Pokémon Eón,Pokémon Eón,Pokémon Eone,무한포켓몬,無限寶可夢,无限宝可梦
381,Eon Pokémon,むげんポケモン,むげんポケモン,Pokémon Éon,Äon-Pokémon,Pokémon Eón,Pokémon Eón,Pokémon Eone,무한포켓몬,無限寶可夢,无限宝可梦
382,Sea Basin Pokémon,かいていポケモン,かいていポケモン,Pokémon Bassinmarin,Seegründler-Pokémon,Pokémon Cuenca Mar,Pokémon Cuenca Mar,Pokémon Oceano,해저포켓몬,海底寶可夢,海底宝可梦
383,Continent Pokémon,たいりくポケモン,たいりくポケモン,Pokémon Continent,Kontinent-Pokémon,Pokémon Continente,Pokémon Continente,Pokémon Continente,대륙포켓몬,大陸寶可夢,大陆宝可梦
384,Sky High Pokémon,てんくうポケモン,てんくうポケモン,Pokémon Cieux,Himmelhoch-Pokémon,Pokémon Cielo,Pokémon Cielo,Pokémon Stratosfera,천공포켓몬,天空寶可夢,天空宝可梦
385,Wish Pokémon,ねがいごとポケモン,ねがいごとポケモン,Pokémon Souhait,Wünscher-Pokémon,Pokémon Deseo,Pokémon Deseo,Pokémon Desiderio,희망사항포켓몬,祈願寶可夢,祈愿宝可梦
386,DNA Pokémon,ＤＮＡポケモン,ＤＮＡポケモン,Pokémon ADN,DNS,Pokémon ADN,Pokémon ADN,Pokémon DNA,DNA포켓몬,ＤＮＡ寶可夢,ＤＮＡ宝可梦
387,Tiny Leaf Pokémon,わかばポケモン,わかばポケモン,Pokémon Minifeuille,Winziglaub,Pokémon Hojita,Pokémon Hojita,Pokémon Fogliolina,어린잎포켓몬,嫩葉寶可夢,嫩叶宝可梦
388,Grove Pokémon,こだちポケモン,こだちポケモン,Pokémon Bosquet,Hain,Pokémon Arboleda,Pokémon Arboleda,Pokémon Boschetto,나무숲포켓몬,樹叢寶可夢,树丛宝可梦
389,Continent Pokémon,たいりくポケモン,たいりくポケモン,Pokémon Continent,Kontinent,Pokémon Continente,Pokémon Continente,Pokémon Continente,대륙포켓몬,大陸寶可夢,大陆宝可梦
390,Chimp Pokémon,こざるポケモン,こざるポケモン,Pokémon Chimpanzé,Schimpanse,Pokémon Chimpancé,Pokémon Chimpancé,Pokémon Scimpanzé,꼬마원숭이포켓몬,小猴寶可夢,小猴宝可梦
391,Playful Pokémon,やんちゃポケモン,やんちゃポケモン,Pokémon Garnement,Verspielt,Pokémon Juguetón,Pokémon Juguetón,Pokémon Briccone,개구쟁이포켓몬,頑皮寶可夢,顽皮宝可梦
392,Flame Pokémon,かえんポケモン,かえんポケモン,Pokémon Flamme,Flamme,Pokémon Llama,Pokémon Llama,Pokémon Fiamma,화염포켓몬,火焰寶可夢,火焰宝可梦
393,Penguin Pokémon,ペンギンポケモン,ペンギンポケモン,Pokémon Pingouin,Pinguin,Pokémon Pingüino,Pokémon Pingüino,Pokémon Pinguino,펭귄포켓몬,企鵝寶可夢,企鹅宝可梦
394,Penguin Pokémon,ペンギンポケモン,ペンギンポケモン,Pokémon Pingouin,Pinguin,Pokémon Pingüino,Pokémon Pingüino,Pokémon Pinguino,펭귄포켓몬,企鵝寶可夢,企鹅宝可梦
395,Emperor Pokémon,こうていポケモン,こうていポケモン,Pokémon Empereur,Kaiser,Pokémon Emperador,Pokémon Emperador,Pokémon Imperatore,황제포켓몬,皇帝寶可夢,皇帝宝可梦
396,Starling Pokémon,むくどりポケモン,むくどりポケモン,Pokémon Étourneau,Star,Pokémon Estornino,Pokémon Estornino,Pokémon Storno,찌르레기포켓몬,椋鳥寶可夢,椋鸟宝可梦
397,Starling Pokémon,むくどりポケモン,むくどりポケモン,Pokémon Étourneau,Star,Pokémon Estornino,Pokémon Estornino,Pokémon Storno,찌르레기포켓몬,椋鳥寶可夢,椋鸟宝可梦
398,Predator Pokémon,もうきんポケモン,もうきんポケモン,Pokémon Rapace,Raubtier,Pokémon Depredador,Pokémon Depredador,Pokémon Rapace,맹금포켓몬,猛禽寶可夢,猛禽宝可梦
399,Plump Mouse Pokémon,まるねずみポケモン,まるねずみポケモン,Pokémon Souridodue,Dickmaus,Pokémon Gran Ratón,Pokémon Gran Ratón,Pokémon Topaffuto,둥글쥐포켓몬,圓鼠寶可夢,圆鼠宝可梦
400,Beaver Pokémon,ビーバーポケモン,ビーバーポケモン,Pokémon Castor,Biber,Pokémon Castor,Pokémon Castor,Pokémon Castoro,비버포켓몬,河狸寶可夢,河狸宝可梦
401,Cricket Pokémon,こおろぎポケモン,こおろぎポケモン,Pokémon Criquet,Zirper,Pokémon Grillo,Pokémon Grillo,Pokémon Grillo,귀뚜라미포켓몬,蟋蟀寶可夢,蟋蟀宝可梦
402,Cricket Pokémon,こおろぎポケモン,こおろぎポケモン,Pokémon Criquet,Zirper,Pokémon Grillo,Pokémon Grillo,Pokémon Grillo,귀뚜라미포켓몬,蟋蟀寶可夢,蟋蟀宝可梦
403,Flash Pokémon,せんこうポケモン,せんこうポケモン,Pokémon Flash,Flacker-Pokémon,Pokémon Flash,Pokémon Flash,Pokémon Baleno,섬광포켓몬,閃光寶可夢,闪光宝可梦
404,Spark Pokémon,でんこうポケモン,でんこうポケモン,Pokémon Étincelle,Funken-Pokémon,Pokémon Chispa,Pokémon Chispa,Pokémon Favilla,전광포켓몬,電光寶可夢,电光宝可梦
405,Gleam Eyes Pokémon,がんこうポケモン,がんこうポケモン,Pokémon Brillœil,Glühaugen-Pokémon,Pokémon Chispa Ojos,Pokémon Chispa Ojos,Pokémon Occhiluce,안광포켓몬,目光寶可夢,目光宝可梦
406,Bud Pokémon,つぼみポケモン,つぼみポケモン,Pokémon Bourgeon,Knospen-Pokémon,Pokémon Brote,Pokémon Brote,Pokémon Germoglio,꽃봉오리포켓몬,花苞寶可夢,花苞宝可梦
407,Bouquet Pokémon,ブーケポケモン,ブーケポケモン,Pokémon Bouquet,Blumenstrauß-Pokémon,Pokémon Ramillete,Pokémon Ramillete,Pokémon Floreale,부케포켓몬,花束寶可夢,花束宝可梦
408,Head Butt Pokémon,ずつきポケモン,ずつきポケモン,Pokémon Coud’Boule,Kopfstoß,Pokémon Cabezazo,Pokémon Cabezazo,Pokémon Cranioso,박치기포켓몬,頭錘寶可夢,头锤宝可梦
409,Head Butt Pokémon,ずつきポケモン,ずつきポケモン,Pokémon Coud’Boule,Kopfstoß,Pokémon Cabezazo,Pokémon Cabezazo,Pokémon Cranioso,박치기포켓몬,頭錘寶可夢,头锤宝可梦
410,Shield Pokémon,シールドポケモン,シールドポケモン,Pokémon Bouclier,Schutzschild,Pokémon Escudo,Pokémon Escudo,Pokémon Schermo,실드포켓몬,護盾寶可夢,护盾宝可梦
411,Shield Pokémon,シールドポケモン,シールドポケモン,Pokémon Bouclier,Schutzschild,Pokémon Escudo,Pokémon Escudo,Pokémon Schermo,실드포켓몬,護盾寶可夢,护盾宝可梦
412,Bagworm Pokémon,みのむしポケモン,みのむしポケモン,Pokémon Ver Caché,Beutelwurm,Pokémon Larva,Pokémon Larva,Pokémon Larva,도롱이벌레포켓몬,蓑衣蟲寶可夢,蓑衣虫宝可梦
413,Bagworm Pokémon,みのむしポケモン,みのむしポケモン,Pokémon Ver Caché,Beutelwurm,Pokémon Larva,Pokémon Larva,Pokémon Larva,도롱이벌레포켓몬,蓑衣蟲寶可夢,蓑衣虫宝可梦
414,Moth Pokémon,ミノガポケモン,ミノガポケモン,Pokémon Phalène,Motte,Pokémon Polilla,Pokémon Polilla,Pokémon Falena,나방포켓몬,蓑衣蛾寶可夢,蓑衣蛾宝可梦
415,Tiny Bee Pokémon,はちのこポケモン,はちのこポケモン,Pokémon Miniabeille,Kleinbienen-Pokémon,Pokémon Abejita,Pokémon Abejita,Pokémon Apetta,꼬마벌포켓몬,幼蜂寶可夢,幼蜂宝可梦
416,Beehive Pokémon,はちのすポケモン,はちのすポケモン,Pokémon Ruche,Bienenstock-Pokémon,Pokémon Colmena,Pokémon Colmena,Pokémon Alveare,벌집포켓몬,蜂巢寶可夢,蜂巢宝可梦
417,EleSquirrel Pokémon,でんきりすポケモン,でんきりすポケモン,Pokémon Écurélec,Elektrohörnchen,Pokémon Ardillalec,Pokémon Ardillalec,Pokémon Elescoiatto,전기다람쥐포켓몬,電松鼠寶可夢,电松鼠宝可梦
418,Sea Weasel Pokémon,うみイタチポケモン,うみイタチポケモン,Pokémon Aquabelette,Meereswiesel,Pokémon Nutria Mar.,Pokémon Nutria Mar.,Pokémon Maridonnola,바다족제비포켓몬,海鼬寶可夢,海鼬宝可梦
419,Sea Weasel Pokémon,うみイタチポケモン,うみイタチポケモン,Pokémon Aquabelette,Meereswiesel,Pokémon Nutria Mar.,Pokémon Nutria Mar.,Pokémon Maridonnola,바다족제비포켓몬,海鼬寶可夢,海鼬宝可梦
420,Cherry Pokémon,さくらんぼポケモン,さくらんぼポケモン,Pokémon Cerise,Kirschen-Pokémon,Pokémon Cereza,Pokémon Cereza,Pokémon Ciliegia,버찌포켓몬,櫻桃寶可夢,樱桃宝可梦
421,Blossom Pokémon,サクラポケモン,サクラポケモン,Pokémon Floraison,Blüten-Pokémon,Pokémon Floración,Pokémon Floración,Pokémon Bocciolo,벚꽃포켓몬,櫻花寶可夢,樱花宝可梦
422,Sea Slug Pokémon,ウミウシポケモン,ウミウシポケモン,Pokémon Aqualimace,Seeschnecken-Pokémon,Pokémon Babosa Marina,Pokémon Babosa Marina,Pokémon Lumacomare,갯민숭달팽이포켓몬,海兔寶可夢,海兔宝可梦
423,Sea Slug Pokémon,ウミウシポケモン,ウミウシポケモン,Pokémon Aqualimace,Seeschnecken-Pokémon,Pokémon Babosa Marina,Pokémon Babosa Marina,Pokémon Lumacomare,갯민숭달팽이포켓몬,海兔寶可夢,海兔宝可梦
424,Long Tail Pokémon,おながポケモン,おながポケモン,Pokémon Longqueue,Langschweif,Pokémon Cola Larga,Pokémon Cola Larga,Pokémon Lungacoda,긴꼬리포켓몬,長尾寶可夢,长尾宝可梦
425,Balloon Pokémon,ふうせんポケモン,ふうせんポケモン,Pokémon Bouboule,Ballon-Pokémon,Pokémon Globo,Pokémon Globo,Pokémon Pallone,풍선포켓몬,氣球寶可夢,气球宝可梦
426,Blimp Pokémon,ききゅうポケモン,ききゅうポケモン,Pokémon Ballon,Luftschiff-Pokémon,Pokémon Dirigible,Pokémon Dirigible,Pokémon Dirigibile,기구포켓몬,熱氣球寶可夢,热气球宝可梦
427,Rabbit Pokémon,うさぎポケモン,うさぎポケモン,Pokémon Lapin,Hasen-Pokémon,Pokémon Conejo,Pokémon Conejo,Pokémon Coniglio,토끼포켓몬,兔子寶可夢,兔子宝可梦
428,Rabbit Pokémon,うさぎポケモン,うさぎポケモン,Pokémon Lapin,Hasen-Pokémon,Pokémon Conejo,Pokémon Conejo,Pokémon Coniglio,토끼포켓몬,兔子寶可夢,兔子宝可梦
429,Magical Pokémon,マジカルポケモン,マジカルポケモン,Pokémon Magique,Magisch,Pokémon Mágico,Pokémon Mágico,Pokémon Stregone,매지컬포켓몬,魔法寶可夢,魔法宝可梦
430,Big Boss Pokémon,おおボスポケモン,おおボスポケモン,Pokémon Big Boss,Anführer,Pokémon Gran Jefe,Pokémon Gran Jefe,Pokémon Grancapo,큰형님포켓몬,大頭目寶可夢,大头目宝可梦
431,Catty Pokémon,ねこかぶりポケモン,ねこかぶりポケモン,Pokémon Chafouin,Fies,Pokémon Gastuto,Pokémon Gastuto,Pokémon Felide,내숭포켓몬,裝乖寶可夢,装乖宝可梦
432,Tiger Cat Pokémon,とらねこポケモン,とらねこポケモン,Pokémon Chatigre,Tigerkatze,Pokémon Tigre Gato,Pokémon Tigre Gato,Pokémon Gattotigre,얼룩고양이포켓몬,虎斑貓寶可夢,虎斑猫宝可梦
433,Bell Pokémon,すずポケモン,すずポケモン,Pokémon Clochette,Glöckchen,Pokémon Campana,Pokémon Campana,Pokémon Sonaglio,방울포켓몬,鈴鐺寶可夢,铃铛宝可梦
434,Skunk Pokémon,スカンクポケモン,スカンクポケモン,Pokémon Moufette,Stinktier-Pokémon,Pokémon Mofeta,Pokémon Mofeta,Pokémon Moffetta,스컹크포켓몬,臭鼬寶可夢,臭鼬宝可梦
435,Skunk Pokémon,スカンクポケモン,スカンクポケモン,Pokémon Moufette,Stinktier-Pokémon,Pokémon Mofeta,Pokémon Mofeta,Pokémon Moffetta,스컹크포켓몬,臭鼬寶可夢,臭鼬宝可梦
436,Bronze Pokémon,せいどうポケモン,せいどうポケモン,Pokémon Bronze,Bronze-Pokémon,Pokémon Bronce,Pokémon Bronce,Pokémon Bronzo,청동포켓몬,青銅寶可夢,青铜宝可梦
437,Bronze Bell Pokémon,どうたくポケモン,どうたくポケモン,Pokémon Clochebronze,Bronzeglocken-Pokémon,Pokémon Campana Bronce,Pokémon Campana Bronce,Pokémon Squibronzo,동탁포켓몬,銅鐘寶可夢,铜钟宝可梦
438,Bonsai Pokémon,ぼんさいポケモン,ぼんさいポケモン,Pokémon Bonsaï,Bonsai-Pokémon,Pokémon Bonsái,Pokémon Bonsái,Pokémon Bonsai,분재포켓몬,盆栽寶可夢,盆栽宝可梦
439,Mime Pokémon,マイムポケモン,マイムポケモン,Pokémon Mime,Mimen-Pokémon,Pokémon Mimo,Pokémon Mimo,Pokémon Mimo,따라하기포켓몬,默劇寶可夢,默剧宝可梦
440,Playhouse Pokémon,ままごとポケモン,ままごとポケモン,Pokémon Maisonjouet,Spielhaus-Pokémon,Pokémon Casita,Pokémon Casita,Pokémon Ovettino,소꿉놀이포켓몬,家家酒寶可夢,家家酒宝可梦
441,Music Note Pokémon,おんぷポケモン,おんぷポケモン,Pokémon Note Musique,Musiknote,Pokémon Corchea,Pokémon Corchea,Pokémon Musicale,음표포켓몬,音符寶可夢,音符宝可梦
442,Forbidden Pokémon,ふういんポケモン,ふういんポケモン,Pokémon Interdit,Verboten-Pokémon,Pokémon Prohibido,Pokémon Prohibido,Pokémon Proibito,봉인포켓몬,封印寶可夢,封印宝可梦
443,Land Shark Pokémon,りくザメポケモン,りくザメポケモン,Pokémon Terrequin,Landhai-Pokémon,Pokémon Terrascualo,Pokémon Terrascualo,Pokémon Squaloterra,육지상어포켓몬,陸鯊寶可夢,陆鲨宝可梦
444,Cave Pokémon,ほらあなポケモン,ほらあなポケモン,Pokémon Caverne,Höhlen-Pokémon,Pokémon Cueva,Pokémon Cueva,Pokémon Grotta,동굴포켓몬,洞穴寶可夢,洞穴宝可梦
445,Mach Pokémon,マッハポケモン,マッハポケモン,Pokémon Supersonic,Rasanz-Pokémon,Pokémon Mach,Pokémon Mach,Pokémon Mach,마하포켓몬,音速寶可夢,音速宝可梦
446,Big Eater Pokémon,おおぐいポケモン,おおぐいポケモン,Pokémon Goinfre,Nimmersatt-Pokémon,Pokémon Comilón,Pokémon Comilón,Pokémon Ghiottone,대식가포켓몬,大胃王寶可夢,大胃王宝可梦
447,Emanation Pokémon,はもんポケモン,はもんポケモン,Pokémon Émanation,Wellenspiel-Pokémon,Pokémon Emanación,Pokémon Emanación,Pokémon Emanazione,파문포켓몬,波紋寶可夢,波纹宝可梦
448,Aura Pokémon,はどうポケモン,はどうポケモン,Pokémon Aura,Aura-Pokémon,Pokémon Aura,Pokémon Aura,Pokémon Aura,파동포켓몬,波導寶可夢,波导宝可梦
449,Hippo Pokémon,カバポケモン,カバポケモン,Pokémon Hippo,Flusspferd-Pokémon,Pokémon Hipo,Pokémon Hipo,Pokémon Ippo,하마포켓몬,河馬寶可夢,河马宝可梦
450,Heavyweight Pokémon,じゅうりょうポケモン,じゅうりょうポケモン,Pokémon Poids Lourd,Schwergewichts-Pokémon,Pokémon Peso Pesado,Pokémon Peso Pesado,Pokémon Grandepeso,중량포켓몬,重量寶可夢,重量宝可梦
451,Scorpion Pokémon,さそりポケモン,さそりポケモン,Pokémon Scorpion,Skorpion-Pokémon,Pokémon Escorpión,Pokémon Escorpión,Pokémon Scorpione,전갈포켓몬,蠍子寶可夢,蝎子宝可梦
452,Ogre Scorpion Pokémon,ばけさそりポケモン,ばけさそりポケモン,Pokémon Scorpogre,Ogerskorpion-Pokémon,Pokémon Escorpiogro,Pokémon Escorpiogro,Pokémon Scorpiaccio,요괴전갈포켓몬,蠍怪寶可夢,蝎怪宝可梦
453,Toxic Mouth Pokémon,どくづきポケモン,どくづきポケモン,Pokémon Toxique,Giftmund-Pokémon,Pokémon Boca Tóxica,Pokémon Boca Tóxica,Pokémon Inveieleno,독설포켓몬,毒擊寶可夢,毒击宝可梦
