pokemon,form,version_group,versions,location_area,method,levels,during_any_time,while_weather_overall,boulder_required,alpha_levels,during_morning,during_day,during_evening,note,during_night,rate_overall,while_blizzard,while_clear,while_harsh_sunlight,while_cloudy
geodude,geodude,legends-arceus,legends-arceus,veilstone-cape,shaking-ore-deposits,21 - 24,true,true,,36 - 39,,,,,,,,,,
geodude,geodude,legends-arceus,legends-arceus,windbreak-stand,shaking-ore-deposits,21 - 24,true,true,true,36 - 39,,,,,,,,,,
geodude,geodude,legends-arceus,legends-arceus,windswept-run,shaking-ore-deposits,9 - 12,true,true,,24 - 27,,,,,,,,,,
geodude,geodude,legends-arceus,legends-arceus,worn-bridge,symbol-encounter,9 - 12,true,true,,24 - 27,,,,,,,,,,
geodude,geodude,legends-arceus,legends-arceus,worn-bridge,shaking-ore-deposits,9 - 12,true,true,true,24 - 27,,,,,,,,,,
gible,gible,legends-arceus,legends-arceus,avalanche-slopes,symbol-encounter,20 - 23,true,true,,35 - 38,,,,,,,,,,
gible,gible,legends-arceus,legends-arceus,avalanche-slopes,shaking-ore-deposits,20 - 23,true,true,,35 - 38,,,,,,,,,,
gible,gible,legends-arceus,legends-arceus,avalanche-slopes,swarm,21 - 23,true,true,,36 - 38,,,,,,,,,,
gible,gible,legends-arceus,legends-arceus,clamberclaw-cliffs,symbol-encounter,20 - 23,true,true,,35 - 38,,,,,,,,,,
gible,gible,legends-arceus,legends-arceus,clamberclaw-cliffs,shaking-ore-deposits,20 - 23,true,true,,35 - 38,,,,,,,,,,
gible,gible,legends-arceus,legends-arceus,clamberclaw-cliffs,swarm,21 - 23,true,true,,36 - 38,,,,,,,,,,
gible,gible,legends-arceus,legends-arceus,wayward-cave,symbol-encounter,20 - 23,true,true,,35 - 38,,,,,,,,,,
gible,gible,legends-arceus,legends-arceus,wayward-cave,shaking-ore-deposits,20 - 23,true,true,,35 - 38,,,,,,,,,,
glaceon,glaceon,legends-arceus,legends-arceus,arenas-approach,contact-space-time-distortion,50 - 63,true,true,,65 - 78,,,,,,,,,,
glaceon,glaceon,legends-arceus,legends-arceus,avalanche-slopes,contact-space-time-distortion,50 - 63,true,true,,65 - 78,,,,,,,,,,
glaceon,glaceon,legends-arceus,legends-arceus,bonechill-wastes,contact-space-time-distortion,50 - 63,true,true,,65 - 78,,,,,,,,,,
glaceon,glaceon,legends-arceus,legends-arceus,glacier-terrace,contact-space-time-distortion,50 - 63,true,true,,65 - 78,,,,,,,,,,
glaceon,glaceon,legends-arceus,legends-arceus,hearts-crag,contact-space-time-distortion,50 - 63,true,true,,65 - 78,,,,,,,,,,
glalie,glalie,legends-arceus,legends-arceus,arenas-approach,shaking-ore-deposits,47 - 50,true,true,,62 - 65,,,,,,,,,,
glalie,glalie,legends-arceus,legends-arceus,arenas-approach,special-encounter,,,,,60,,,,"During Request 86: ""Gone Astray... In the Icelands"", defend Zeke (by defeating or cathing Glalie)",,,,,,
glalie,glalie,legends-arceus,legends-arceus,avalanche-slopes,symbol-encounter,59 - 62,true,true,,74 - 77,,,,,,,,,,
glalie,glalie,legends-arceus,legends-arceus,avalanche-slopes,shaking-ore-deposits,"47 - 50, 59 - 62",true,true,,"62 - 65, 74 - 77",,,,,,,,,,
glalie,glalie,legends-arceus,legends-arceus,avaluggs-legacy,symbol-encounter,45 - 48,true,true,,60 - 63,,,,,,,,,,
glalie,glalie,legends-arceus,legends-arceus,bonechill-wastes,symbol-encounter,53 - 56,true,true,,68 - 71,,,,,,,,,,
glalie,glalie,legends-arceus,legends-arceus,bonechill-wastes,symbol-encounter,,true,true,,62,,,,,,,,,,
glalie,glalie,legends-arceus,legends-arceus,bonechill-wastes,shaking-ore-deposits,43 - 48,true,true,,58 - 63,,,,,,,,,,
glalie,glalie,legends-arceus,legends-arceus,glacier-terrace,shaking-ore-deposits,49 - 52,true,true,,64 - 67,,,,,,,,,,
glalie,glalie,legends-arceus,legends-arceus,hearts-crag,shaking-ore-deposits,53 - 56,true,true,,68 - 71,,,,,,,,,,
glalie,glalie,legends-arceus,legends-arceus,icebound-falls,shaking-ore-deposits,55 - 58,true,true,,70 - 73,,,,,,,,,,
glalie,glalie,legends-arceus,legends-arceus,pearl-settlement,symbol-encounter,49 - 52,true,true,true,64 - 67,,,,,,,,,,
glalie,glalie,legends-arceus,legends-arceus,pearl-settlement,shaking-ore-deposits,49 - 52,true,true,,64 - 67,,,,,,,,,,
glalie,glalie,legends-arceus,legends-arceus,pearl-settlement,swarm,63 - 65,true,true,true,78 - 80,,,,,,,,,,
glalie,glalie,legends-arceus,legends-arceus,snowpoint-temple,symbol-encounter,53 - 56,true,true,,68 - 71,,,,,,,,,,
glameow,glameow,legends-arceus,legends-arceus,crossing-slope,symbol-encounter,27 - 30,true,true,,42 - 45,,,,,,,,,,
glameow,glameow,legends-arceus,legends-arceus,glacier-terrace,symbol-encounter,34 - 37,true,true,true,49 - 52,,,,,,,,,,
glameow,glameow,legends-arceus,legends-arceus,veilstone-cape,symbol-encounter,29 - 32,true,true,,44 - 47,,,,,,,,,,
glameow,glameow,legends-arceus,legends-arceus,veilstone-cape,swarm,30 - 32,true,true,,45 - 47,,,,,,,,,,
gligar,gligar,legends-arceus,legends-arceus,arenas-approach,symbol-encounter,47 - 50,true,true,,62 - 65,,,,,,,,,,
gligar,gligar,legends-arceus,legends-arceus,celestica-ruins,symbol-encounter,39 - 42,true,true,,54 - 57,,,,,,,,,,
gligar,gligar,legends-arceus,legends-arceus,celestica-ruins,symbol-encounter,,true,true,true,52,,,,,,,,,,
gligar,gligar,legends-arceus,legends-arceus,clamberclaw-cliffs,symbol-encounter,39 - 42,true,true,,54 - 57,,,,,,,,,,
gligar,gligar,legends-arceus,legends-arceus,clamberclaw-cliffs,swarm,46 - 48,true,true,,61 - 63,,,,,,,,,,
gligar,gligar,legends-arceus,legends-arceus,cloudcap-pass,symbol-encounter,53 - 56,true,true,true,68 - 71,,,,,,,,,,
gligar,gligar,legends-arceus,legends-arceus,glacier-terrace,symbol-encounter,49 - 52,,true,,64 - 67,true,true,true,,,,,,,
gligar,gligar,legends-arceus,legends-arceus,glacier-terrace,swarm,54 - 56,true,true,,69 - 71,,,,,,,,,,
gligar,gligar,legends-arceus,legends-arceus,primeval-grotto,symbol-encounter,53 - 56,true,true,true,68 - 71,,,,,,,,,,
gliscor,gliscor,legends-arceus,legends-arceus,primeval-grotto,symbol-encounter,,true,true,true,77,,,,,,,,,,
golbat,golbat,legends-arceus,legends-arceus,ancient-quarry,symbol-encounter,43 - 46,,true,true,58 - 61,,,,,true,,,,,
golbat,golbat,legends-arceus,legends-arceus,ancient-quarry,flying,43 - 46,,true,true,58 - 61,,,,,true,,,,,
golbat,golbat,legends-arceus,legends-arceus,bolderoll-slope,symbol-encounter,23 - 26,,true,,38 - 41,,,,,true,,,,,
golbat,golbat,legends-arceus,legends-arceus,cloudpool-ridge,symbol-encounter,25 - 28,,true,,40 - 43,,,,,true,,,,,
golbat,golbat,legends-arceus,legends-arceus,cottonsedge-prairie,symbol-encounter,25 - 28,,true,true,40 - 43,,,,,true,,,,,
golbat,golbat,legends-arceus,legends-arceus,deertrack-heights,symbol-encounter,22 - 25,,true,,37 - 40,,,,,true,,,,,
golbat,golbat,legends-arceus,legends-arceus,deertrack-heights,flying,22 - 25,,true,,37 - 40,,,,,true,,,,,
golbat,golbat,legends-arceus,legends-arceus,diamond-heath,symbol-encounter,23 - 26,,true,,38 - 41,,,,,true,,,,,
golbat,golbat,legends-arceus,legends-arceus,diamond-settlement,symbol-encounter,23 - 26,true,true,true,38 - 41,,,,,,,,,,
golbat,golbat,legends-arceus,legends-arceus,heavenward-lookout,symbol-encounter,35 - 38,,true,,50 - 53,,,,,true,,,,,
golbat,golbat,legends-arceus,legends-arceus,heavenward-lookout,flying,35 - 38,,true,,50 - 53,,,,,true,,,,,
golbat,golbat,legends-arceus,legends-arceus,heavenward-lookout,swarm,41 - 43,true,true,,56 - 58,,,,,,,,,,
golbat,golbat,legends-arceus,legends-arceus,natures-pantry,flying,22 - 25,,true,,37 - 40,,,,,true,,,,,
golbat,golbat,legends-arceus,legends-arceus,lake-valor-hisui,symbol-encounter,25 - 28,,true,true,40 - 43,,,,,true,,,,,
golbat,golbat,legends-arceus,legends-arceus,natures-pantry,symbol-encounter,22 - 25,,true,,37 - 40,,,,,true,,,,,
golbat,golbat,legends-arceus,legends-arceus,obsidian-falls,flying,22 - 25,,true,true,37 - 40,,,,,true,,,,,
golbat,golbat,legends-arceus,legends-arceus,oreburrow-tunnel,symbol-encounter,22 - 25,,true,true,37 - 40,,,,,true,,,,,
golbat,golbat,legends-arceus,legends-arceus,oreburrow-tunnel,symbol-encounter,,,true,true,35,,,,,true,,,,,
golbat,golbat,legends-arceus,legends-arceus,snowpoint-temple,flying,18 - 54,true,true,,33 - 69,,,,,,,,,,
golbat,golbat,legends-arceus,legends-arceus,the-heartwood,symbol-encounter,22 - 25,,true,,37 - 40,,,,,true,,,,,
golbat,golbat,legends-arceus,legends-arceus,the-heartwood,swarm,22 - 24,true,true,,37 - 39,,,,,,,,,,
golbat,golbat,legends-arceus,legends-arceus,tidewater-dam,symbol-encounter,22 - 25,,true,,37 - 40,,,,,true,,,,,
golbat,golbat,legends-arceus,legends-arceus,tidewater-dam,flying,22 - 25,,true,,37 - 40,,,,,true,,,,,
golbat,golbat,legends-arceus,legends-arceus,wayward-cave,flying,40 - 42,true,true,,55 - 57,,,,,,,,,,
golbat,golbat,legends-arceus,legends-arceus,wayward-wood,symbol-encounter,35 - 38,,true,,50 - 53,,,,,true,,,,,
golbat,golbat,legends-arceus,legends-arceus,wayward-wood,flying,35 - 38,,true,,50 - 53,,,,,true,,,,,
golbat,golbat,legends-arceus,legends-arceus,windswept-run,symbol-encounter,22 - 25,,true,,37 - 40,,,,,true,,,,,
golbat,golbat,legends-arceus,legends-arceus,windswept-run,flying,22 - 25,,true,,37 - 40,,,,,true,,,,,
golduck,golduck,legends-arceus,legends-arceus,bathers-lagoon,symbol-encounter,33 - 36,true,true,,48 - 51,,,,,,,,,,
golduck,golduck,legends-arceus,legends-arceus,bathers-lagoon,symbol-encounter,,true,true,,50,,,,,,,,,,
golduck,golduck,legends-arceus,legends-arceus,golden-lowlands,swarm,33 - 35,true,true,,48 - 50,,,,,,,,,,
golduck,golduck,legends-arceus,legends-arceus,holm-of-trials,symbol-encounter,33 - 36,true,true,,48 - 51,,,,,,,,,,
golduck,golduck,legends-arceus,legends-arceus,lonely-spring,symbol-encounter,37 - 40,true,true,,52 - 55,,,,,,,,,,
golduck,golduck,legends-arceus,legends-arceus,spring-path-hisui,symbol-encounter,41 - 44,true,true,true,56 - 59,,,,,,,,,,
golduck,golduck,legends-arceus,legends-arceus,the-heartwood,swarm,33 - 35,true,true,,48 - 50,,,,,,,,,,
golduck,golduck,legends-arceus,legends-arceus,wayward-wood,symbol-encounter,35 - 38,true,true,,50 - 53,,,,,,,,,,
golem,golem,legends-arceus,legends-arceus,bolderoll-ravine,symbol-encounter,,true,true,,60,,,,,,,,,,
goodra-hisui,goodra-hisui,legends-arceus,legends-arceus,ancient-quarry,symbol-encounter,,true,true,true,70,,,,,,,,,,
goodra-hisui,goodra-hisui,legends-arceus,legends-arceus,lake-verity-sinnoh,special-encounter,,,,,58,,,,"Can be caught during Mission 14: ""The Trial of Lake Verity"". Available after completing Mission 13: ""Disaster Looming"". Does not respawn. Never Shiny",,one,,,,
goomy,goomy,legends-arceus,legends-arceus,ancient-quarry,symbol-encounter,36 - 39,true,true,true,51 - 54,,,,,,,,,,
goomy,goomy,legends-arceus,legends-arceus,ancient-quarry,swarm,37 - 39,true,true,true,52 - 54,,,,,,,,,,
goomy,goomy,legends-arceus,legends-arceus,holm-of-trials,symbol-encounter,30 - 32,true,true,,,,,,,,,,,,
goomy,goomy,legends-arceus,legends-arceus,ursas-ring,swarm,37 - 39,true,true,,52 - 54,,,,,,,,,,
graveler,graveler,legends-arceus,legends-arceus,aipom-hill,shaking-ore-deposits,29 - 36,true,true,,44 - 51,,,,,,,,,,
graveler,graveler,legends-arceus,legends-arceus,ancient-quarry,symbol-encounter,43 - 46,true,true,true,58 - 61,,,,,,,,,,
graveler,graveler,legends-arceus,legends-arceus,ancient-quarry,shaking-ore-deposits,43 - 46,true,true,true,58 - 61,,,,,,,,,,
graveler,graveler,legends-arceus,legends-arceus,bathers-lagoon,shaking-ore-deposits,29 - 32,true,true,,44 - 47,,,,,,,,,,
graveler,graveler,legends-arceus,legends-arceus,bolderoll-ravine,symbol-encounter,43 - 46,true,true,,58 - 61,,,,,,,,,,
graveler,graveler,legends-arceus,legends-arceus,bolderoll-ravine,shaking-ore-deposits,43 - 46,true,true,,58 - 61,,,,,,,,,,
graveler,graveler,legends-arceus,legends-arceus,bolderoll-ravine,contact-space-time-distortion,46 - 48,true,true,,61 - 63,,,,,,,,,,
graveler,graveler,legends-arceus,legends-arceus,bolderoll-slope,symbol-encounter,25 - 28,true,true,,40 - 43,,,,,,,,,,
graveler,graveler,legends-arceus,legends-arceus,bolderoll-slope,shaking-ore-deposits,25 - 28,true,true,,40 - 43,,,,,,,,,,
graveler,graveler,legends-arceus,legends-arceus,bolderoll-slope,swarm,25 - 27,true,true,,40 - 42,,,,,,,,,,
graveler,graveler,legends-arceus,legends-arceus,castaway-shore,shaking-ore-deposits,31 - 34,true,true,,46 - 49,,,,,,,,,,
graveler,graveler,legends-arceus,legends-arceus,celestica-ruins,symbol-encounter,39 - 42,true,true,,54 - 57,,,,,,,,,,
graveler,graveler,legends-arceus,legends-arceus,celestica-trail,shaking-ore-deposits,43 - 46,true,true,,58 - 61,,,,,,,,,,
graveler,graveler,legends-arceus,legends-arceus,clamberclaw-cliffs,symbol-encounter,39 - 42,,true,,54 - 57,true,true,true,,,,,,,
graveler,graveler,legends-arceus,legends-arceus,cloudcap-pass,shaking-ore-deposits,53 - 56,true,true,true,68 - 71,,,,,,,,,,
graveler,graveler,legends-arceus,legends-arceus,cloudpool-ridge,shaking-ore-deposits,25 - 28,true,true,,40 - 43,,,,,,,,,,
graveler,graveler,legends-arceus,legends-arceus,cottonsedge-prairie,shaking-ore-deposits,33 - 36,true,true,true,48 - 51,,,,,,,,,,
graveler,graveler,legends-arceus,legends-arceus,crossing-slope,shaking-ore-deposits,27 - 30,true,true,,42 - 45,,,,,,,,,,
graveler,graveler,legends-arceus,legends-arceus,deadwood-haunt,shaking-ore-deposits,29 - 32,true,true,,44 - 47,,,,,,,,,,
graveler,graveler,legends-arceus,legends-arceus,diamond-heath,shaking-ore-deposits,25 - 28,true,true,,40 - 43,,,,,,,,,,
graveler,graveler,legends-arceus,legends-arceus,droning-meadow,shaking-ore-deposits,33 - 36,true,true,,48 - 51,,,,,,,,,,
graveler,graveler,legends-arceus,legends-arceus,fabled-spring,shaking-ore-deposits,43 - 46,true,true,,58 - 61,,,,,,,,,,
graveler,graveler,legends-arceus,legends-arceus,firespit-island,symbol-encounter,31 - 34,true,true,,46 - 49,,,,,,,,,,
graveler,graveler,legends-arceus,legends-arceus,firespit-island,shaking-ore-deposits,31 - 34,true,true,,46 - 49,,,,,,,,,,
graveler,graveler,legends-arceus,legends-arceus,gapejaw-bog,symbol-encounter,25 - 28,true,true,,40 - 43,,,,,,,,,,
graveler,graveler,legends-arceus,legends-arceus,gapejaw-bog,shaking-ore-deposits,25 - 28,true,true,,40 - 43,,,,,,,,,,
graveler,graveler,legends-arceus,legends-arceus,ginkgo-landing,shaking-ore-deposits,27 - 30,true,true,,42 - 45,,,,,,,,,,
graveler,graveler,legends-arceus,legends-arceus,golden-lowlands,shaking-ore-deposits,25 - 28,true,true,,40 - 43,,,,,,,,,,
graveler,graveler,legends-arceus,legends-arceus,heavenward-lookout,shaking-ore-deposits,35 - 38,true,true,,50 - 53,,,,,,,,,,
graveler,graveler,legends-arceus,legends-arceus,hideaway-bay,shaking-ore-deposits,41 - 44,true,true,,56 - 59,,,,,,,,,,
graveler,graveler,legends-arceus,legends-arceus,holm-of-trials,shaking-ore-deposits,33 - 36,true,true,,48 - 51,,,,,,,,,,
graveler,graveler,legends-arceus,legends-arceus,islespy-shore,shaking-ore-deposits,41 - 44,true,true,,56 - 59,,,,,,,,,,
graveler,graveler,legends-arceus,legends-arceus,lake-valor-hisui,symbol-encounter,25 - 28,true,true,true,40 - 43,,,,,,,,,,
graveler,graveler,legends-arceus,legends-arceus,lake-valor-hisui,shaking-ore-deposits,25 - 28,true,true,,40 - 43,,,,,,,,,,
graveler,graveler,legends-arceus,legends-arceus,obsidian-falls,symbol-encounter,,true,true,true,30,,,,,,,,,,
graveler,graveler,legends-arceus,legends-arceus,oreburrow-tunnel,shaking-ore-deposits,25 - 28,true,true,,40 - 43,,,,,,,,,,
graveler,graveler,legends-arceus,legends-arceus,ramanas-island,shaking-ore-deposits,33 - 36,true,true,,48 - 51,,,,,,,,,,
graveler,graveler,legends-arceus,legends-arceus,sacred-plaza,symbol-encounter,53 - 56,true,true,,68 - 71,,,,,,,,,,
graveler,graveler,legends-arceus,legends-arceus,sacred-plaza,shaking-ore-deposits,53 - 56,true,true,,68 - 71,,,,,,,,,,
graveler,graveler,legends-arceus,legends-arceus,sands-reach,shaking-ore-deposits,29 - 32,true,true,,44 - 47,,,,,,,,,,
graveler,graveler,legends-arceus,legends-arceus,sandgem-flats,shaking-ore-deposits,25 - 28,true,true,,40 - 43,,,,,,,,,,
graveler,graveler,legends-arceus,legends-arceus,scarlet-bog,symbol-encounter,25 - 28,true,true,true,40 - 43,,,,,,,,,,
graveler,graveler,legends-arceus,legends-arceus,scarlet-bog,shaking-ore-deposits,34 - 37,true,true,,49 - 52,,,,,,,,,,
graveler,graveler,legends-arceus,legends-arceus,shrouded-ruins,shaking-ore-deposits,25 - 28,true,true,,40 - 43,,,,,,,,,,
graveler,graveler,legends-arceus,legends-arceus,sludge-mound,symbol-encounter,25 - 28,true,true,true,40 - 43,,,,,,,,,,
graveler,graveler,legends-arceus,legends-arceus,sludge-mound,shaking-ore-deposits,27 - 30,true,true,,42 - 45,,,,,,,,,,
graveler,graveler,legends-arceus,legends-arceus,snowpoint-temple,symbol-encounter,59 - 62,true,true,,74 - 77,,,,,,,,,,
graveler,graveler,legends-arceus,legends-arceus,spring-path-hisui,shaking-ore-deposits,41 - 44,true,true,,56 - 59,,,,,,,,,,
graveler,graveler,legends-arceus,legends-arceus,stonetooth-rows,shaking-ore-deposits,"43 - 46, 53 - 56",true,true,,"58 - 61, 68 - 71",,,,,,,,,,
graveler,graveler,legends-arceus,legends-arceus,tombolo-walk,shaking-ore-deposits,33 - 36,true,true,,48 - 51,,,,,,,,,,
graveler,graveler,legends-arceus,legends-arceus,tranquility-cove,symbol-encounter,31 - 34,true,true,,46 - 49,,,,,,,,,,
graveler,graveler,legends-arceus,legends-arceus,ursas-ring,symbol-encounter,27 - 30,true,true,,42 - 45,,,,,,,,,,
graveler,graveler,legends-arceus,legends-arceus,ursas-ring,shaking-ore-deposits,27 - 30,true,true,,42 - 45,,,,,,,,,,
graveler,graveler,legends-arceus,legends-arceus,veilstone-cape,shaking-ore-deposits,29 - 32,true,true,,44 - 47,,,,,,,,,,
graveler,graveler,legends-arceus,legends-arceus,windbreak-stand,shaking-ore-deposits,"29 - 32, 41 - 44",true,true,,"36 - 39, 56 - 59",,,,,,,,,,
grotle,grotle,legends-arceus,legends-arceus,droning-meadow,symbol-encounter,28 - 31,true,true,true,43 - 46,,,,,,,,,,
grotle,grotle,legends-arceus,legends-arceus,droning-meadow,swarm,18 - 20,true,true,true,33 - 35,,,,,,,,,,
growlithe-hisui,growlithe-hisui,legends-arceus,legends-arceus,veilstone-cape,symbol-encounter,29 - 32,true,true,,44 - 47,,,,,,,,,,
growlithe-hisui,growlithe-hisui,legends-arceus,legends-arceus,veilstone-cape,swarm,33 - 35,true,true,true,48 - 50,,,,,,,,,,
growlithe-hisui,growlithe-hisui,legends-arceus,legends-arceus,windbreak-stand,symbol-encounter,41 - 44,true,true,,56 - 59,,,,,,,,,,
gyarados,gyarados,legends-arceus,legends-arceus,lake-verity-hisui,symbol-encounter,,true,true,,60,,,,,,,,,,
gyarados,gyarados,legends-arceus,legends-arceus,lake-verity-hisui,symbol-encounter,53 - 56,true,true,,77 - 79,,,,,,,,,,
gyarados,gyarados,legends-arceus,legends-arceus,lake-verity-hisui,swarm,62 - 64,true,true,,49 - 51,,,,,,,,,,
gyarados,gyarados,legends-arceus,legends-arceus,obsidian-falls,flying,24 - 27,true,true,,,,,,,,,,,,
gyarados,gyarados,legends-arceus,legends-arceus,primeval-grotto,symbol-encounter,53 - 56,true,true,true,68 - 71,,,,,,,,,,
gyarados,gyarados,legends-arceus,legends-arceus,primeval-grotto,swarm,62 - 64,true,true,true,77 - 79,,,,,,,,,,
gyarados,gyarados,legends-arceus,legends-arceus,sands-reach,symbol-encounter,,true,true,true,58,,,,,,,,,,
gyarados,gyarados,legends-arceus,legends-arceus,sands-reach,symbol-encounter,31 - 34,true,true,true,46 - 49,,,,,,,,,,
happiny,happiny,legends-arceus,legends-arceus,avalanche-slopes,symbol-encounter,59 - 62,true,true,,74 - 77,,,,,,,,,,
happiny,happiny,legends-arceus,legends-arceus,avalanche-slopes,swarm,51 - 53,true,true,,66 - 68,,,,,,,,,,
happiny,happiny,legends-arceus,legends-arceus,cottonsedge-prairie,swarm,23 - 25,true,true,,38 - 40,,,,,,,,,,
happiny,happiny,legends-arceus,legends-arceus,hideaway-bay,symbol-encounter,41 - 44,true,true,,56 - 59,,,,,,,,,,
happiny,happiny,legends-arceus,legends-arceus,horseshoe-plains,swarm,15 - 17,true,true,true,30 - 32,,,,,,,,,,
happiny,happiny,legends-arceus,legends-arceus,lonely-spring,swarm,45 - 47,true,true,true,60 - 62,,,,,,,,,,
happiny,happiny,legends-arceus,legends-arceus,obsidian-falls,symbol-encounter,"13 - 16, 41 - 44",true,true,true,"28 - 31, 56 - 59",,,,,,,,,,
happiny,happiny,legends-arceus,legends-arceus,oreburrow-tunnel,symbol-encounter,13 - 16,true,true,,28 - 31,,,,,,,,,,
happiny,happiny,legends-arceus,legends-arceus,tombolo-walk,symbol-encounter,34 - 36,true,true,true,49 - 51,,,,,,,,,,
happiny,happiny,legends-arceus,legends-arceus,tombolo-walk,swarm,34 - 36,true,true,,49 - 51,,,,,,,,,,
haunter,haunter,legends-arceus,legends-arceus,avaluggs-legacy,symbol-encounter,45 - 48,,true,true,60 - 63,,,,,true,,,,,
haunter,haunter,legends-arceus,legends-arceus,bolderoll-ravine,symbol-encounter,43 - 46,,true,,58 - 61,,,,,true,,,,,
haunter,haunter,legends-arceus,legends-arceus,bonechill-wastes,symbol-encounter,"43 - 46, 53 - 56",,true,,"58 - 61, 68 - 71",,,,,true,,,,,
haunter,haunter,legends-arceus,legends-arceus,bonechill-wastes,swarm,63 - 65,true,true,,78 - 80,,,,,,,,,,
