identifier,column,pokeapi,pokedb
tm00,name_ko,기술머신00,
rotom-bike--water-mode,_row_,present,missing
sonias-book,name_en,Sonia’s Book,Sonia's Book
dynamax-crystal-and458,_row_,present,missing
dynamax-crystal-and15,_row_,present,missing
dynamax-crystal-and337,_row_,present,missing
dynamax-crystal-and603,_row_,present,missing
dynamax-crystal-and390,_row_,present,missing
dynamax-crystal-sgr6879,_row_,present,missing
dynamax-crystal-sgr6859,_row_,present,missing
dynamax-crystal-sgr6913,_row_,present,missing
dynamax-crystal-sgr7348,_row_,present,missing
dynamax-crystal-sgr7121,_row_,present,missing
dynamax-crystal-sgr6746,_row_,present,missing
dynamax-crystal-sgr7194,_row_,present,missing
dynamax-crystal-sgr7337,_row_,present,missing
dynamax-crystal-sgr7343,_row_,present,missing
dynamax-crystal-sgr6812,_row_,present,missing
dynamax-crystal-sgr7116,_row_,present,missing
dynamax-crystal-sgr7264,_row_,present,missing
dynamax-crystal-sgr7597,_row_,present,missing
dynamax-crystal-del7882,_row_,present,missing
dynamax-crystal-del7906,_row_,present,missing
dynamax-crystal-del7852,_row_,present,missing
dynamax-crystal-psc596,_row_,present,missing
dynamax-crystal-psc361,_row_,present,missing
dynamax-crystal-psc510,_row_,present,missing
dynamax-crystal-psc437,_row_,present,missing
dynamax-crystal-psc8773,_row_,present,missing
dynamax-crystal-lep1865,_row_,present,missing
dynamax-crystal-lep1829,_row_,present,missing
dynamax-crystal-boo5340,_row_,present,missing
dynamax-crystal-boo5506,_row_,present,missing
dynamax-crystal-boo5435,_row_,present,missing
dynamax-crystal-boo5602,_row_,present,missing
dynamax-crystal-boo5733,_row_,present,missing
dynamax-crystal-boo5235,_row_,present,missing
dynamax-crystal-boo5351,_row_,present,missing
dynamax-crystal-hya3748,_row_,present,missing
dynamax-crystal-hya3903,_row_,present,missing
dynamax-crystal-hya3418,_row_,present,missing
dynamax-crystal-hya3482,_row_,present,missing
dynamax-crystal-hya3845,_row_,present,missing
dynamax-crystal-eri1084,_row_,present,missing
dynamax-crystal-eri472,_row_,present,missing
dynamax-crystal-eri1666,_row_,present,missing
dynamax-crystal-eri897,_row_,present,missing
dynamax-crystal-eri1231,_row_,present,missing
dynamax-crystal-eri874,_row_,present,missing
dynamax-crystal-eri1298,_row_,present,missing
dynamax-crystal-eri1325,_row_,present,missing
dynamax-crystal-eri984,_row_,present,missing
dynamax-crystal-eri1464,_row_,present,missing
dynamax-crystal-eri1393,_row_,present,missing
dynamax-crystal-eri850,_row_,present,missing
dynamax-crystal-tau1409,_row_,present,missing
dynamax-crystal-tau1457,_row_,present,missing
dynamax-crystal-tau1165,_row_,present,missing
dynamax-crystal-tau1791,_row_,present,missing
dynamax-crystal-tau1910,_row_,present,missing
dynamax-crystal-tau1346,_row_,present,missing
dynamax-crystal-tau1373,_row_,present,missing
dynamax-crystal-tau1412,_row_,present,missing
dynamax-crystal-cma2491,_row_,present,missing
dynamax-crystal-cma2693,_row_,present,missing
dynamax-crystal-cma2294,_row_,present,missing
dynamax-crystal-cma2827,_row_,present,missing
dynamax-crystal-cma2282,_row_,present,missing
dynamax-crystal-cma2618,_row_,present,missing
dynamax-crystal-cma2657,_row_,present,missing
dynamax-crystal-cma2646,_row_,present,missing
dynamax-crystal-uma4905,_row_,present,missing
dynamax-crystal-uma4301,_row_,present,missing
dynamax-crystal-uma5191,_row_,present,missing
dynamax-crystal-uma5054,_row_,present,missing
dynamax-crystal-uma4295,_row_,present,missing
dynamax-crystal-uma4660,_row_,present,missing
dynamax-crystal-uma4554,_row_,present,missing
dynamax-crystal-uma4069,_row_,present,missing
dynamax-crystal-uma3569,_row_,present,missing
dynamax-crystal-uma3323,_row_,present,missing
dynamax-crystal-uma4033,_row_,present,missing
dynamax-crystal-uma4377,_row_,present,missing
dynamax-crystal-uma4375,_row_,present,missing
dynamax-crystal-uma4518,_row_,present,missing
dynamax-crystal-uma3594,_row_,present,missing
dynamax-crystal-vir5056,_row_,present,missing
dynamax-crystal-vir4825,_row_,present,missing
dynamax-crystal-vir4932,_row_,present,missing
dynamax-crystal-vir4540,_row_,present,missing
dynamax-crystal-vir4689,_row_,present,missing
dynamax-crystal-vir5338,_row_,present,missing
dynamax-crystal-vir4910,_row_,present,missing
dynamax-crystal-vir5315,_row_,present,missing
dynamax-crystal-vir5359,_row_,present,missing
dynamax-crystal-vir5409,_row_,present,missing
dynamax-crystal-vir5107,_row_,present,missing
dynamax-crystal-ari617,_row_,present,missing
dynamax-crystal-ari553,_row_,present,missing
dynamax-crystal-ari546,_row_,present,missing
dynamax-crystal-ari951,_row_,present,missing
dynamax-crystal-ori1713,_row_,present,missing
dynamax-crystal-ori2061,_row_,present,missing
dynamax-crystal-ori1790,_row_,present,missing
dynamax-crystal-ori1903,_row_,present,missing
dynamax-crystal-ori1948,_row_,present,missing
dynamax-crystal-ori2004,_row_,present,missing
dynamax-crystal-ori1852,_row_,present,missing
dynamax-crystal-ori1879,_row_,present,missing
dynamax-crystal-ori1899,_row_,present,missing
dynamax-crystal-ori1543,_row_,present,missing
dynamax-crystal-cas21,_row_,present,missing
dynamax-crystal-cas168,_row_,present,missing
dynamax-crystal-cas403,_row_,present,missing
dynamax-crystal-cas153,_row_,present,missing
dynamax-crystal-cas542,_row_,present,missing
dynamax-crystal-cas219,_row_,present,missing
dynamax-crystal-cas265,_row_,present,missing
dynamax-crystal-cnc3572,_row_,present,missing
dynamax-crystal-cnc3208,_row_,present,missing
dynamax-crystal-cnc3461,_row_,present,missing
dynamax-crystal-cnc3449,_row_,present,missing
dynamax-crystal-cnc3429,_row_,present,missing
dynamax-crystal-cnc3627,_row_,present,missing
dynamax-crystal-cnc3268,_row_,present,missing
dynamax-crystal-cnc3249,_row_,present,missing
dynamax-crystal-com4968,_row_,present,missing
dynamax-crystal-crv4757,_row_,present,missing
dynamax-crystal-crv4623,_row_,present,missing
dynamax-crystal-crv4662,_row_,present,missing
dynamax-crystal-crv4786,_row_,present,missing
dynamax-crystal-aur1708,_row_,present,missing
dynamax-crystal-aur2088,_row_,present,missing
dynamax-crystal-aur1605,_row_,present,missing
dynamax-crystal-aur2095,_row_,present,missing
dynamax-crystal-aur1577,_row_,present,missing
dynamax-crystal-aur1641,_row_,present,missing
dynamax-crystal-aur1612,_row_,present,missing
dynamax-crystal-pav7790,_row_,present,missing
dynamax-crystal-cet911,_row_,present,missing
dynamax-crystal-cet681,_row_,present,missing
dynamax-crystal-cet188,_row_,present,missing
dynamax-crystal-cet539,_row_,present,missing
dynamax-crystal-cet804,_row_,present,missing
dynamax-crystal-cep8974,_row_,present,missing
dynamax-crystal-cep8162,_row_,present,missing
dynamax-crystal-cep8238,_row_,present,missing
dynamax-crystal-cep8417,_row_,present,missing
dynamax-crystal-cen5267,_row_,present,missing
dynamax-crystal-cen5288,_row_,present,missing
dynamax-crystal-cen551,_row_,present,missing
dynamax-crystal-cen5459,_row_,present,missing
dynamax-crystal-cen5460,_row_,present,missing
dynamax-crystal-cmi2943,_row_,present,missing
dynamax-crystal-cmi2845,_row_,present,missing
dynamax-crystal-equ8131,_row_,present,missing
dynamax-crystal-vul7405,_row_,present,missing
dynamax-crystal-umi424,_row_,present,missing
dynamax-crystal-umi5563,_row_,present,missing
dynamax-crystal-umi5735,_row_,present,missing
dynamax-crystal-umi6789,_row_,present,missing
dynamax-crystal-crt4287,_row_,present,missing
dynamax-crystal-lyr7001,_row_,present,missing
dynamax-crystal-lyr7178,_row_,present,missing
dynamax-crystal-lyr7106,_row_,present,missing
dynamax-crystal-lyr7298,_row_,present,missing
dynamax-crystal-ara6585,_row_,present,missing
dynamax-crystal-sco6134,_row_,present,missing
dynamax-crystal-sco6527,_row_,present,missing
dynamax-crystal-sco6553,_row_,present,missing
dynamax-crystal-sco5953,_row_,present,missing
dynamax-crystal-sco5984,_row_,present,missing
dynamax-crystal-sco6508,_row_,present,missing
dynamax-crystal-sco6084,_row_,present,missing
dynamax-crystal-sco5944,_row_,present,missing
dynamax-crystal-sco6630,_row_,present,missing
dynamax-crystal-sco6027,_row_,present,missing
dynamax-crystal-sco6247,_row_,present,missing
dynamax-crystal-sco6252,_row_,present,missing
dynamax-crystal-sco5928,_row_,present,missing
dynamax-crystal-sco6241,_row_,present,missing
dynamax-crystal-sco6165,_row_,present,missing
dynamax-crystal-tri544,_row_,present,missing
dynamax-crystal-leo3982,_row_,present,missing
dynamax-crystal-leo4534,_row_,present,missing
dynamax-crystal-leo4357,_row_,present,missing
dynamax-crystal-leo4057,_row_,present,missing
dynamax-crystal-leo4359,_row_,present,missing
dynamax-crystal-leo4031,_row_,present,missing
dynamax-crystal-leo3852,_row_,present,missing
dynamax-crystal-leo3905,_row_,present,missing
dynamax-crystal-leo3773,_row_,present,missing
dynamax-crystal-gru8425,_row_,present,missing
dynamax-crystal-gru8636,_row_,present,missing
dynamax-crystal-gru8353,_row_,present,missing
dynamax-crystal-lib5685,_row_,present,missing
dynamax-crystal-lib5531,_row_,present,missing
dynamax-crystal-lib5787,_row_,present,missing
dynamax-crystal-lib5603,_row_,present,missing
dynamax-crystal-pup3165,_row_,present,missing
dynamax-crystal-pup3185,_row_,present,missing
dynamax-crystal-pup3045,_row_,present,missing
dynamax-crystal-cyg7924,_row_,present,missing
dynamax-crystal-cyg7417,_row_,present,missing
dynamax-crystal-cyg7796,_row_,present,missing
dynamax-crystal-cyg8301,_row_,present,missing
dynamax-crystal-cyg7949,_row_,present,missing
dynamax-crystal-cyg7528,_row_,present,missing
dynamax-crystal-oct7228,_row_,present,missing
dynamax-crystal-col1956,_row_,present,missing
dynamax-crystal-col2040,_row_,present,missing
dynamax-crystal-col2177,_row_,present,missing
dynamax-crystal-gem2990,_row_,present,missing
dynamax-crystal-gem2891,_row_,present,missing
dynamax-crystal-gem2421,_row_,present,missing
dynamax-crystal-gem2473,_row_,present,missing
dynamax-crystal-gem2216,_row_,present,missing
dynamax-crystal-gem2777,_row_,present,missing
dynamax-crystal-gem2650,_row_,present,missing
dynamax-crystal-gem2286,_row_,present,missing
dynamax-crystal-gem2484,_row_,present,missing
dynamax-crystal-gem2930,_row_,present,missing
dynamax-crystal-peg8775,_row_,present,missing
dynamax-crystal-peg8781,_row_,present,missing
dynamax-crystal-peg39,_row_,present,missing
dynamax-crystal-peg8308,_row_,present,missing
dynamax-crystal-peg8650,_row_,present,missing
dynamax-crystal-peg8634,_row_,present,missing
dynamax-crystal-peg8684,_row_,present,missing
dynamax-crystal-peg8450,_row_,present,missing
dynamax-crystal-peg8880,_row_,present,missing
dynamax-crystal-peg8905,_row_,present,missing
dynamax-crystal-oph6556,_row_,present,missing
dynamax-crystal-oph6378,_row_,present,missing
dynamax-crystal-oph6603,_row_,present,missing
dynamax-crystal-oph6149,_row_,present,missing
dynamax-crystal-oph6056,_row_,present,missing
dynamax-crystal-oph6075,_row_,present,missing
dynamax-crystal-ser5854,_row_,present,missing
dynamax-crystal-ser7141,_row_,present,missing
dynamax-crystal-ser5879,_row_,present,missing
dynamax-crystal-her6406,_row_,present,missing
dynamax-crystal-her6148,_row_,present,missing
dynamax-crystal-her6410,_row_,present,missing
dynamax-crystal-her6526,_row_,present,missing
dynamax-crystal-her6117,_row_,present,missing
dynamax-crystal-her6008,_row_,present,missing
dynamax-crystal-per936,_row_,present,missing
dynamax-crystal-per1017,_row_,present,missing
dynamax-crystal-per1131,_row_,present,missing
dynamax-crystal-per1228,_row_,present,missing
dynamax-crystal-per834,_row_,present,missing
dynamax-crystal-per941,_row_,present,missing
dynamax-crystal-phe99,_row_,present,missing
dynamax-crystal-phe338,_row_,present,missing
dynamax-crystal-vel3634,_row_,present,missing
dynamax-crystal-vel3485,_row_,present,missing
dynamax-crystal-vel3734,_row_,present,missing
dynamax-crystal-aqr8232,_row_,present,missing
dynamax-crystal-aqr8414,_row_,present,missing
dynamax-crystal-aqr8709,_row_,present,missing
dynamax-crystal-aqr8518,_row_,present,missing
dynamax-crystal-aqr7950,_row_,present,missing
dynamax-crystal-aqr8499,_row_,present,missing
dynamax-crystal-aqr8610,_row_,present,missing
dynamax-crystal-aqr8264,_row_,present,missing
dynamax-crystal-cru4853,_row_,present,missing
dynamax-crystal-cru4730,_row_,present,missing
dynamax-crystal-cru4763,_row_,present,missing
dynamax-crystal-cru4700,_row_,present,missing
dynamax-crystal-cru4656,_row_,present,missing
dynamax-crystal-psa8728,_row_,present,missing
dynamax-crystal-tra6217,_row_,present,missing
dynamax-crystal-cap7776,_row_,present,missing
dynamax-crystal-cap7754,_row_,present,missing
dynamax-crystal-cap8278,_row_,present,missing
dynamax-crystal-cap8322,_row_,present,missing
dynamax-crystal-cap7773,_row_,present,missing
dynamax-crystal-sge7479,_row_,present,missing
dynamax-crystal-car2326,_row_,present,missing
dynamax-crystal-car3685,_row_,present,missing
dynamax-crystal-car3307,_row_,present,missing
dynamax-crystal-car3699,_row_,present,missing
dynamax-crystal-dra5744,_row_,present,missing
dynamax-crystal-dra5291,_row_,present,missing
dynamax-crystal-dra6705,_row_,present,missing
dynamax-crystal-dra6536,_row_,present,missing
dynamax-crystal-dra7310,_row_,present,missing
dynamax-crystal-dra6688,_row_,present,missing
dynamax-crystal-dra4434,_row_,present,missing
dynamax-crystal-dra6370,_row_,present,missing
dynamax-crystal-dra7462,_row_,present,missing
dynamax-crystal-dra6396,_row_,present,missing
dynamax-crystal-dra6132,_row_,present,missing
dynamax-crystal-dra6636,_row_,present,missing
dynamax-crystal-cvn4915,_row_,present,missing
dynamax-crystal-cvn4785,_row_,present,missing
dynamax-crystal-cvn4846,_row_,present,missing
dynamax-crystal-aql7595,_row_,present,missing
dynamax-crystal-aql7557,_row_,present,missing
dynamax-crystal-aql7525,_row_,present,missing
dynamax-crystal-aql7602,_row_,present,missing
dynamax-crystal-aql7235,_row_,present,missing
max-honey,fling_power,30,
max-mushrooms,fling_power,30,
rotom-bike--sparkling-white,_row_,present,missing
rotom-bike--glistening-black,_row_,present,missing
reins-of-unity--merge,_row_,present,missing
reins-of-unity--split,_row_,present,missing
legendary-clue-1,name_ja,でんせつのメモ１,でんせつのメモ1
legendary-clue-2,name_ja,でんせつのメモ２,でんせつのメモ2
legendary-clue-3,name_ja,でんせつのメモ３,でんせつのメモ3
legendary-clue-question,name_ja,でんせつのメモ？,でんせつのメモ?
dynite-ore,fling_power,30,
carrot-seeds,name_fr,Graines Carotte,Graines de Carottes
carrot-seeds,name_es,Sem. Zanahoria,Semillas de Zanahoria
carrot-seeds,name_it,Semi di carota,Semi di Carota
carrot-seeds,name_ko,당근씨,당근씨앗
ability-patch,name_de,Fähigk.-Pflaster,Fähigkeiten-Pflaster
ability-patch,fling_power,,0
koraidons-poke-ball,name_en,Koraidon’s Poké Ball,Koraidon's Poké Ball
miraidons-poke-ball,name_en,Miraidon’s Poké Ball,Miraidon's Poké Ball
kofus-wallet,name_en,Kofu’s Wallet,Kofu's Wallet
tiny-bamboo-shoot,fling_power,,30
big-bamboo-shoot,fling_power,,30
scroll-of-waters,name_it,Rotolo dell’Acqua,Rotolo dell'Acqua
malicious-armor,fling_power,,30
normal-tera-shard,fling_power,,30
fire-tera-shard,fling_power,,30
water-tera-shard,fling_power,,30
electric-tera-shard,fling_power,,30
grass-tera-shard,fling_power,,30
ice-tera-shard,fling_power,,30
fighting-tera-shard,fling_power,,30
poison-tera-shard,fling_power,,30
ground-tera-shard,fling_power,,30
flying-tera-shard,fling_power,,30
psychic-tera-shard,fling_power,,30
bug-tera-shard,fling_power,,30
rock-tera-shard,fling_power,,30
ghost-tera-shard,fling_power,,30
dragon-tera-shard,fling_power,,30
dark-tera-shard,fling_power,,30
steel-tera-shard,fling_power,,30
fairy-tera-shard,fling_power,,30
booster-energy,fling_power,,30
ability-shield,fling_power,,30
clear-amulet,fling_power,,30
mirror-herb,fling_power,,30
punching-glove,fling_power,,30
covert-cloak,fling_power,,30
loaded-dice,fling_power,,30
baguette,name_ja,バケット,バゲット
mayonnaise,fling_power,,10
ketchup,fling_power,,10
whipped-cream,name_fr,Creme Fouettée,Crème Fouettée
olive-oil,name_it,Olio d’oliva,Olio d'oliva
cherry-tomatoes,name_it,Pomodorino,Pomodorini
jalapeno,name_ja,バラペーニョ,ハラペーニョ
venonat-fang,name_ja,コンパンのキバ,
venonat-fang,name_fr,Croc de Mimitoss,
venonat-fang,name_de,Bluzuk-Zahn,
venonat-fang,name_es,Colmillo de Venonat,
venonat-fang,name_it,Zanna di Venonat,
venonat-fang,name_ko,콘팡의이빨,
diglett-dirt,name_ja,ディグダのつち,
diglett-dirt,name_fr,Terre de Taupiqueur,
diglett-dirt,name_de,Digda-Erde,
diglett-dirt,name_es,Tierra de Diglett,
diglett-dirt,name_it,Terra di Diglett,
diglett-dirt,name_ko,디그다의흙,
meowth-fur,name_ja,ニャースのけ,
meowth-fur,name_fr,Poils de Miaouss,
meowth-fur,name_de,Mauzi-Haar,
meowth-fur,name_es,Pelo de Meowth,
meowth-fur,name_it,Pelo di Meowth,
meowth-fur,name_ko,나옹의털,
psyduck-down,name_ja,コダックのうもう,
psyduck-down,name_fr,Duvet de Psykokwak,
psyduck-down,name_de,Enton-Daune,
psyduck-down,name_es,Plumón de Psyduck,
psyduck-down,name_it,Piuma di Psyduck,
psyduck-down,name_ko,고라파덕의솜털,
mankey-fur,name_ja,マンキーのけ,
mankey-fur,name_fr,Poils de Férosinge,
mankey-fur,name_de,Menki-Haar,
mankey-fur,name_es,Pelo de Mankey,
mankey-fur,name_it,Pelo di Mankey,
mankey-fur,name_ko,망키의털,
growlithe-fur,name_ja,ガーディのけ,
growlithe-fur,name_fr,Poils de Caninos,
growlithe-fur,name_de,Fukano-Haar,
growlithe-fur,name_es,Pelo de Growlithe,
growlithe-fur,name_it,Pelo di Growlithe,
growlithe-fur,name_ko,가디의털,
slowpoke-claw,name_ja,ヤドンのツメ,
slowpoke-claw,name_fr,Griffe de Ramoloss,
slowpoke-claw,name_de,Flegmon-Kralle,
slowpoke-claw,name_es,Garra de Slowpoke,
slowpoke-claw,name_it,Artiglio di Slowpoke,
slowpoke-claw,name_ko,야돈의발톱,
magnemite-screw,name_ja,コイルのねじ,
magnemite-screw,name_fr,Vis de Magnéti,
magnemite-screw,name_de,Magnetilo-Schraube,
magnemite-screw,name_es,Tornillo de Magnemite,
magnemite-screw,name_it,Vite di Magnemite,
magnemite-screw,name_ko,코일의나사,
grimer-toxin,name_ja,ベトベターのどくそ,
grimer-toxin,name_fr,Poison de Tadmorv,
grimer-toxin,name_de,Sleima-Toxin,
grimer-toxin,name_es,Toxinas de Grimer,
grimer-toxin,name_it,Tossine di Grimer,
grimer-toxin,name_ko,질퍽이의독소,
shellder-pearl,name_ja,シェルダーのしんじゅ,
shellder-pearl,name_fr,Perle de Kokiyas,
shellder-pearl,name_de,Muschas-Perle,
shellder-pearl,name_es,Perla de Shellder,
shellder-pearl,name_it,Perla di Shellder,
shellder-pearl,name_ko,셀러의진주,
gastly-gas,name_ja,ゴースのガス,
gastly-gas,name_fr,Gaz de Fantominus,
gastly-gas,name_de,Nebulak-Gas,
gastly-gas,name_es,Gas de Gastly,
gastly-gas,name_it,Gas di Gastly,
gastly-gas,name_ko,고오스의가스,
drowzee-fur,name_ja,スリープのけ,
drowzee-fur,name_fr,Poils de Soporifik,
drowzee-fur,name_de,Traumato-Haar,
drowzee-fur,name_es,Pelo de Drowzee,
drowzee-fur,name_it,Pelo di Drowzee,
drowzee-fur,name_ko,슬리프의털,
voltorb-sparks,name_ja,ビリリダマのでんき,
voltorb-sparks,name_fr,Électricité de Voltorbe,
voltorb-sparks,name_de,Voltobal-Strom,
voltorb-sparks,name_es,Electricidad de Voltorb,
voltorb-sparks,name_it,Elettricità di Voltorb,
voltorb-sparks,name_ko,찌리리공의전기,
scyther-claw,name_ja,ストライクのツメ,
scyther-claw,name_fr,Griffe d'Insécateur,
scyther-claw,name_de,Sichlor-Kralle,
scyther-claw,name_es,Garra de Scyther,
scyther-claw,name_it,Artiglio di Scyther,
scyther-claw,name_ko,스라크의발톱,
tauros-hair,name_ja,ケンタロスのけ,
tauros-hair,name_fr,Poils de Tauros,
tauros-hair,name_de,Tauros-Haar,
tauros-hair,name_es,Pelo de Tauros,
tauros-hair,name_it,Pelo di Tauros,
tauros-hair,name_ko,켄타로스의털,
magikarp-scales,name_ja,コイキングのウロコ,
magikarp-scales,name_fr,Écaille de Magicarpe,
magikarp-scales,name_de,Karpador-Schuppe,
magikarp-scales,name_es,Escama de Magikarp,
magikarp-scales,name_it,Squama di Magikarp,
magikarp-scales,name_ko,잉어킹의비늘,
ditto-goo,name_ja,メタモンのべたべた,
ditto-goo,name_fr,Substance de Métamorph,
ditto-goo,name_de,Ditto-Glibber,
ditto-goo,name_es,Pegote de Ditto,
ditto-goo,name_it,Appiccicume di Ditto,
ditto-goo,name_ko,메타몽의끈끈이,
eevee-fur,name_ja,イーブイのけ,
eevee-fur,name_fr,Poils d’Évoli,
eevee-fur,name_de,Evoli-Haar,
eevee-fur,name_es,Pelo de Eevee,
eevee-fur,name_it,Pelo di Eevee,
eevee-fur,name_ko,이브이의털,
dratini-scales,name_ja,ミニリュウのウロコ,
dratini-scales,name_fr,Écaille de Minidraco,
dratini-scales,name_de,Dratini-Schuppe,
dratini-scales,name_es,Escama de Dratini,
dratini-scales,name_it,Squama di Dratini,
dratini-scales,name_ko,미뇽의비늘,
pichu-fur,name_ja,ピチューのけ,
pichu-fur,name_fr,Poils de Pichu,
pichu-fur,name_de,Pichu-Haar,
pichu-fur,name_es,Pelo de Pichu,
pichu-fur,name_it,Pelo di Pichu,
pichu-fur,name_ko,피츄의털,
igglybuff-fluff,name_ja,ププリンのけ,
igglybuff-fluff,name_fr,Poils de Toudoudou,
igglybuff-fluff,name_de,Fluffeluff-Haar,
igglybuff-fluff,name_es,Pelo de Igglybuff,
igglybuff-fluff,name_it,Pelo di Igglybuff,
igglybuff-fluff,name_ko,푸푸린의털,
mareep-wool,name_ja,メリープのけだま,
mareep-wool,name_fr,Laine de Wattouat,
mareep-wool,name_de,Voltilamm-Wolle,
mareep-wool,name_es,Lana de Mareep,
mareep-wool,name_it,Lana di Mareep,
mareep-wool,name_ko,메리프의털뭉치,
hoppip-leaf,name_ja,ハネッコのはっぱ,
hoppip-leaf,name_fr,Feuille de Granivol,
hoppip-leaf,name_de,Hoppspross-Blatt,
hoppip-leaf,name_es,Hoja de Hoppip,
hoppip-leaf,name_it,Foglia di Hoppip,
hoppip-leaf,name_ko,통통코의잎,
sunkern-leaf,name_ja,ヒマナッツのはっぱ,
sunkern-leaf,name_fr,Feuille de Tournegrin,
sunkern-leaf,name_de,Sonnkern-Blatt,
sunkern-leaf,name_es,Hoja de Sunkern,
sunkern-leaf,name_it,Foglia di Sunkern,
sunkern-leaf,name_ko,해너츠의잎,
murkrow-bauble,name_ja,ヤミカラスのおたから,
murkrow-bauble,name_fr,Trésor de Cornèbre,
murkrow-bauble,name_de,Kramurx-Schatz,
murkrow-bauble,name_es,Tesoro de Murkrow,
murkrow-bauble,name_it,Tesoro di Murkrow,
murkrow-bauble,name_ko,니로우의보물,
misdreavus-tears,name_ja,ムウマのなみだ,
misdreavus-tears,name_fr,Larme de Feuforêve,
misdreavus-tears,name_de,Traunfugil-Träne,
