form/version_group/method/move,column,pokeapi,pokedb
machoke/legends-arceus/level-up/tackle,_row_,present,missing
machoke/legends-arceus/level-up/rock-smash,_row_,present,missing
machoke/legends-arceus/level-up/bullet-punch,_row_,present,missing
machoke/legends-arceus/level-up/double-hit,_row_,present,missing
machoke/legends-arceus/level-up/mach-punch,_row_,present,missing
machoke/legends-arceus/level-up/bulk-up,_row_,present,missing
machoke/legends-arceus/level-up/double-edge,_row_,present,missing
machoke/legends-arceus/level-up/close-combat,_row_,present,missing
machoke/red-green-japan/level-up/karate-chop,_row_,present,missing
machoke/red-green-japan/level-up/leer,_row_,present,missing
machoke/red-green-japan/level-up/low-kick,_row_,present,missing
machoke/red-green-japan/level-up/focus-energy,_row_,present,missing
machoke/red-green-japan/level-up/seismic-toss,_row_,present,missing
machoke/red-green-japan/level-up/submission,_row_,present,missing
machoke/red-green-japan/machine/mega-punch,_row_,present,missing
machoke/red-green-japan/machine/mega-kick,_row_,present,missing
machoke/red-green-japan/machine/body-slam,_row_,present,missing
machoke/red-green-japan/machine/take-down,_row_,present,missing
machoke/red-green-japan/machine/double-edge,_row_,present,missing
machoke/red-green-japan/machine/submission,_row_,present,missing
machoke/red-green-japan/machine/counter,_row_,present,missing
machoke/red-green-japan/machine/seismic-toss,_row_,present,missing
machoke/red-green-japan/machine/strength,_row_,present,missing
machoke/red-green-japan/machine/earthquake,_row_,present,missing
machoke/red-green-japan/machine/fissure,_row_,present,missing
machoke/red-green-japan/machine/dig,_row_,present,missing
machoke/red-green-japan/machine/toxic,_row_,present,missing
machoke/red-green-japan/machine/rage,_row_,present,missing
machoke/red-green-japan/machine/mimic,_row_,present,missing
machoke/red-green-japan/machine/double-team,_row_,present,missing
machoke/red-green-japan/machine/bide,_row_,present,missing
machoke/red-green-japan/machine/metronome,_row_,present,missing
machoke/red-green-japan/machine/fire-blast,_row_,present,missing
machoke/red-green-japan/machine/skull-bash,_row_,present,missing
machoke/red-green-japan/machine/rest,_row_,present,missing
machoke/red-green-japan/machine/rock-slide,_row_,present,missing
machoke/red-green-japan/machine/substitute,_row_,present,missing
machoke/blue-japan/level-up/karate-chop,_row_,present,missing
machoke/blue-japan/level-up/leer,_row_,present,missing
machoke/blue-japan/level-up/low-kick,_row_,present,missing
machoke/blue-japan/level-up/focus-energy,_row_,present,missing
machoke/blue-japan/level-up/seismic-toss,_row_,present,missing
machoke/blue-japan/level-up/submission,_row_,present,missing
machoke/blue-japan/machine/mega-punch,_row_,present,missing
machoke/blue-japan/machine/mega-kick,_row_,present,missing
machoke/blue-japan/machine/body-slam,_row_,present,missing
machoke/blue-japan/machine/take-down,_row_,present,missing
machoke/blue-japan/machine/double-edge,_row_,present,missing
machoke/blue-japan/machine/submission,_row_,present,missing
machoke/blue-japan/machine/counter,_row_,present,missing
machoke/blue-japan/machine/seismic-toss,_row_,present,missing
machoke/blue-japan/machine/strength,_row_,present,missing
machoke/blue-japan/machine/earthquake,_row_,present,missing
machoke/blue-japan/machine/fissure,_row_,present,missing
machoke/blue-japan/machine/dig,_row_,present,missing
machoke/blue-japan/machine/toxic,_row_,present,missing
machoke/blue-japan/machine/rage,_row_,present,missing
machoke/blue-japan/machine/mimic,_row_,present,missing
machoke/blue-japan/machine/double-team,_row_,present,missing
machoke/blue-japan/machine/bide,_row_,present,missing
machoke/blue-japan/machine/metronome,_row_,present,missing
machoke/blue-japan/machine/fire-blast,_row_,present,missing
machoke/blue-japan/machine/skull-bash,_row_,present,missing
machoke/blue-japan/machine/rest,_row_,present,missing
machoke/blue-japan/machine/rock-slide,_row_,present,missing
machoke/blue-japan/machine/substitute,_row_,present,missing
machamp/red-blue/level-up/leer,level,25,1
machamp/red-blue/level-up/low-kick,level,20,1
machamp/yellow/level-up/low-kick,level,20,1
machamp/platinum/level-up/focus-energy,level,7,1
machamp/colosseum/level-up/focus-energy,level,7,1
machamp/x-y/level-up/karate-chop,level,10,1
machamp/omega-ruby-alpha-sapphire/level-up/karate-chop,level,7,1
machamp/omega-ruby-alpha-sapphire/level-up/focus-energy,level,3,1
machamp/lets-go-pikachu-lets-go-eevee/level-up/strength,level,1,0
machamp/lets-go-pikachu-lets-go-eevee/level-up/focus-energy,level,4,1
machamp/lets-go-pikachu-lets-go-eevee/level-up/bide,level,8,1
machamp/legends-arceus/level-up/tackle,_row_,present,missing
machamp/legends-arceus/level-up/rock-smash,_row_,present,missing
machamp/legends-arceus/level-up/bullet-punch,_row_,present,missing
machamp/legends-arceus/level-up/double-hit,_row_,present,missing
machamp/legends-arceus/level-up/mach-punch,_row_,present,missing
machamp/legends-arceus/level-up/bulk-up,_row_,present,missing
machamp/legends-arceus/level-up/drain-punch,_row_,present,missing
machamp/legends-arceus/level-up/double-edge,_row_,present,missing
machamp/legends-arceus/level-up/close-combat,_row_,present,missing
machamp/red-green-japan/level-up/karate-chop,_row_,present,missing
machamp/red-green-japan/level-up/leer,_row_,present,missing
machamp/red-green-japan/level-up/low-kick,_row_,present,missing
machamp/red-green-japan/level-up/focus-energy,_row_,present,missing
machamp/red-green-japan/level-up/seismic-toss,_row_,present,missing
machamp/red-green-japan/level-up/submission,_row_,present,missing
machamp/red-green-japan/machine/mega-punch,_row_,present,missing
machamp/red-green-japan/machine/mega-kick,_row_,present,missing
machamp/red-green-japan/machine/body-slam,_row_,present,missing
machamp/red-green-japan/machine/take-down,_row_,present,missing
machamp/red-green-japan/machine/double-edge,_row_,present,missing
machamp/red-green-japan/machine/hyper-beam,_row_,present,missing
machamp/red-green-japan/machine/submission,_row_,present,missing
machamp/red-green-japan/machine/counter,_row_,present,missing
machamp/red-green-japan/machine/seismic-toss,_row_,present,missing
machamp/red-green-japan/machine/strength,_row_,present,missing
machamp/red-green-japan/machine/earthquake,_row_,present,missing
machamp/red-green-japan/machine/fissure,_row_,present,missing
machamp/red-green-japan/machine/dig,_row_,present,missing
machamp/red-green-japan/machine/toxic,_row_,present,missing
machamp/red-green-japan/machine/rage,_row_,present,missing
machamp/red-green-japan/machine/mimic,_row_,present,missing
machamp/red-green-japan/machine/double-team,_row_,present,missing
machamp/red-green-japan/machine/bide,_row_,present,missing
machamp/red-green-japan/machine/metronome,_row_,present,missing
machamp/red-green-japan/machine/fire-blast,_row_,present,missing
machamp/red-green-japan/machine/skull-bash,_row_,present,missing
machamp/red-green-japan/machine/rest,_row_,present,missing
machamp/red-green-japan/machine/rock-slide,_row_,present,missing
machamp/red-green-japan/machine/substitute,_row_,present,missing
machamp/blue-japan/level-up/karate-chop,_row_,present,missing
machamp/blue-japan/level-up/leer,_row_,present,missing
machamp/blue-japan/level-up/low-kick,_row_,present,missing
machamp/blue-japan/level-up/focus-energy,_row_,present,missing
machamp/blue-japan/level-up/seismic-toss,_row_,present,missing
machamp/blue-japan/level-up/submission,_row_,present,missing
machamp/blue-japan/machine/mega-punch,_row_,present,missing
machamp/blue-japan/machine/mega-kick,_row_,present,missing
machamp/blue-japan/machine/body-slam,_row_,present,missing
machamp/blue-japan/machine/take-down,_row_,present,missing
machamp/blue-japan/machine/double-edge,_row_,present,missing
machamp/blue-japan/machine/hyper-beam,_row_,present,missing
machamp/blue-japan/machine/submission,_row_,present,missing
machamp/blue-japan/machine/counter,_row_,present,missing
machamp/blue-japan/machine/seismic-toss,_row_,present,missing
machamp/blue-japan/machine/strength,_row_,present,missing
machamp/blue-japan/machine/earthquake,_row_,present,missing
machamp/blue-japan/machine/fissure,_row_,present,missing
machamp/blue-japan/machine/dig,_row_,present,missing
machamp/blue-japan/machine/toxic,_row_,present,missing
machamp/blue-japan/machine/rage,_row_,present,missing
machamp/blue-japan/machine/mimic,_row_,present,missing
machamp/blue-japan/machine/double-team,_row_,present,missing
machamp/blue-japan/machine/bide,_row_,present,missing
machamp/blue-japan/machine/metronome,_row_,present,missing
machamp/blue-japan/machine/fire-blast,_row_,present,missing
machamp/blue-japan/machine/skull-bash,_row_,present,missing
machamp/blue-japan/machine/rest,_row_,present,missing
machamp/blue-japan/machine/rock-slide,_row_,present,missing
machamp/blue-japan/machine/substitute,_row_,present,missing
bellsprout/red-green-japan/level-up/vine-whip,_row_,present,missing
bellsprout/red-green-japan/level-up/growth,_row_,present,missing
bellsprout/red-green-japan/level-up/wrap,_row_,present,missing
bellsprout/red-green-japan/level-up/poison-powder,_row_,present,missing
bellsprout/red-green-japan/level-up/sleep-powder,_row_,present,missing
bellsprout/red-green-japan/level-up/stun-spore,_row_,present,missing
bellsprout/red-green-japan/level-up/acid,_row_,present,missing
bellsprout/red-green-japan/level-up/razor-leaf,_row_,present,missing
bellsprout/red-green-japan/level-up/slam,_row_,present,missing
bellsprout/red-green-japan/machine/swords-dance,_row_,present,missing
bellsprout/red-green-japan/machine/cut,_row_,present,missing
bellsprout/red-green-japan/machine/take-down,_row_,present,missing
bellsprout/red-green-japan/machine/double-edge,_row_,present,missing
bellsprout/red-green-japan/machine/mega-drain,_row_,present,missing
bellsprout/red-green-japan/machine/solar-beam,_row_,present,missing
bellsprout/red-green-japan/machine/toxic,_row_,present,missing
bellsprout/red-green-japan/machine/rage,_row_,present,missing
bellsprout/red-green-japan/machine/mimic,_row_,present,missing
bellsprout/red-green-japan/machine/double-team,_row_,present,missing
bellsprout/red-green-japan/machine/reflect,_row_,present,missing
bellsprout/red-green-japan/machine/bide,_row_,present,missing
bellsprout/red-green-japan/machine/rest,_row_,present,missing
bellsprout/red-green-japan/machine/substitute,_row_,present,missing
bellsprout/blue-japan/level-up/vine-whip,_row_,present,missing
bellsprout/blue-japan/level-up/growth,_row_,present,missing
bellsprout/blue-japan/level-up/wrap,_row_,present,missing
bellsprout/blue-japan/level-up/poison-powder,_row_,present,missing
bellsprout/blue-japan/level-up/sleep-powder,_row_,present,missing
bellsprout/blue-japan/level-up/stun-spore,_row_,present,missing
bellsprout/blue-japan/level-up/acid,_row_,present,missing
bellsprout/blue-japan/level-up/razor-leaf,_row_,present,missing
bellsprout/blue-japan/level-up/slam,_row_,present,missing
bellsprout/blue-japan/machine/swords-dance,_row_,present,missing
bellsprout/blue-japan/machine/cut,_row_,present,missing
bellsprout/blue-japan/machine/take-down,_row_,present,missing
bellsprout/blue-japan/machine/double-edge,_row_,present,missing
bellsprout/blue-japan/machine/mega-drain,_row_,present,missing
bellsprout/blue-japan/machine/solar-beam,_row_,present,missing
bellsprout/blue-japan/machine/toxic,_row_,present,missing
bellsprout/blue-japan/machine/rage,_row_,present,missing
bellsprout/blue-japan/machine/mimic,_row_,present,missing
bellsprout/blue-japan/machine/double-team,_row_,present,missing
bellsprout/blue-japan/machine/reflect,_row_,present,missing
bellsprout/blue-japan/machine/bide,_row_,present,missing
bellsprout/blue-japan/machine/rest,_row_,present,missing
bellsprout/blue-japan/machine/substitute,_row_,present,missing
weepinbell/red-blue/level-up/wrap,level,13,1
weepinbell/yellow/level-up/wrap,level,13,1
weepinbell/gold-silver/level-up/wrap,level,11,1
weepinbell/crystal/level-up/wrap,level,11,1
weepinbell/crystal/level-up/growth,level,6,1
weepinbell/emerald/level-up/wrap,level,11,1
weepinbell/emerald/level-up/growth,level,6,1
weepinbell/firered-leafgreen/level-up/wrap,level,11,1
weepinbell/colosseum/level-up/wrap,level,11,1
weepinbell/colosseum/level-up/growth,level,6,1
weepinbell/black-2-white-2/level-up/wrap,level,11,1
weepinbell/black-2-white-2/level-up/growth,level,7,1
weepinbell/x-y/level-up/wrap,level,11,1
weepinbell/x-y/level-up/growth,level,7,1
weepinbell/omega-ruby-alpha-sapphire/level-up/wrap,level,11,1
weepinbell/omega-ruby-alpha-sapphire/level-up/growth,level,7,1
weepinbell/ultra-sun-ultra-moon/level-up/wrap,level,11,1
weepinbell/ultra-sun-ultra-moon/level-up/growth,level,7,1
weepinbell/brilliant-diamond-shining-pearl/level-up/growth,level,7,1
weepinbell/brilliant-diamond-shining-pearl/level-up/wrap,level,11,1
weepinbell/red-green-japan/level-up/vine-whip,_row_,present,missing
weepinbell/red-green-japan/level-up/wrap,_row_,present,missing
weepinbell/red-green-japan/level-up/growth,_row_,present,missing
weepinbell/red-green-japan/level-up/poison-powder,_row_,present,missing
weepinbell/red-green-japan/level-up/sleep-powder,_row_,present,missing
weepinbell/red-green-japan/level-up/stun-spore,_row_,present,missing
weepinbell/red-green-japan/level-up/acid,_row_,present,missing
weepinbell/red-green-japan/level-up/razor-leaf,_row_,present,missing
weepinbell/red-green-japan/level-up/slam,_row_,present,missing
weepinbell/red-green-japan/machine/swords-dance,_row_,present,missing
weepinbell/red-green-japan/machine/cut,_row_,present,missing
weepinbell/red-green-japan/machine/take-down,_row_,present,missing
weepinbell/red-green-japan/machine/double-edge,_row_,present,missing
weepinbell/red-green-japan/machine/mega-drain,_row_,present,missing
weepinbell/red-green-japan/machine/solar-beam,_row_,present,missing
weepinbell/red-green-japan/machine/toxic,_row_,present,missing
weepinbell/red-green-japan/machine/rage,_row_,present,missing
weepinbell/red-green-japan/machine/mimic,_row_,present,missing
weepinbell/red-green-japan/machine/double-team,_row_,present,missing
weepinbell/red-green-japan/machine/reflect,_row_,present,missing
weepinbell/red-green-japan/machine/bide,_row_,present,missing
weepinbell/red-green-japan/machine/rest,_row_,present,missing
weepinbell/red-green-japan/machine/substitute,_row_,present,missing
weepinbell/blue-japan/level-up/vine-whip,_row_,present,missing
weepinbell/blue-japan/level-up/wrap,_row_,present,missing
weepinbell/blue-japan/level-up/growth,_row_,present,missing
weepinbell/blue-japan/level-up/poison-powder,_row_,present,missing
weepinbell/blue-japan/level-up/sleep-powder,_row_,present,missing
weepinbell/blue-japan/level-up/stun-spore,_row_,present,missing
weepinbell/blue-japan/level-up/acid,_row_,present,missing
weepinbell/blue-japan/level-up/razor-leaf,_row_,present,missing
weepinbell/blue-japan/level-up/slam,_row_,present,missing
weepinbell/blue-japan/machine/swords-dance,_row_,present,missing
weepinbell/blue-japan/machine/cut,_row_,present,missing
